SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.29	0.046	0.57	0.4
1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0.29	1	0.57	0.8
2	2.1e-05	0.0058	0	0	0	0	0	0.0029	0	0	0	0	0	0	0	0	0.99	0	0	16	0.45	0.59	0.57	0.4
3	0	0	0	0	0	0	0	0	0	0	1	0	0.0033	0	0	0	0	0	0	10	0	0	0	0.089
4	0	0	5.8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.45	0.59	0.57	0.4
5	0.00079	7.9e-06	0	0.0017	4e-05	2.3e-05	0.99	0.0045	0	0	0	0	0	0	0	0.00023	0	0	0	6	0.29	1	0.57	0.8
6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0.089
7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0.29	1	0.57	0.8
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0.032	0.59	0.57	0.4
9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0.59	0	0.18
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.45	0.59	0.57	0.4
11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0.29	1	0.57	0.8
12	0	0	0	0	1	0	0	2.5e-05	0	0	0	0	0	0	0	0	0	0	0	4	0.29	0.64	0.57	0.73
13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0.14	0
14	0.0033	0.0044	0	2e-05	0	0.00054	0	0.86	0	0	0	0	0	0	0	7.7e-05	0.14	0	0	7	0.29	0.59	0.57	0.4
15	0	0	0	0	0	0	0	0	0	0	0.98	0	0.018	0	0	0	0	0	0	10	0	0	0	0.089
16	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0.99	0	0	0	15	0.29	1	0.62	0.53
17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4e-06	0	0	2	0.53	0.64	1	0.44
18	2.2e-05	0	0	0.00091	5.4e-06	3.8e-05	1	1.6e-06	0	0	0	0	0	0	0	0	0	0	0	6	0.29	1	0.57	0.8
19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0.59	0	0.18
20	1.9e-05	0.016	0.00096	2.9e-05	0	0	0	9.3e-05	0	0	0	0	0	0	0	0	0.98	0	0	16	0.45	0.59	0.57	0.4
21	0	3.9e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.45	0.59	0.57	0.4
22	0.00015	0	0	0.00012	0	0	1	0.0005	0	0	0	0	0	0	0	0	0	0	0	6	0.29	1	0.57	0.8
23	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93	0	0	16	0.45	0.59	0.57	0.4
24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0.31
25	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	0	0	16	0.45	0.59	0.57	0.4
26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0.16	0	0.51	0
27	0	0.0014	0	0	0	0	0	3.6e-06	0	0	0	0	0	0	0	0	1	0	0	16	0.45	0.59	0.57	0.4
28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0.29	1	0.57	0.8
29	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.53	0.64	1	0.44
30	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0.29	1	0.57	0.8
