SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	0	0	0	0	0	0	0	1	9	0.097	0.046	0.38	0
1	0	0	0	0	0	1	0	0	0	0	5	0.29	1	0.57	0.8
2	0.00063	1	0	0	0	0	0	0	1.8e-05	0	1	0.29	0.59	0.57	0.4
3	0	0	0	0	0	0	0	1	0	0	7	0	0.18	0	0.18
4	0	0	0	0	1	0	0	0	0	0	4	0.53	0.64	0.9	0.42
5	0.0024	0.0056	0	0	0	0.99	0	0	0.00035	0	5	0.29	1	0.57	0.8
6	0	0	0	0	0	0	0	1	0	0	7	0	0.18	0	0.18
7	0	0	0	0	0	1	0	0	0	0	5	0.29	1	0.57	0.8
8	0	1	0	0	0	0	0	0	0	0	1	0.29	0.59	0.57	0.4
9	0	0	0	0	0	0	0	1	0	0	7	0	0.18	0	0.18
10	0	1	0	0	0	0	0	0	0	0	1	0.29	0.59	0.57	0.4
11	0	0	0	0	0	1	0	0	0	0	5	0.29	1	0.57	0.8
12	0.0034	1	0	0	0	7.2e-06	0	0	0.00015	0	1	0.29	0.59	0.57	0.4
13	0	0	0	1	0	0	0	0	0	0	3	0.064	0	0.048	0
14	0.00011	0.89	0	0	0	0	0.11	0	0	0	1	0.29	0.59	0.57	0.4
15	0	0	0	0	0	0	0	1	0	0	7	0	0.18	0	0.18
16	0	0	0	0	0	1	0	0	0	0	5	0.29	1	0.57	0.8
17	0	0	0	0	1	0	0	0	0	0	4	0.53	0.64	0.9	0.42
18	0.0008	2e-06	0	0	0	1	0	0	0.0029	0	5	0.29	1	0.57	0.8
19	0	0	0	0	0	0	0	1	0	0	7	0	0.18	0	0.18
20	0.0015	0.0035	0	0	0.99	0	0	0	0.00016	0	4	0.53	0.64	0.9	0.42
21	0	0	0	0	1	0	0	0	0	0	4	0.53	0.64	0.9	0.42
22	0.00026	0.00062	0	0	0	1	0	0	1.2e-05	0	5	0.29	1	0.57	0.8
23	0	0	0	0	1	0	0	0	0	0	4	0.53	0.64	0.9	0.42
24	0	0	0	0	0	0	0	1	0	0	7	0	0.18	0	0.18
25	0	0	0	0	1	0	0	0	0	0	4	0.53	0.64	0.9	0.42
26	0	0	0	0	0	0	0	0	0	1	9	0.097	0.046	0.38	0
27	5.6e-05	0.026	0	0	0.97	0	0	0	0	0	4	0.53	0.64	0.9	0.42
28	1.1e-06	0	0	0	0	1	0	0	1.8e-06	0	5	0.29	1	0.57	0.8
29	0	0	0	0	1	0	0	0	0	0	4	0.53	0.64	0.9	0.42
30	0	0	0	0	0	1	0	0	0	0	5	0.29	1	0.57	0.8
31	0	0	0	0	0	1	0	0	0	0	5	0.29	1	0.57	0.8
