SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	0	0	0	0	1	0	6	0.13	0.046	0.24	0
1	0	0	1	0	0	0	0	0	2	0.29	1	0.57	0.8
2	1	0	0	0	0	0	0	0	0	0.29	0.59	0.57	0.4
3	0	0	0	0	1	0	0	0	4	0	0	0	0.18
4	0	1	0	0	0	0	0	0	1	0.53	0.64	0.9	0.42
5	0.0056	0	0.99	0	0	0	0	0	2	0.29	1	0.57	0.8
6	0	0	0	0	1	0	0	0	4	0	0	0	0.18
7	0	0	1	0	0	0	0	0	2	0.29	1	0.57	0.8
8	0	0	0	0	0	1	0	0	5	0.29	0.59	0.57	0.089
9	0	0	0	1	0	0	0	0	3	0	0.36	0	0.089
10	1	0	0	0	0	0	0	0	0	0.29	0.59	0.57	0.4
11	0	0	1	0	0	0	0	0	2	0.29	1	0.57	0.8
12	1	0	7.3e-06	0	0	0	0	0	0	0.29	0.59	0.57	0.4
13	0	0	0	0	0	0	0	1	7	0	0	0.19	0
14	1	0	0	0	0	0	0	0	0	0.29	0.59	0.57	0.4
15	0	0	0	0	1	0	0	0	4	0	0	0	0.18
16	0	0	1	0	0	0	0	0	2	0.29	1	0.57	0.8
17	0	1	0	0	0	0	0	0	1	0.53	0.64	0.9	0.42
18	2e-06	0	1	0	0	0	0	0	2	0.29	1	0.57	0.8
19	0	0	0	1	0	0	0	0	3	0	0.36	0	0.089
20	0.0042	1	0	0	0	0	0	0	1	0.53	0.64	0.9	0.42
21	0	1	0	0	0	0	0	0	1	0.53	0.64	0.9	0.42
22	0.00061	0	1	0	0	0	0	0	2	0.29	1	0.57	0.8
23	0	1	0	0	0	0	0	0	1	0.53	0.64	0.9	0.42
24	0	0	0	0	1	0	0	0	4	0	0	0	0.18
25	0	1	0	0	0	0	0	0	1	0.53	0.64	0.9	0.42
26	0	0	0	0	0	0	1	0	6	0.13	0.046	0.24	0
27	0.031	0.97	0	0	0	0	0	0	1	0.53	0.64	0.9	0.42
28	0	0	1	0	0	0	0	0	2	0.29	1	0.57	0.8
29	0	1	0	0	0	0	0	0	1	0.53	0.64	0.9	0.42
30	0	0	1	0	0	0	0	0	2	0.29	1	0.57	0.8
31	0	0	1	0	0	0	0	0	2	0.29	1	0.57	0.8
32	0.0016	0	1	0	0	0	0	0	2	0.29	1	0.57	0.8
33	0.0012	0	1	0	0	0	0	0	2	0.29	1	0.57	0.8
34	4.6e-06	0	1	0	0	0	0	0	2	0.29	1	0.57	0.8
35	0	0	0	1	0	0	0	0	3	0	0.36	0	0.089
36	0	0	1	0	0	0	0	0	2	0.29	1	0.57	0.8
37	0.0042	1	0	0	0	0	0	0	1	0.53	0.64	0.9	0.42
38	0.016	0	0.98	0	0	0	0	0	2	0.29	1	0.57	0.8
39	0	0	1	0	0	0	0	0	2	0.29	1	0.57	0.8
40	0	1	0	0	0	0	0	0	1	0.53	0.64	0.9	0.42
41	0	0	0	0	0	0	1	0	6	0.13	0.046	0.24	0
42	0	0	0	1	0	0	0	0	3	0	0.36	0	0.089
43	0	0	1	0	0	0	0	0	2	0.29	1	0.57	0.8
44	0	0	0	1	0	0	0	0	3	0	0.36	0	0.089
45	0	0	1	0	0	0	0	0	2	0.29	1	0.57	0.8
46	0	0	0	1	0	0	0	0	3	0	0.36	0	0.089
47	0.009	0.99	0	0	0	0	0	0	1	0.53	0.64	0.9	0.42
48	0.26	0	0.74	0	0	0	0	0	2	0.29	1	0.57	0.8
49	0	1	0	0	0	0	0	0	1	0.53	0.64	0.9	0.42
