SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0.15	0
1	0	0	0.99	0	0.0025	0	0	0	0	0.0025	0	0	0.00046	0	2	0.15	0
2	0	0	0	0	0	0	2.8e-05	0.0065	0	0	0	0.99	0	0	11	0	0.33
3	0	0	0	0	0	0	0.64	0	2.6e-06	0	0	0.00054	0.00041	0.36	6	0	0.19
4	0	0	0	0	0	0	0.92	0.00016	7.5e-06	0	0	0.073	0	0.0078	6	0	0.19
5	0	0	0.51	0	0.24	0	0	0	0	0.24	0	0	0	0	2	0.15	0
6	0	0	0	0	0	0	0.91	0	0	0	0	4.7e-05	0	0.095	6	0	0.19
7	0	8.6e-06	0	0	0	0	0.18	0.19	0.05	0	0	0.57	0	0.0032	11	0	0.33
8	0	0	3.1e-05	0	0.5	0	0	0	0	0.5	0	0	0	0	4	0.06	0
9	0	0	0	0	0	0	0.81	0.0074	0.0038	0	0	0.088	0	0.09	6	0	0.19
10	1	7.6e-06	0	0	0	0.0026	0	0	0	0	0	0	6.2e-06	0	0	0.27	0.57
11	0	0	0	0	0	0	4.8e-05	0.02	3.5e-05	0	0	0.98	0	0	11	0	0.33
12	0	2.4e-05	0	0	0	2.7e-06	0.68	0.04	0.018	0	0	0.19	5.7e-05	0.068	6	0	0.19
13	0	0	0	0	0	0	0	0.99	0.0015	0	0	0.011	0	0	7	0	0.43
14	0	0	0.018	0	0.49	0	0	0	0	0.49	0	0	0.0007	0	4	0.06	0
15	1	0.0016	0	0	0	0.0015	0	0	0	0	0.00064	0	2.6e-06	0	0	0.27	0.57
16	1	9e-06	0	0	0	7.2e-06	0	0	0	0	1.3e-05	0	0	0	0	0.27	0.57
17	0	0	0	0	0	0	0.064	0	0	0	0	0	0	0.94	13	0	0.14
18	0	0	0	0	0	0	0.0016	0.6	0.046	0	0	0.35	0	2.6e-06	7	0	0.43
19	1	3.5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.57
20	0	0	0	0	0	0	0.91	0.00011	3.8e-05	0	0	0.016	0	0.071	6	0	0.19
21	1	0	0	0	0	0	0	0	0	0	0	0	0.00041	0	0	0.27	0.57
22	0	0	1	0	0.00024	0	0	0	0	0.00024	0	0	0	0	2	0.15	0
23	1	0	0	0	0	0	0	0	0	0	0.00069	0	0.0009	0	0	0.27	0.57
24	0.96	0	0	0	0	0	0	0	0	0	0	0	0.042	0	0	0.27	0.57
25	0	0	0.031	0	0.48	0	0	0	0	0.48	0	0	0	0	4	0.06	0
26	0	0	0	0	0	0	0.97	1.5e-05	2.3e-06	0	0	0.02	0	0.012	6	0	0.19
27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.57
28	0.08	0	0	0	0	0.0072	0	0	0	0	0.91	0	0	0	10	0.68	1
29	0	0	0	0	0	0	0.11	0.02	0.00043	0	0	0.87	0	0.00012	11	0	0.33
30	0.99	0	0	0	0	0	0	0	0	0	0	0	0.0057	0	0	0.27	0.57
31	0	0	0	0	0	0.0033	0.94	2.4e-05	1.3e-06	0	0	0.01	0	0.047	6	0	0.19
32	0.024	0	0	0	0	0.17	0.003	0.27	0.005	0	0	0.53	0	2.3e-06	11	0	0.33
33	0.63	0.011	0	0	0	0.35	0	0	0	0	0	0	0.00064	0	0	0.27	0.57
34	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0.03	0.38
35	1	0.00011	0	0	0	0.00037	0	0	0	0	0	0	0	0	0	0.27	0.57
36	0.98	0	0	0	0	0	0	0	0	0	0	0	0.021	0	0	0.27	0.57
37	0	0	0	0	0	0.00045	0.83	2.4e-06	0	0	0	0.0014	0	0.16	6	0	0.19
38	0	0	0	0	0	0.0084	0.9	0.00046	4.2e-05	0	0	0.078	0	0.015	6	0	0.19
39	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.57
40	0.81	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0.27	0.57
41	0.9	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.27	0.57
42	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0.011	6	0	0.19
43	0	0	0	0	0	0	0.97	2.1e-06	0	0	0	0.0057	0	0.02	6	0	0.19
44	0.87	0	0	0	0	2.6e-06	0	0	0	0	2.6e-06	0	0.13	0	0	0.27	0.57
45	0.98	5.5e-05	0	0	0	6e-05	0	0	0	0	0	0	0.016	0	0	0.27	0.57
46	0	0	0.041	0	0.48	0	0	0	0	0.48	0	0	0	0	4	0.06	0
47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.57
48	1	0	0	0	0	0	0	0	0	0	4.1e-06	0	0	0	0	0.27	0.57
49	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0.35	0.62
50	1	0.0019	0	0	0	0.0015	0	0	0	0	3e-05	0	0	0	0	0.27	0.57
51	0.094	0.0043	0	0	0	0.89	0	0	0	0	0.0072	0	0	0	5	0.27	0.33
52	0.84	0.00061	0	0	0	0.051	0	0	0	0	0.11	0	0	0	0	0.27	0.57
53	1	0	0	0	0	5.3e-06	0	0	0	0	5.7e-05	0	0	0	0	0.27	0.57
54	1	0	0	0	0	0	0	0	0	0	0	0	0.0031	0	0	0.27	0.57
55	0	0	0	0	0	0	0	0.81	0.0078	0	0	0.18	0	0	7	0	0.43
56	0	0	0	0	0	0	0.00023	0.088	0.00035	0	0	0.91	0	0	11	0	0.33
57	0.83	0.00014	0	0	0	0.03	0	0	0	0	0.14	0	0	0	0	0.27	0.57
58	0	0	0	0	0	0	0.029	0.31	0.037	0	0	0.62	0	0.00014	11	0	0.33
59	0.93	0	0	0	0	0	0	0	0	0	0.003	0	0.067	0	0	0.27	0.57
60	0	0	0	0	0	0	0.00049	0.46	0.0094	0	0	0.53	0	0	11	0	0.33
61	0	0	0	0	0	0	0.91	0.00043	0.0001	0	0	0.037	0	0.052	6	0	0.19
62	1	4.7e-05	0	0	0	0.0021	0	0	0	0	0	0	0.00075	0	0	0.27	0.57
63	0.88	3.2e-05	0	0	0	0.00073	0	0	0	0	0.00019	0	0.12	0	0	0.27	0.57
64	0	0	1	0	2.6e-05	0	0	0	0	2.6e-05	0	0	0	0	2	0.15	0
65	0	0	0.0038	0	0.5	0	0	0	0	0.5	0	0	0	0	4	0.06	0
66	0.97	0.0038	0	0	0	0.024	0	0	0	0	0	0	0.0059	0	0	0.27	0.57
67	0.99	0.006	0	0	0	0.0029	0	0	0	0	0	0	0.0027	0	0	0.27	0.57
68	0.97	0.025	0	0	0	0.0022	0	0	0	0	0	0	0.00013	0	0	0.27	0.57
69	0	0	0	0	0	0	0.00032	0.31	0.0016	0	0	0.68	0	0	11	0	0.33
70	0	0	1	0	0.0011	0	0	0	0	0.0011	0	0	0	0	2	0.15	0
71	0	0	0	0	0	0	0.98	0	0	0	0	0.0017	0	0.016	6	0	0.19
72	1	3.8e-06	0	0	0	0	0	0	0	0	0	0	0.00056	0	0	0.27	0.57
73	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0.03	0.38
74	0	2.8e-06	0	0	0	0	0	0	1	0	0	0	0	0	8	0.03	0.38
75	1.6e-05	0.96	0	0	0	0.037	0	0	0	0	0	0	0	0	1	0.18	0.38
76	0	0	1	0	0.0007	0	0	0	0	0.0007	0	0	0	0	2	0.15	0
77	1	9.4e-05	0	0	0	4.7e-05	0	0	0	0	0	0	0	0	0	0.27	0.57
78	7.4e-06	0.00028	0	0	0	1	0	0	0	0	0	0	0	0	5	0.27	0.33
79	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.57
80	0	0	0.0021	0	0.5	0	0	0	0	0.5	0	0	0	0	4	0.06	0
81	0.0024	0.0021	0	0	0	1	0	0	0	0	0	0	0	0	5	0.27	0.33
82	0.36	0.024	0	0	0	0.61	0	0	0	0	0	0	0.0043	0	5	0.27	0.33
83	1	1.1e-05	0	0	0	0.00011	0	0	0	0	0	0	0	0	0	0.27	0.57
84	0.23	0.74	0	0	0	0.032	0	0	2.5e-05	0	0	0	0	0	1	0.18	0.38
85	0.57	0	0	0	0	0	0	0	0	0	0	0	0.43	0	0	0.27	0.57
86	0	0	0	0	0	0	0	0.74	2.9e-05	0	0	0.26	0	0	7	0	0.43
87	1	0	0	0	0	2.9e-06	0	0	0	0	0	0	0	0	0	0.27	0.57
88	0	0	0	0	0	0	0	0.99	0.00051	0	0	0.0052	0	0	7	0	0.43
89	0	0	0.98	0	0.0094	0	0	0	0	0.0094	0	0	0	0	2	0.15	0
90	0.98	6e-05	0	0	0	0.00042	0	0	0	0	0	0	0.021	0	0	0.27	0.57
91	0.97	0.00027	0	0	0	0.0033	0	0	0	0	0	0	0.03	0	0	0.27	0.57
92	0	0	0	0	0	0	0.8	0.002	0.00016	0	0	0.18	0	0.0099	6	0	0.19
93	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0.15	0
94	0.97	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0.27	0.57
95	0.98	0.0044	0	0	0	0.0089	0	0	0	0	0.0018	0	0	0	0	0.27	0.57
96	0	0.15	0	0	0	0.85	0	0	0	0	0	0	0	0	5	0.27	0.33
97	1	0.00049	0	0	0	0.00038	0	0	0	0	2.1e-05	0	0	0	0	0.27	0.57
98	0	3.9e-06	0	0	0	0	0.79	0.011	0.0059	0	0	0.096	9.7e-05	0.1	6	0	0.19
99	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0.03	0.38
100	0.99	0	0	0	0	4.8e-06	0	0	0	0	0	0	0.01	0	0	0.27	0.57
101	0.95	0.00015	0	0	0	0.011	0	0	0	0	2e-06	0	0.035	0	0	0.27	0.57
102	0.7	0.041	0	0	0	0.24	0	0	0	0	0.018	0	0	0	0	0.27	0.57
103	1	3.6e-05	0	0	0	0	0	0	0	0	0	0	0.00013	0	0	0.27	0.57
104	0	0	0.61	0	0.19	0	0	0	0	0.19	0	0	0	0	2	0.15	0
105	0	0	0	0	0	0	0.92	3.6e-06	0	0	0	0.0031	0	0.075	6	0	0.19
106	0	4.2e-06	1	0	0.0019	9e-05	0	0	0	0.0019	0	0	0	0	2	0.15	0
107	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.57
108	0	0	0.007	0	0.5	0	0	0	0	0.5	0	0	0	0	4	0.06	0
109	1	0	0	0	0	0	0	0	0	0	0	0	4e-05	0	0	0.27	0.57
110	0	0	0.99	0	0.0025	0	0	0	0	0.0025	0	0	0	0	2	0.15	0
111	1	0.0017	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0.27	0.57
112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.57
113	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	4	0.06	0
114	1	0	0	0	0	2.6e-06	0	0	0	0	0	0	0	0	0	0.27	0.57
