SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
0	0	0	0.069	0	0	0	0	0	0	0	0	0	0	0.93	0	0	0	0	0	0	13	0.21	0
1	0	0.0053	0.34	0	8.4e-05	0	0	0	0	0	0	0	0	0.65	0	0.00045	0	0	0	0	13	0.21	0
2	0	0	0	0	0	1.4e-05	0.0065	0	0	1.4e-05	0	0.5	0	0	0	0	0.49	0	0	0	11	0	0.33
3	0	0	0	0	6.5e-05	0.32	0	0	0	0.32	0	0.00027	0.36	0	0	0.00035	0.00027	0	0	0	12	0	0.14
4	0	0	0	0	0	0.46	0.00016	0	0	0.46	0	0.037	0.0078	0	0	0	0.036	0	5.3e-06	0	5	0	0.19
5	0	0.37	0.62	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	2	0.12	0
6	0	0	0	0	0	0.45	0	0	0	0.45	0	2.4e-05	0.095	0	0	0	2.3e-05	0	0	0	5	0	0.19
7	0	0	0	0	0	0.094	0.19	0	0	0.094	0	0.29	0.0033	0	6.2e-05	0	0.29	0	0.036	0	11	0	0.33
8	0	1	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.06	0
9	0	0	0	0	0	0.41	0.0074	0	0	0.41	0	0.044	0.09	0	0	0	0.043	0	0.0027	0	5	0	0.19
10	0.44	0	0	0.0017	0	0	0	0.08	2.9e-05	0	0.0019	0	0	0	0	2.8e-06	0	0.47	0	0	17	0.27	0.44
11	0	0	0	0	0	2.4e-05	0.02	0	0	2.4e-05	0	0.5	0	0	0	0	0.48	0	2.5e-05	0	11	0	0.33
12	0	0	0	3.3e-06	9.1e-06	0.34	0.04	0	0	0.34	0	0.097	0.069	0	3.4e-05	4.9e-05	0.094	0	0.013	0	5	0	0.19
13	0	0	0	0	0	0	0.99	0	0	0	0	0.0056	0	0	4.4e-05	0	0.0055	0	0.001	0	6	0	0.43
14	0	0.89	0.1	0	0.00011	0	0	0	0	0	0	0	0	2.9e-05	0	0.0006	0	0	0	0	1	0.06	0
15	0.84	0	0	0.0018	0	0	0	0.15	0	0	0.0013	0	0	0	8.9e-05	2.2e-06	0	0.0024	0	0	0	0.27	0.57
16	0.85	0	0	8.9e-06	0	0	0	0.15	0	0	7.8e-05	0	0	0	0	0	0	0.0007	0	0	0	0.27	0.57
17	0	0	0	0	0	0.032	0	0	0	0.032	0	0	0.94	0	0	0	0	0	0	0	12	0	0.14
18	0	0	0	0	0	0.0008	0.61	0	0	0.0008	0	0.18	2.6e-06	0	0.0003	0	0.18	0	0.033	0	6	0	0.43
19	0.85	0	0	0	0	0	0	0.15	0	0	1.2e-06	0	0	0	0	0	0	0.00014	0	0	0	0.27	0.57
20	0	0	0	0	0	0.46	0.00011	0	0	0.46	0	0.0083	0.071	0	0	0	0.0081	0	2.7e-05	0	5	0	0.19
21	0.85	0	0	0	6.6e-05	0	0	0.15	0	0	0	0	0	0	0	0.00035	0	0	0	0	0	0.27	0.57
22	0	0.00029	1	0	0	0	0	0	0	0	0	0	0	0.00054	0	0	0	0	0	0	2	0.12	0
23	0.85	0	0	0	0.00014	0	0	0.15	0	0	0	0	0	0	0	0.00076	0	0	0	0	0	0.27	0.57
24	0.81	0	0	0	0.0067	0	0	0.15	0	0	4e-05	0	0	0	0	0.036	0	7.7e-05	0	0	0	0.27	0.57
25	0	0.75	0.25	0	0	0	0	0	0	0	0	0	0	6.3e-06	0	0	0	0	0	0	1	0.06	0
26	0	0	0	0	0	0.48	1.5e-05	0	0	0.48	0	0.01	0.012	0	0	0	0.0097	0	0	0	5	0	0.19
27	0.85	0	0	0	0	0	0	0.15	0	0	6.3e-06	0	0	0	0	0	0	0.00037	0	0	0	0.27	0.57
28	0.069	0	0	0.0092	0	0	0	0.012	0	0	0.9	0	0	0	0	0	0	0.0053	0	0	10	0.37	0.43
29	0	0	0	0	0	0.053	0.02	0	0	0.053	0	0.44	0.00012	0	0	0	0.43	0	0.0003	0	11	0	0.33
30	0.84	0	0	0	0.00091	0	0	0.15	0	0	0	0	0	0	0	0.0048	0	0	0	0	0	0.27	0.57
31	0	0	0	0.0041	0	0.47	2.4e-05	0	0	0.47	0	0.0052	0.047	0	0	0	0.0051	0	0	0	5	0	0.19
32	0.019	0	0	0.2	0	0.0014	0.25	0.0034	0	0.0014	0	0.25	2.2e-06	0	0	0	0.25	0.015	0.0033	0	6	0	0.43
33	0.47	0	0	0.39	8.8e-05	0	0	0.084	1.1e-06	0	0.04	0	0	0	0	0.00047	0	0.022	0	0	0	0.27	0.57
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.03	0.38
35	0.84	0	0	0.00046	0	0	0	0.15	0	0	0.00019	0	0	0	0	0	0	0.0097	0	0	0	0.27	0.57
36	0.83	0	0	0	0.0034	0	0	0.15	0	0	0	0	0	0	0	0.018	0	0	0	0	0	0.27	0.57
37	0	0	0	0.00056	0	0.42	2.4e-06	0	0	0.42	0	0.00071	0.16	0	0	0	0.0007	0	0	0	5	0	0.19
38	0	0	0	0.01	0	0.45	0.00046	0	0	0.45	0	0.039	0.014	0	0	0	0.038	4.9e-06	3e-05	0	5	0	0.19
39	0.85	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.57
40	0.69	0	0	0	0.03	0	0	0.12	0	0	0.00061	0	0	0	0	0.16	0	0.00012	0	0	0	0.27	0.57
41	0.76	0	0	0	0.017	0	0	0.14	0	0	8.3e-05	0	0	0	0	0.088	0	9.2e-05	0	0	0	0.27	0.57
42	0	0	0	0	0	0.49	0	0	0	0.49	0	0	0.011	0	0	0	0	0	0	0	5	0	0.19
43	0	0	0	0	0	0.49	2.1e-06	0	0	0.49	0	0.0029	0.02	0	0	0	0.0028	0	0	0	5	0	0.19
44	0.74	0	0	3.3e-06	0.02	0	0	0.13	0	0	0.00033	0	0	0	0	0.11	0	0.00013	0	0	0	0.27	0.57
45	0.83	0	0	7.5e-05	0.0026	0	0	0.15	0	0	0.00022	0	0	0	0	0.014	0	0.00064	0	0	0	0.27	0.57
46	0	0.69	0.31	0	0	0	0	0	0	0	0	0	0	7.1e-06	0	0	0	0	0	0	1	0.06	0
47	0.85	0	0	0	0	0	0	0.15	0	0	1.1e-05	0	0	0	0	0	0	0.00016	0	0	0	0.27	0.57
48	0.85	0	0	0	0	0	0	0.15	0	0	2e-05	0	0	0	0	0	0	4.6e-05	0	0	0	0.27	0.57
49	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0.84	0	0	0	0	15	0.35	0.62
50	0.84	0	0	0.0018	0	0	0	0.15	0	0	0.00035	0	0	0	0	0	0	0.012	0	0	0	0.27	0.57
51	0.06	0	0	0.84	0	0	0	0.011	3.7e-06	0	0.032	0	0	0	0	0	0	0.059	0	0	3	0.27	0.33
52	0.69	0	0	0.062	0	0	0	0.12	0	0	0.11	0	0	0	0	0	0	0.014	0	0	0	0.27	0.57
53	0.85	0	0	6.6e-06	0	0	0	0.15	0	0	0.00028	0	0	0	0	0	0	0.00071	0	0	0	0.27	0.57
54	0.85	0	0	0	0.00049	0	0	0.15	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0.27	0.57
55	0	0	0	0	0	0	0.81	0	0	0	0	0.092	0	0	1.5e-06	0	0.09	0	0.0056	0	6	0	0.43
56	0	0	0	0	0	0.00012	0.088	0	0	0.00012	0	0.46	0	0	0	0	0.45	0	0.00025	0	11	0	0.33
57	0.63	0	0	0.033	0	0	0	0.11	1.8e-06	0	0.2	0	0	0	0	0	0	0.029	0	0	0	0.27	0.57
58	0	0	0	0	0	0.015	0.31	0	0	0.015	0	0.32	0.00014	0	2.3e-05	0	0.31	0	0.026	0	11	0	0.33
59	0.79	0	0	0	0.011	0	0	0.14	0	0	0	0	0	0	0	0.057	0	0	0	0	0	0.27	0.57
60	0	0	0	0	0	0.00024	0.47	0	0	0.00024	0	0.27	0	0	0	0	0.26	0	0.0067	0	6	0	0.43
61	0	0	0	0	0	0.46	0.00043	0	0	0.46	0	0.019	0.052	0	0	0	0.018	0	7.1e-05	0	5	0	0.19
