SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	0	0	0	0	1	0	4	0.12	0
1	0	0	0	0.00048	1	0	4	0.12	0
2	0	2.7e-06	1	0	0	9.1e-05	2	0	0.38
3	0	3.4e-06	8.2e-05	0.00049	0	1	5	0	0.19
4	0	6.8e-06	0.0085	0	0	0.99	5	0	0.19
5	0	0	0	0	1	0	4	0.12	0
6	0	0	0	0	0	1	5	0	0.19
7	0	0.049	0.73	0	0	0.22	2	0	0.38
8	0	0	0	0	1	0	4	0.12	0
9	0	0.0037	0.053	0	0	0.94	5	0	0.19
10	1	0	0	4.8e-06	0	0	0	0.27	0.57
11	0	6.1e-05	1	0	0	0.0001	2	0	0.38
12	0	0.018	0.18	5.1e-05	0	0.8	5	0	0.19
13	0	0.0041	1	0	0	0	2	0	0.38
14	0	0	0	0.0021	1	0	4	0.12	0
15	1	0	0	2e-06	0	0	0	0.27	0.57
16	1	0	0	0	0	0	0	0.27	0.57
17	0	0	0	0	0	1	5	0	0.19
18	0	0.039	0.96	0	0	0.0016	2	0	0.38
19	1	0	0	0	0	0	0	0.27	0.57
20	0	3.5e-05	0.0029	0	0	1	5	0	0.19
21	1	0	0	0.00031	0	0	0	0.27	0.57
22	0	0	0	0	1	0	4	0.12	0
23	1	0	0	0.00068	0	0	0	0.27	0.57
24	0.97	0	0	0.032	0	0	0	0.27	0.57
25	0	0	0	0	1	0	4	0.12	0
26	0	0	0.0013	0	0	1	5	0	0.19
27	1	0	0	0	0	0	0	0.27	0.57
28	1	0	0	0	0	0	0	0.27	0.57
29	0	0.00084	0.75	0	0	0.25	2	0	0.38
30	1	0	0	0.0043	0	0	0	0.27	0.57
31	0	1.2e-06	0.0011	0	0	1	5	0	0.19
32	0.027	0.0049	0.96	0	0	0.0034	2	0	0.38
33	1	0	0	0.00076	0	0	0	0.27	0.57
34	0	1	0	0	0	0	1	0.03	0.38
35	1	0	0	0	0	0	0	0.27	0.57
36	0.98	0	0	0.016	0	0	0	0.27	0.57
37	0	0	0.00013	0	0	1	5	0	0.19
38	0	3.9e-05	0.014	0	0	0.99	5	0	0.19
39	1	0	0	0	0	0	0	0.27	0.57
40	0.85	0	0	0.15	0	0	0	0.27	0.57
41	0.92	0	0	0.081	0	0	0	0.27	0.57
42	0	0	0	0	0	1	5	0	0.19
43	0	0	0.00026	0	0	1	5	0	0.19
44	0.9	0	0	0.1	0	0	0	0.27	0.57
45	0.99	0	0	0.012	0	0	0	0.27	0.57
46	0	0	0	0	1	0	4	0.12	0
47	1	0	0	0	0	0	0	0.27	0.57
48	1	0	0	0	0	0	0	0.27	0.57
49	0	0	0	1	0	0	3	0.35	0.62
50	1	0	0	0	0	0	0	0.27	0.57
51	1	0	0	0	0	0	0	0.27	0.57
52	1	0	0	0	0	0	0	0.27	0.57
53	1	0	0	0	0	0	0	0.27	0.57
54	1	0	0	0.0024	0	0	0	0.27	0.57
55	0	0.0063	0.99	0	0	0	2	0	0.38
56	0	0.00036	1	0	0	0.00028	2	0	0.38
57	1	0	0	0	0	0	0	0.27	0.57
58	0	0.033	0.94	0	0	0.03	2	0	0.38
59	0.95	0	0	0.052	0	0	0	0.27	0.57
60	0	0.0069	0.99	0	0	0.00042	2	0	0.38
61	0	9.3e-05	0.0085	0	0	0.99	5	0	0.19
62	1	0	0	0.00057	0	0	0	0.27	0.57
63	0.9	0	0	0.096	0	0	0	0.27	0.57
64	0	0	0	0	1	0	4	0.12	0
65	0	0	0	0	1	0	4	0.12	0
66	1	0	0	0.0046	0	0	0	0.27	0.57
67	1	0	0	0.002	0	0	0	0.27	0.57
68	1	0	0	0.0001	0	0	0	0.27	0.57
69	0	0.0012	1	0	0	0.00028	2	0	0.38
70	0	0	0	0	1	0	4	0.12	0
71	0	0	3.3e-05	0	0	1	5	0	0.19
72	1	0	0	0.00043	0	0	0	0.27	0.57
73	0	1	0	0	0	0	1	0.03	0.38
74	0	1	0	0	0	0	1	0.03	0.38
75	1	0	0	0	0	0	0	0.27	0.57
76	0	0	0	0	1	0	4	0.12	0
77	1	0	0	0	0	0	0	0.27	0.57
78	1	0	0	2.7e-05	0	0	0	0.27	0.57
79	1	0	0	0	0	0	0	0.27	0.57
80	0	0	0	0	1	0	4	0.12	0
81	1	0	0	0.0002	0	0	0	0.27	0.57
82	0.99	0	0	0.009	0	0	0	0.27	0.57
83	1	0	0	0	0	0	0	0.27	0.57
84	1	9.2e-05	0	0	0	0	0	0.27	0.57
85	0.63	0	0	0.37	0	0	0	0.27	0.57
86	0	1.4e-05	1	0	0	0	2	0	0.38
87	1	0	0	0	0	0	0	0.27	0.57
88	0	0.002	1	0	0	0	2	0	0.38
89	0	0	0	0	1	0	4	0.12	0
90	0.98	0	0	0.016	0	0	0	0.27	0.57
91	0.98	0	0	0.023	0	0	0	0.27	0.57
92	0	0.00016	0.049	0	0	0.95	5	0	0.19
93	0	0	0	0	1	0	4	0.12	0
94	0.98	0	0	0.023	0	0	0	0.27	0.57
95	1	0	0	0	0	0	0	0.27	0.57
