SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0	0	1	0	0	0	0	0	2	0.12	0
1	0	0	1	0	0	0.00053	0	0	2	0.12	0
2	0	0	0	9.2e-05	1	0	2.7e-06	0	4	0	0.38
3	0	0	0	1	8.1e-05	0.00053	3.4e-06	0	3	0	0.19
4	0	0	0	0.99	0.0084	0	6.8e-06	0	3	0	0.19
5	0	0	1	0	0	0	0	0	2	0.12	0
6	0	0	0	1	0	0	0	0	3	0	0.19
7	0	0	0	0.22	0.73	0	0.05	0	4	0	0.38
8	0	0	1	0	0	0	0	0	2	0.12	0
9	0	0	0	0.94	0.052	0	0.0037	0	3	0	0.19
10	1	0	0	0	0	5.9e-06	0	0.0032	0	0.27	0.57
11	0	0	0	0.0001	1	0	6.2e-05	0	4	0	0.38
12	0	0	0	0.8	0.18	5.5e-05	0.018	3.5e-06	3	0	0.19
13	0	0	0	0	1	0	0.0042	0	4	0	0.38
14	0	0	1	0	0	0.0023	0	0	2	0.12	0
15	1	0	0	0	0	2.5e-06	0	0.0018	0	0.27	0.57
16	1	0	0	0	0	0	0	9e-06	0	0.27	0.57
17	0	0	0	1	0	0	0	0	3	0	0.19
18	0	0	0	0.0016	0.96	0	0.04	0	4	0	0.38
19	1	0	0	0	0	0	0	0	0	0.27	0.57
20	0	0	0	1	0.0028	0	3.5e-05	0	3	0	0.19
21	1	0	0	0	0	0.00039	0	0	0	0.27	0.57
22	0	0	1	0	0	0	0	0	2	0.12	0
23	1	0	0	0	0	0.00085	0	0	0	0.27	0.57
24	0.96	0	0	0	0	0.04	0	0	0	0.27	0.57
25	0	0	1	0	0	0	0	0	2	0.12	0
26	0	0	0	1	0.0013	0	0	0	3	0	0.19
27	1	0	0	0	0	0	0	0	0	0.27	0.57
28	0.9	0	0	0	0	0	0	0.1	0	0.27	0.57
29	0	0	0	0.25	0.75	0	0.00085	0	4	0	0.38
30	0.99	0	0	0	0	0.0054	0	0	0	0.27	0.57
31	0	0	0	1	0.0011	0	1.2e-06	0.0038	3	0	0.19
32	0.02	0	0	0.0029	0.79	0	0.004	0.18	4	0	0.38
33	0.59	0	0	0	0	0.00056	0	0.41	0	0.27	0.57
34	0	0	0	0	0	0	1	0	6	0.03	0.38
35	1	0	0	0	0	0	0	0.00047	0	0.27	0.57
36	0.98	0	0	0	0	0.02	0	0	0	0.27	0.57
37	0	0	0	1	0.00013	0	0	0.0006	3	0	0.19
38	0	0	0	0.98	0.014	0	3.8e-05	0.01	3	0	0.19
39	1	0	0	0	0	0	0	0	0	0.27	0.57
40	0.82	0	0	0	0	0.18	0	0	0	0.27	0.57
41	0.9	0	0	0	0	0.098	0	0	0	0.27	0.57
42	0	0	0	1	0	0	0	0	3	0	0.19
43	0	0	0	1	0.00025	0	0	0	3	0	0.19
44	0.88	0	0	0	0	0.12	0	3.4e-06	0	0.27	0.57
45	0.98	0	0	0	0	0.015	0	7.5e-05	0	0.27	0.57
46	0	0	1	0	0	0	0	0	2	0.12	0
47	1	0	0	0	0	0	0	0	0	0.27	0.57
48	1	0	0	0	0	0	0	0	0	0.27	0.57
49	0	0	0	0	0	1	0	0	5	0.35	0.62
50	1	0	0	0	0	0	0	0.0019	0	0.27	0.57
51	0.078	0	0	0	0	0	0	0.92	7	0.27	0.33
52	0.93	0	0	0	0	0	0	0.071	0	0.27	0.57
53	1	0	0	0	0	0	0	6.6e-06	0	0.27	0.57
54	1	0	0	0	0	0.0029	0	0	0	0.27	0.57
55	0	0	0	0	0.99	0	0.0064	0	4	0	0.38
56	0	0	0	0.00029	1	0	0.00036	0	4	0	0.38
57	0.96	0	0	0	0	0	0	0.044	0	0.27	0.57
58	0	0	0	0.031	0.94	0	0.033	0	4	0	0.38
59	0.94	0	0	0	0	0.064	0	0	0	0.27	0.57
60	0	0	0	0.00043	0.99	0	0.007	0	4	0	0.38
61	0	0	0	0.99	0.0084	0	9.3e-05	0	3	0	0.19
62	1	0	0	0	0	0.00071	0	0.0027	0	0.27	0.57
63	0.88	0	0	0	0	0.12	0	0.00092	0	0.27	0.57
64	0	0	1	0	0	0	0	0	2	0.12	0
65	0	0	1	0	0	0	0	0	2	0.12	0
66	0.96	0	0	0	0	0.0055	0	0.03	0	0.27	0.57
67	0.99	0	0	0	0	0.0025	0	0.0036	0	0.27	0.57
68	1	0	0	0	0	0.00013	0	0.0028	0	0.27	0.57
69	0	0	0	0.00028	1	0	0.0012	0	4	0	0.38
70	0	0	1	0	0	0	0	0	2	0.12	0
71	0	0	0	1	3.3e-05	0	0	0	3	0	0.19
72	1	0	0	0	0	0.00053	0	0	0	0.27	0.57
73	0	0	0	0	0	0	1	0	6	0.03	0.38
74	0	0	0	0	0	0	1	0	6	0.03	0.38
75	0.00035	0	0	0	0	0	0	1	7	0.27	0.33
76	0	0	1	0	0	0	0	0	2	0.12	0
77	1	0	0	0	0	0	0	5.9e-05	0	0.27	0.57
78	5.9e-06	0	0	0	0	0	0	1	7	0.27	0.33
79	1	0	0	0	0	0	0	0	0	0.27	0.57
80	0	0	1	0	0	0	0	0	2	0.12	0
81	0.0019	0	0	0	0	0	0	1	7	0.27	0.33
82	0.32	0	0	0	0	0.0036	0	0.68	7	0.27	0.33
83	1	0	0	0	0	0	0	0.00014	0	0.27	0.57
84	0.85	0	0	0	0	0	8.9e-05	0.15	0	0.27	0.57
85	0.58	0	0	0	0	0.42	0	0	0	0.27	0.57
86	0	0	0	0	1	0	1.5e-05	0	4	0	0.38
87	1	0	0	0	0	0	0	3.7e-06	0	0.27	0.57
88	0	0	0	0	1	0	0.002	0	4	0	0.38
89	0	0	1	0	0	0	0	0	2	0.12	0
90	0.98	0	0	0	0	0.02	0	0.00053	0	0.27	0.57
91	0.97	0	0	0	0	0.028	0	0.0041	0	0.27	0.57
92	0	0	0	0.95	0.048	0	0.00016	0	3	0	0.19
93	0	0	1	0	0	0	0	0	2	0.12	0
94	0.97	0	0	0	0	0.028	0	0	0	0.27	0.57
95	0.99	0	0	0	0	0	0	0.011	0	0.27	0.57
96	0	0	0	0	0	0	0	1	7	0.27	0.33
97	1	0	0	0	0	0	0	0.00047	0	0.27	0.57
98	0	0	0	0.93	0.067	9.4e-05	0.0059	0	3	0	0.19
99	0	0	0	0	0	0	1	0	6	0.03	0.38
100	0.99	0	0	0	0	0.0096	0	6e-06	0	0.27	0.57
101	0.95	0	0	0	0	0.033	0	0.014	0	0.27	0.57
102	0.69	0	0	0	0	0	0	0.31	0	0.27	0.57
103	1	0	0	0	0	0.00012	0	0	0	0.27	0.57
104	0	0	1	0	0	0	0	0	2	0.12	0
105	0	0	0	1	0.00023	0	0	0	3	0	0.19
106	0	0	1	0	0	0	0	0.00018	2	0.12	0
107	1	0	0	0	0	0	0	0	0	0.27	0.57
108	0	0	1	0	0	0	0	0	2	0.12	0
109	1	0	0	0	0	3.8e-05	0	0	0	0.27	0.57
110	0	0	1	0	0	0	0	0	2	0.12	0
111	1	0	0	0	0	0	0	0.0015	0	0.27	0.57
112	1	0	0	0	0	0	0	0	0	0.27	0.57
113	0	0	1	0	0	0	0	0	2	0.12	0
114	1	0	0	0	0	0	0	3.3e-06	0	0.27	0.57
