SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	0	0	1	0	2	0.12	0
1	0	0	1	0	2	0.12	0
2	0	1	0	2.8e-06	1	0	0.29
3	0	1	0	0.0021	1	0	0.29
4	0	1	0	7.8e-05	1	0	0.29
5	0	0	1	0	2	0.12	0
6	0	1	0	2.5e-06	1	0	0.29
7	0	0.96	0	0.041	1	0	0.29
8	0	0	1	0	2	0.12	0
9	0	0.98	0	0.018	1	0	0.29
10	1	0	0	0	0	0.27	0.57
11	0	1	0	7.9e-05	1	0	0.29
12	0	0.96	0	0.037	1	0	0.29
13	0	0.85	0	0.15	1	0	0.29
14	0	0	1	0	2	0.12	0
15	1	0	0	0	0	0.27	0.57
16	1	0	0	0	0	0.27	0.57
17	0	1	0	0	1	0	0.29
18	0	0.93	0	0.073	1	0	0.29
19	1	0	0	0	0	0.27	0.57
20	0	1	0	0.0012	1	0	0.29
21	1	0	0	0	0	0.27	0.57
22	0	0	1	0	2	0.12	0
23	1	0	0	0	0	0.27	0.57
24	1	0	0	0	0	0.27	0.57
25	0	0	1	0	2	0.12	0
26	0	1	0	9.2e-05	1	0	0.29
27	1	0	0	0	0	0.27	0.57
28	1	0	0	0	0	0.27	0.57
29	0	1	0	0.00043	1	0	0.29
30	1	0	0	0	0	0.27	0.57
31	0	1	0	7.8e-05	1	0	0.29
32	0.032	0.96	0	0.0066	1	0	0.29
33	1	0	0	0	0	0.27	0.57
34	0	0	0	1	3	0.03	0.33
35	1	0	0	0	0	0.27	0.57
36	1	0	0	0	0	0.27	0.57
37	0	1	0	0.00018	1	0	0.29
38	0	1	0	0.00035	1	0	0.29
39	1	0	0	0	0	0.27	0.57
40	1	0	0	0	0	0.27	0.57
41	1	0	0	0	0	0.27	0.57
42	0	1	0	0	1	0	0.29
43	0	1	0	9.7e-05	1	0	0.29
44	1	0	0	0	0	0.27	0.57
45	1	0	0	0	0	0.27	0.57
46	0	0	1	0	2	0.12	0
47	1	0	0	0	0	0.27	0.57
48	1	0	0	0	0	0.27	0.57
49	0	0	0	1	3	0.03	0.33
50	1	0	0	0	0	0.27	0.57
51	1	0	0	0	0	0.27	0.57
52	1	0	0	0	0	0.27	0.57
53	1	0	0	0	0	0.27	0.57
54	1	0	0	0	0	0.27	0.57
55	0	0.95	0	0.05	1	0	0.29
56	0	1	0	0.00054	1	0	0.29
57	1	0	0	0	0	0.27	0.57
58	0	0.97	0	0.033	1	0	0.29
59	1	0	0	0	0	0.27	0.57
60	0	0.99	0	0.014	1	0	0.29
61	0	1	0	0.0015	1	0	0.29
62	1	0	0	0	0	0.27	0.57
63	1	0	0	0	0	0.27	0.57
64	0	0	1	0	2	0.12	0
65	0	0	1	0	2	0.12	0
66	1	0	0	0	0	0.27	0.57
67	1	0	0	0	0	0.27	0.57
68	1	0	0	0	0	0.27	0.57
69	0	1	0	0.0024	1	0	0.29
70	0	0	1	0	2	0.12	0
71	0	1	0	0	1	0	0.29
72	1	0	0	0	0	0.27	0.57
73	0	0	0	1	3	0.03	0.33
74	0	0	0	1	3	0.03	0.33
75	1	0	0	0	0	0.27	0.57
76	0	0	1	0	2	0.12	0
77	1	0	0	0	0	0.27	0.57
78	1	0	0	0	0	0.27	0.57
79	1	0	0	0	0	0.27	0.57
80	0	0	1	0	2	0.12	0
81	1	0	0	0	0	0.27	0.57
82	1	0	0	0	0	0.27	0.57
83	1	0	0	0	0	0.27	0.57
84	1	0	0	4.7e-05	0	0.27	0.57
85	1	0	0	0	0	0.27	0.57
86	0	1	0	0.00033	1	0	0.29
87	1	0	0	0	0	0.27	0.57
88	0	0.86	0	0.14	1	0	0.29
89	0	0	1	0	2	0.12	0
90	1	0	0	0	0	0.27	0.57
91	1	0	0	0	0	0.27	0.57
92	0	1	0	0.00057	1	0	0.29
93	0	0	1	0	2	0.12	0
94	1	0	0	0	0	0.27	0.57
95	1	0	0	0	0	0.27	0.57
96	1	0	0	0	0	0.27	0.57
97	1	0	0	0	0	0.27	0.57
98	0	0.98	0	0.025	1	0	0.29
99	0	0	0	1	3	0.03	0.33
100	1	0	0	0	0	0.27	0.57
101	1	0	0	0	0	0.27	0.57
102	1	0	0	0	0	0.27	0.57
103	1	0	0	0	0	0.27	0.57
104	0	0	1	0	2	0.12	0
105	0	1	0	0.00018	1	0	0.29
106	0	0	1	0	2	0.12	0
107	1	0	0	0	0	0.27	0.57
108	0	0	1	0	2	0.12	0
109	1	0	0	0	0	0.27	0.57
110	0	0	1	0	2	0.12	0
111	1	0	0	0	0	0.27	0.57
112	1	0	0	0	0	0.27	0.57
113	0	0	1	0	2	0.12	0
114	1	0	0	0	0	0.27	0.57
