SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0	0.97	0	0.028	0	0	0	8e-06	0	0	8	0.18	0
1	0.0046	0	0	0	0	0	0	0	0.75	0.00047	0.24	0	0	0	0.0041	0	0	8	0.18	0
2	0	0	0	0	0	3e-05	0	0.99	0	0	0	0	0.0065	0	0	0	0	7	0	0.33
3	0	0	0	0.24	0	0.76	0	0.0006	0	0.00046	0	0	0	0	0	2.8e-06	0	5	0	0.19
4	0	0	0	0	0	0.93	0	0.069	0	0	0	0	0.00016	0	0	7.1e-06	0	5	0	0.19
5	0.37	0	0	0	0	0	0	0	0.07	0	0.51	0	0	0	0.047	0	0	10	0.12	0
6	0	0	0	0	0	1	0	4.9e-05	0	0	0	0	0	0	0	0	0	5	0	0.19
7	0	0	0	0	0	0.2	0	0.57	0	0	0	0	0.19	0	0	0.049	0	7	0	0.33
8	0.99	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0.0062	0	0	0	0.06	0
9	0	0	0	0	0	0.9	0	0.091	0	0	0	0	0.0077	0	0	0.0039	0	5	0	0.19
10	0	3.4e-06	0	0	0.26	0	0.26	0	0	3.3e-06	0	0.48	0	0.0019	0	0	0.0017	11	0.27	0.44
11	0	0	0	0	0	5.2e-05	0	0.98	0	0	0	0	0.02	0	0	3.5e-05	0	7	0	0.33
12	0	0	0	0.0088	0	0.74	0	0.19	0	5.8e-05	0	0	0.04	0	0	0.018	3.4e-06	5	0	0.19
13	0	0	0	0	0	0	0	0.011	0	0	0	0	0.99	0	0	0.0015	0	12	0	0.43
14	0.89	0	0	0	0	0	0	0	0.0007	0.00071	0.083	0	0	0	0.03	0	0	0	0.06	0
15	0	0	0	4.4e-06	0.5	0	0.5	0	0	2.6e-06	0	0.0024	0	0.0013	0	0	0.0018	6	0.27	0.57
