SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	0	0	0	0	1	0	0	4	0.15	0
1	0	0	0.0051	0	0.99	0	0	4	0.15	0
2	0	1	0	0	0	9.2e-05	1.5e-05	1	0	0.38
3	0	8.1e-05	0	0	0	1	6e-05	5	0	0.19
4	0	0.0084	0	0	0	0.99	0.00011	5	0	0.19
5	0	0	0.49	0	0.51	0	0	4	0.15	0
6	0	0	0	0	0	1	0	5	0	0.19
7	0	0.71	0	0	0	0.21	0.077	1	0	0.38
8	0	0	1	0	3.1e-05	0	0	2	0.06	0
9	0	0.052	0	0	0	0.94	0.012	5	0	0.19
10	1	0	0	0.0031	0	0	0	0	0.27	0.57
11	0	1	0	0	0	0.0001	0.00022	1	0	0.38
12	0	0.17	0	3.4e-06	0	0.79	0.038	5	0	0.19
13	0	1	0	0	0	0	0.00028	1	0	0.38
14	0	0	0.98	0	0.018	0	0	2	0.06	0
15	1	0	0	0.0018	0	0	0	0	0.27	0.57
16	1	0	0	8.7e-06	0	0	0	0	0.27	0.57
17	0	0	0	0	0	1	0	5	0	0.19
18	0	0.97	0	0	0	0.0016	0.026	1	0	0.38
19	1	0	0	0	0	0	0	0	0.27	0.57
20	0	0.0028	0	0	0	1	0.00038	5	0	0.19
21	1	0	0	0	0	0	0	0	0.27	0.57
22	0	0	0.00047	0	1	0	0	4	0.15	0
23	1	0	0	0	0	0	0	0	0.27	0.57
24	1	0	0	0	0	0	0	0	0.27	0.57
25	0	0	0.97	0	0.031	0	0	2	0.06	0
26	0	0.0013	0	0	0	1	5.5e-05	5	0	0.19
27	1	0	0	0	0	0	0	0	0.27	0.57
28	0.9	0	0	0.099	0	0	0	0	0.27	0.57
29	0	0.75	0	0	0	0.25	0.004	1	0	0.38
30	1	0	0	0	0	0	0	0	0.27	0.57
31	0	0.0011	0	0.0038	0	1	2e-05	5	0	0.19
32	0.02	0.79	0	0.18	0	0.0029	0.0045	1	0	0.38
33	0.59	0	0	0.41	0	0	0	0	0.27	0.57
34	0	0	0	0	0	0	1	6	0.03	0.33
35	1	0	0	0.00045	0	0	0	0	0.27	0.57
36	1	0	0	0	0	0	0	0	0.27	0.57
37	0	0.00013	0	0.0006	0	1	1.1e-05	5	0	0.19
38	0	0.014	0	0.01	0	0.98	0.00041	5	0	0.19
39	1	0	0	0	0	0	0	0	0.27	0.57
40	1	0	0	0	0	0	0	0	0.27	0.57
41	1	0	0	0	0	0	0	0	0.27	0.57
42	0	0	0	0	0	1	0	5	0	0.19
43	0	0.00025	0	0	0	1	2.4e-05	5	0	0.19
44	1	0	0	3.7e-06	0	0	0	0	0.27	0.57
45	1	0	0	7.4e-05	0	0	0	0	0.27	0.57
46	0	0	0.96	0	0.041	0	0	2	0.06	0
47	1	0	0	0	0	0	0	0	0.27	0.57
48	1	0	0	0	0	0	0	0	0.27	0.57
49	0	0	0	0	0	0	1	6	0.03	0.33
50	1	0	0	0.0018	0	0	0	0	0.27	0.57
51	0.08	0	0	0.92	0	0	0	3	0.27	0.33
52	0.93	0	0	0.069	0	0	0	0	0.27	0.57
53	1	0	0	6.4e-06	0	0	0	0	0.27	0.57
54	1	0	0	0	0	0	0	0	0.27	0.57
55	0	1	0	0	0	0	0.002	1	0	0.38
56	0	1	0	0	0	0.00029	0.00071	1	0	0.38
57	0.96	0	0	0.042	0	0	0	0	0.27	0.57
58	0	0.93	0	0	0	0.031	0.041	1	0	0.38
59	1	0	0	0	0	0	0	0	0.27	0.57
60	0	0.99	0	0	0	0.00043	0.0056	1	0	0.38
61	0	0.0084	0	0	0	0.99	0.00076	5	0	0.19
62	1	0	0	0.0026	0	0	0	0	0.27	0.57
63	1	0	0	0.001	0	0	0	0	0.27	0.57
64	0	0	5.2e-05	0	1	0	0	4	0.15	0
65	0	0	1	0	0.0038	0	0	2	0.06	0
66	0.97	0	0	0.029	0	0	0	0	0.27	0.57
67	1	0	0	0.0035	0	0	0	0	0.27	0.57
68	1	0	0	0.0028	0	0	0	0	0.27	0.57
69	0	1	0	0	0	0.00028	0.0012	1	0	0.38
70	0	0	0.0023	0	1	0	0	4	0.15	0
71	0	3.3e-05	0	0	0	1	0	5	0	0.19
72	1	0	0	0	0	0	0	0	0.27	0.57
73	0	0	0	0	0	0	1	6	0.03	0.33
74	0	0	0	0	0	0	1	6	0.03	0.33
75	0.00036	0	0	1	0	0	0	3	0.27	0.33
76	0	0	0.0014	0	1	0	0	4	0.15	0
77	1	0	0	5.7e-05	0	0	0	0	0.27	0.57
78	6.1e-06	0	0	1	0	0	0	3	0.27	0.33
79	1	0	0	0	0	0	0	0	0.27	0.57
80	0	0	1	0	0.0021	0	0	2	0.06	0
81	0.0019	0	0	1	0	0	0	3	0.27	0.33
82	0.33	0	0	0.67	0	0	0	3	0.27	0.33
83	1	0	0	0.00013	0	0	0	0	0.27	0.57
84	0.86	0	0	0.14	0	0	4.3e-05	0	0.27	0.57
85	1	0	0	0	0	0	0	0	0.27	0.57
