SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0.15	0
1	0.005	0	0.99	0	0	0	0	0	0	0	0	0	0.00045	2	0.15	0
2	0	0	0	6.2e-06	0.5	0	0	8.5e-05	0	0	0.5	0	0	4	0	0.38
3	0	0	0	2e-05	3.4e-05	0	0	0.77	0.23	0	3.4e-05	0	0.00044	7	0	0.19
4	0	0	0	4.8e-05	0.0045	0	0	0.99	0	0	0.0045	0	0	7	0	0.19
5	0.49	0	0.51	0	0	0	0	0	0	0	0	0	0	2	0.15	0
6	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0.19
7	0	0	0	0.033	0.38	0	0.00011	0.21	0	0	0.38	0	0	4	0	0.38
8	1	0	3.1e-05	0	0	0	0	0	0	0	0	0	0	0	0.06	0
9	0	0	0	0.0054	0.028	0	1.2e-06	0.94	0	0	0.028	0	0	7	0	0.19
10	0	0.35	0	0	0	0.35	0	0	0	0.3	0	0.0022	4.3e-06	1	0.27	0.57
11	0	0	0	8.8e-05	0.5	0	0	9.3e-05	0	0	0.5	0	0	4	0	0.38
12	0	0	0	0.017	0.094	0	6e-05	0.79	0.0089	0	0.094	3.4e-06	5.9e-05	7	0	0.19
13	0	0	0	0.00011	0.5	0	0.00021	0	0	0	0.5	0	0	4	0	0.38
14	0.98	0	0.018	0	0	0	0	0	0	0	0	0	0.00069	0	0.06	0
15	0	0.5	0	0	0	0.5	0.00015	0	4.3e-06	0.0029	0	0.0018	2.6e-06	1	0.27	0.57
16	0	0.5	0	0	0	0.5	0	0	0	0.00046	0	8.8e-06	0	1	0.27	0.57
17	0	0	0	0	0	0	0	0.097	0.9	0	0	0	0	8	0.27	0.67
18	0	0	0	0.011	0.49	0	0.00044	0.0015	0	0	0.49	0	0	4	0	0.38
19	0	0.5	0	0	0	0.5	0	0	0	2.2e-05	0	0	0	1	0.27	0.57
20	0	0	0	0.00016	0.0015	0	0	0.99	0.002	0	0.0015	0	0	7	0	0.19
21	0	0.5	0	0	0	0.5	0	0	0.0027	0	0	0	0.0004	1	0.27	0.57
22	0.00047	0	1	0	0	0	0	0	0	0	0	0	0	2	0.15	0
