SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0.02	0	0.22	0.32	0.43	0	0	0	0.013	0	0.0011	4	0.41	0.56
1	1	0	0	0	0	0	0	0	0	0	0	0	0.23	0.32
2	0.096	0	0.09	0.031	0.031	0	0	0	0.56	0	0.19	8	0.23	0.44
3	1	3.2e-06	0	0	0	0	0	0	0.00015	0.00043	0	0	0.23	0.32
4	0.99	0	4.4e-05	0	2.3e-05	0	0	0	0.011	0	7.4e-05	0	0.23	0.32
5	0.94	0	0.0016	0.0048	8.5e-05	0	0	0	0.049	0	0.0041	0	0.23	0.32
6	0.83	0	0.00065	0.003	3e-05	0	0	0	0.16	0	0.0073	0	0.23	0.32
7	1	0	0	0	0	0	0	0	0.0034	0	0	0	0.23	0.32
8	1	0	0	0	0	0	0	0	3.9e-05	0	0	0	0.23	0.32
9	0.023	0	0.018	1.1e-05	0.96	0	0	0	1.7e-05	0	0	4	0.41	0.56
10	2e-06	0	0.041	0.046	0.00013	0	0	0	0.0068	0	0.91	10	0.23	0.52
11	0.88	0.00036	0.0054	0.0012	0.004	0	0	0	0.11	0	0.008	0	0.23	0.32
12	1	1.6e-06	0	0	0	0	0	0	0.00048	0	0	0	0.23	0.32
13	0.99	0	0	0	0	0	0	0	0.015	0	2.2e-05	0	0.23	0.32
14	0.84	1.9e-05	0.0038	0.0006	0.0018	0	0	0	0.14	0	0.009	0	0.23	0.32
15	0.7	0	0.003	0.00025	0.00064	0	0	0	0.28	0	0.016	0	0.23	0.32
16	0.46	0	0.035	0.0057	0.0034	0	0	0	0.37	0	0.13	0	0.23	0.32
17	0.012	0	0	0	0	0.99	0	0	0	0.00012	0	5	0.2	0.036
18	0.99	0	3.6e-06	0	0	0	0	0	0.01	0	8.4e-05	0	0.23	0.32
19	0.98	0	0.0004	0.00099	0.014	0	0	0	0.008	0	1.5e-05	0	0.23	0.32
20	1	0	0	0	0	0	0	0	3.1e-05	0	0	0	0.23	0.32
21	0.81	0.012	0.004	0.0068	0.0013	0	0	0	0.15	0	0.017	0	0.23	0.32
22	0.78	0	0.042	0.029	0.13	0	0	0	0.024	0	0.00086	0	0.23	0.32
23	0.93	0	0.0073	0.012	0.0014	0	0	0	0.036	0	0.0093	0	0.23	0.32
24	0.81	0	3.3e-05	2e-06	2.5e-05	0.18	0	0	0.0033	0.00033	4.6e-05	0	0.23	0.32
25	0.82	0	0	0	0	0	0	0	0.18	0	6.3e-06	0	0.23	0.32
26	0.99	0	0	0	0	0	0	0	0.01	0	4e-05	0	0.23	0.32
27	1	0	0	0	0	0	0	0	0.0016	0	0	0	0.23	0.32
28	0.21	0	0.00024	0.0047	7.5e-05	0	0	0	0.76	0	0.032	8	0.23	0.44
29	0.89	0	0.011	0.014	0.055	0	0	0	0.028	0	0.0005	0	0.23	0.32
30	0.74	0	0.043	0.13	0.085	0	0	0	0.0041	0	3.8e-06	0	0.23	0.32
31	1	0	0	0	0	0	0	0	0.00035	0	0	0	0.23	0.32
32	0.98	0	8.5e-06	0	0	0	0	0	0.019	0	0.00015	0	0.23	0.32
33	0.69	0	0.061	0.065	0.094	0	0	0	0.076	0	0.01	0	0.23	0.32
34	0.83	0	0.01	0.053	0.025	0	0	0	0.079	0	0.0016	0	0.23	0.32
35	0.96	0	0.0001	0	2.6e-05	0	0	0	0.039	0	0.00024	0	0.23	0.32
36	0.98	0	0.0005	0.0039	0.016	0	0	0	0.0017	0	0	0	0.23	0.32
37	1	0	0	0	0	0	0	0	0.0016	0	0	0	0.23	0.32
38	0.98	0	3.4e-05	0.0012	0.0015	0	0	0	0.013	0	4.3e-06	0	0.23	0.32
39	0.55	0	0.091	0.26	0.089	0	0	0	0.0086	0	0.00011	0	0.23	0.32
40	1	0	0	0	0	0	0	0	8.3e-05	0	0	0	0.23	0.32
41	0.91	0	0	0	0	0	0	0	0.094	0	7.3e-05	0	0.23	0.32
42	0.88	0	0.015	0.031	0.051	0	0	0	0.023	0	0.00022	0	0.23	0.32
43	1	0.0041	0	0	0	0	0	0	0.00059	0.00013	0	0	0.23	0.32
44	0.75	0	0.034	0.041	0.063	0	0	0	0.1	0	0.0093	0	0.23	0.32
45	0.94	0	0.00012	2.9e-06	3.1e-05	0	0	0	0.059	0	0.0011	0	0.23	0.32
46	1	0	0	0	0	0	0	0	0	0	0	0	0.23	0.32
47	0.94	0	9.5e-05	0	0.00019	0	0	0	0.057	0	0.00033	0	0.23	0.32
48	0.74	0	0.075	0.063	0.11	0	0	0	0.0052	0	0.00029	0	0.23	0.32
49	0.69	0	0.04	0.019	0.042	0	0	0	0.19	0	0.023	0	0.23	0.32
50	0.98	0	0	0	0	0	0	0	0.016	0	0	0	0.23	0.32
51	0	1	0	0	0	0	0	0	0	0	0	1	0.051	0.32
52	0.91	0	0.011	0.0075	0.046	0	0	0	0.025	0	0.00062	0	0.23	0.32
53	0.037	0	0.15	0.061	0.36	0	0	0	0.29	0	0.11	4	0.41	0.56
54	0.69	0	0.051	0.16	0.096	0	0	0	5.6e-05	0	0	0	0.23	0.32
55	1	0	0	0	0	0	0	0	0.00073	0	0	0	0.23	0.32
56	0.98	0	0.00019	0.0029	0.0028	0	0	0	0.013	0	9.6e-06	0	0.23	0.32
57	0.98	0	0	0	0	0.02	0	0	0	0	0	0	0.23	0.32
58	0.76	0	0.04	0.13	0.039	0	0	0	0.036	0	0.00082	0	0.23	0.32
59	0.81	0	0.043	0.055	0.063	0	0	0	0.029	0	0.0013	0	0.23	0.32
60	0.45	0	0.19	0.2	0.16	0	0	0	0.00033	0	3.1e-05	0	0.23	0.32
61	0.44	0	0.12	0.36	0.048	0	0	0	0.02	0	0.013	0	0.23	0.32
62	0.88	0	0.0015	1.7e-05	0.0013	0	0	0	0.12	0	0.0013	0	0.23	0.32
63	0.79	0	0.028	0.0089	0.18	0	0	0	0.00033	0	0	0	0.23	0.32
64	1	0	0	0	0	0	0	0	0	0	0	0	0.23	0.32
65	0.97	0	0.0013	0.0034	0.015	0	0	0	0.0072	0	1.2e-05	0	0.23	0.32
66	0.33	0	0.31	0.08	0.24	0	0	0	0.029	0	0.022	0	0.23	0.32
67	0.99	0	7.3e-06	0	0	0	0	0	0.011	0	1.7e-05	0	0.23	0.32
68	0.94	0	7e-05	0	0.00012	0	0	0	0.055	0	0.00024	0	0.23	0.32
69	0.98	0	0.00042	0.0028	0.0066	0	0	0	0.0076	0	5.9e-06	0	0.23	0.32
70	0.16	0	0.085	0.0044	0.15	0	0	0	0.55	0	0.059	8	0.23	0.44
71	0.73	0	0.0012	0.0011	0.00078	0	0	0	0.26	0	0.0053	0	0.23	0.32
72	0	0	0	0	0	1	0	0	0	0.00017	0	5	0.2	0.036
73	0.98	0	0	0	0	0	0	0	0.021	0	1.7e-05	0	0.23	0.32
74	0.99	0	0	0	0	0	0	0	0.012	0	0	0	0.23	0.32
75	0.99	0	2e-05	4.8e-05	0.0021	0	0	0	0.01	0	1.9e-05	0	0.23	0.32
76	0.86	0	0.016	0.017	0.04	0	0	0	0.063	0	0.0033	0	0.23	0.32
77	0.97	2.6e-05	0	0	0	0	0	0	0.027	0	0.00022	0	0.23	0.32
78	0.7	0	0.0076	0.00038	0.0037	0	0	0	0.28	0	0.0086	0	0.23	0.32
79	1	1.9e-05	0	0	0	0	0	0	0.0047	0	0	0	0.23	0.32
80	1	0	0	0	0	0	0	0	0.0029	0	0	0	0.23	0.32
81	1	7.8e-05	0	0	0	0.0048	0	0	0	0	0	0	0.23	0.32
82	1	0	0	0	0	0	0	0	9.3e-05	0	0	0	0.23	0.32
83	0.74	0	0.034	0.002	0.22	0	0	0	0.00037	0	2.2e-05	0	0.23	0.32
84	0.99	0.0027	0	0	0	0.012	0	0	0	0	0	0	0.23	0.32
85	1	2.9e-05	0	0	0	1.3e-05	0	0	0	0	0	0	0.23	0.32
86	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0.036
87	1	0	0	0	0	0	0	0	0.0019	0	0	0	0.23	0.32
88	0.19	0	0.15	0.0086	0.65	0	0	0	0	0	0	4	0.41	0.56
89	0	0	0	0	0	0	0	1	0	0	0	7	0	0.21
90	0.16	0.067	3.8e-05	8.1e-06	1.2e-05	0	0	0.77	0.0087	0.0001	0.00052	7	0	0.21
91	0.53	0	0.038	0.022	0.025	0	0	0	0.33	0	0.047	0	0.23	0.32
92	0.95	0	0.0038	0.0067	0.025	0	0	0	0.013	0	6.4e-05	0	0.23	0.32
93	0	0	0	0	0	0	0	1	0	0	0	7	0	0.21
94	0.86	0	0.015	0.0073	0.027	0	0	0	0.078	0	0.0066	0	0.23	0.32
95	0.47	0	0.1	0.085	0.13	0	0	0	0.18	0	0.037	0	0.23	0.32
96	0.97	0	0.00042	7.2e-05	0.029	0	0	0	0.00069	0	0	0	0.23	0.32
97	1	0	0	0	4.6e-06	0	0	0	0.0041	0	0	0	0.23	0.32
98	0.81	0	0.041	0.036	0.066	0	0	0	0.044	0	0.0037	0	0.23	0.32
99	0.43	0	0.076	0.088	0.055	0	0	0	0.28	0	0.071	0	0.23	0.32
100	1	0	0.00025	0	0.00036	0	0	0	0.0022	0	1.1e-05	0	0.23	0.32
101	0.93	0	0.0016	0.00022	0.0035	0	0	0	0.058	0	0.0016	0	0.23	0.32
102	0.86	0	0.016	0.007	0.027	0	0	0	0.081	0	0.0067	0	0.23	0.32
103	0.004	1	0	0	0	3.6e-06	0	0	0	0	0	1	0.051	0.32
104	0.93	0	6.6e-05	0.00039	0.00066	0	0	0	0.071	0	0.00033	0	0.23	0.32
105	1	0	0	0	0	0	0	0	0.0041	0	0	0	0.23	0.32
106	0.99	0	0	0	0.0066	0	0	0	0	0	0	0	0.23	0.32
107	1	0	0	0	0.0002	0	0	0	0	0	0	0	0.23	0.32
108	0.93	0	0.00047	0.0045	0.004	0	0	0	0.056	0	0.00038	0	0.23	0.32
109	0	1	0	0	0	0	0	0	0	0	0	1	0.051	0.32
110	0.95	0	0.002	0.0032	0.019	0	0	0	0.023	0	0.00023	0	0.23	0.32
111	0.76	0	0.00066	0	0.00033	0	0	0	0.24	0	0.0014	0	0.23	0.32
112	0.81	0	0.0015	9.4e-06	0.0027	0	0	0	0.19	0	0.003	0	0.23	0.32
113	0.68	0	0.016	0.0016	0.011	0	0	0	0.28	0	0.014	0	0.23	0.32
114	0	0	0	0	0	1	0	0	0	4.3e-05	0	5	0.2	0.036
115	0.59	0	0.06	0.29	0.047	0	0	0	0.0066	0	1.9e-05	0	0.23	0.32
116	0.97	0	0.0011	0.0054	0.027	0	0	0	4.9e-05	0	0	0	0.23	0.32
117	0.96	0	0.0019	0.00034	0.0046	0	0	0	0.033	0	0.0011	0	0.23	0.32
118	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0.036
119	0.64	0	0.0084	0.0016	0.0036	0	0	0	0.33	0	0.017	0	0.23	0.32
120	0.28	0	1.8e-05	0.00024	4.6e-06	0	0	0	0.71	0	0.0058	8	0.23	0.44
121	1	0	0	0	0.00025	0	0	0	0.0018	0	0	0	0.23	0.32
122	0.33	0	0.25	0.082	0.19	0	0	0	0.11	0	0.039	0	0.23	0.32
123	0.42	0	0.14	0.011	0.41	0	0	0	0.01	0	0.00095	0	0.23	0.32
124	4.8e-06	0.00042	0	0	0	0	0	1	0	0.0028	0	7	0	0.21
125	0.54	0	0.16	0.04	0.23	0	0	0	0.02	0	0.0038	0	0.23	0.32
126	0.75	0	0.047	0.035	0.066	0	0	0	0.092	0	0.012	0	0.23	0.32
127	0.53	0	0.15	0.03	0.27	0	0	0	0.017	0	0.0025	0	0.23	0.32
128	0.52	0	0.055	0.066	0.035	0	0	0	0.27	0	0.064	0	0.23	0.32
129	0.089	0	0.31	0.0072	0.57	0	0	0	0.019	0	0.0017	4	0.41	0.56
130	0.9	0	0.012	0.011	0.049	0	0	0	0.023	0	0.00043	0	0.23	0.32
131	0.76	0	0.059	0.068	0.081	0	0	0	0.029	0	0.0012	0	0.23	0.32
132	0.88	0	0.0059	0.015	0.019	0	0	0	0.082	0	0.0029	0	0.23	0.32
133	0.73	0	0.033	0.011	0.047	0	0	0	0.16	0	0.017	0	0.23	0.32
134	0.019	0	0.63	0.14	0.21	0	0	0	0	0	0	2	0.35	0.56
135	0.98	0	0	0	0	0.02	0	0	0	0	0	0	0.23	0.32
136	0.85	0	0.018	0.021	0.11	0	0	0	0.00021	0	0	0	0.23	0.32
137	1	0	0	0	0	0	0	0	0	0	0	0	0.23	0.32
138	1	0	0	0	0	0	0	0	0.0043	0	0	0	0.23	0.32
139	0.93	0	0.007	0.0038	0.043	0	0	0	0.014	0	0.0002	0	0.23	0.32
140	0.79	0	0.016	0.16	0.026	0	0	0	0.0052	0	0	0	0.23	0.32
141	0	0.002	0	0	0	0	0	1	0	0	0	7	0	0.21
142	1	0	0	0	0	0	0	0	0.0042	0	0	0	0.23	0.32
143	0.98	0	0	0	0	0	0	0	0.017	0	6.6e-06	0	0.23	0.32
144	0.99	0	3.3e-05	7.1e-06	0.0049	0	0	0	0.00059	0	0	0	0.23	0.32
145	0.75	0	0.026	0.057	0.032	0	0	0	0.12	0	0.01	0	0.23	0.32
146	0.99	0	0.00011	0.0092	0.0017	0	0	0	0.001	0	0	0	0.23	0.32
147	0.85	0	0.032	0.044	0.076	0	0	0	0.0019	0	0	0	0.23	0.32
148	0.9	0	0.00089	0.0002	0.0012	0	0	0	0.097	0	0.0012	0	0.23	0.32
149	0.96	0	0.006	0.00069	0.0086	0	0	0	0.024	0	0.00097	0	0.23	0.32
150	0.99	0	1.2e-05	1.4e-05	0.00079	0	0	0	0.0086	0	1.5e-05	0	0.23	0.32
151	0.95	0	0.0026	0.00072	0.04	0	0	0	0.004	0	2.1e-05	0	0.23	0.32
152	0.99	0	0	1e-06	0	0	0	0	0.0075	0	0	0	0.23	0.32
153	0.93	0	0.0035	0.0046	0.03	0	0	0	0.032	0	0.0028	0	0.23	0.32
154	0.99	0	4.6e-05	3.9e-05	0.0025	0	0	0	0.0006	0	0.0022	0	0.23	0.32
155	0.95	0	9.6e-06	6.9e-05	0.00074	0	0	0	0.049	0	0.00044	0	0.23	0.32
156	1	0	1.1e-05	3.1e-05	0.00064	0	0	0	0.0026	0	0.0004	0	0.23	0.32
157	0.00062	0	0.85	0.012	0.097	0	0	0	0.014	0	0.031	2	0.35	0.56
158	1	0	0	0	0	0	0	0	0.0041	0	0	0	0.23	0.32
159	0.82	0	0.013	0.025	0.025	0	0	0	0.11	0	0.0066	0	0.23	0.32
160	1.7e-05	0	0.07	0.79	0.14	0	0	0	5.5e-06	0	0.002	3	0.35	0.64
161	0.63	0	0.018	0.0014	0.0076	0	0	0	0.33	0	0.019	0	0.23	0.32
162	1	0	0	0	0	0	0	0	0.00017	0	0	0	0.23	0.32
163	1	0	0	0	0	0	0	0	0	1.6e-05	0	0	0.23	0.32
164	0.98	1e-05	1.4e-06	0	0	0.013	0	0	0.0013	0.0022	8.1e-06	0	0.23	0.32
165	0.91	0	0.00022	0	0.00034	0	0	0	0.086	0	0.00052	0	0.23	0.32
166	0.82	0	0.069	0.033	0.047	0	0	0	0.0087	0	0.02	0	0.23	0.32
167	0	0	0	0	0	0.99	0	0	0	0.012	0	5	0.2	0.036
168	1	0	0	0	0	0	0	0	0.00036	0	0	0	0.23	0.32
169	0.13	0	0.38	0.26	0.22	0	0	0	2e-06	0	0.00053	2	0.35	0.56
170	1	0	0	0	0	0	0	0	0.0007	0	0	0	0.23	0.32
171	0.91	0	0.0026	0.015	0.0088	0	0	0	0.059	0	0.0011	0	0.23	0.32
172	0.029	0	0.029	0.00018	0.89	0	0	0	0.00014	0	0.055	4	0.41	0.56
173	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0.036
174	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0.036
175	0.85	0	0.0063	0.0014	0.11	0	0	0	0.0011	0	0.032	0	0.23	0.32
176	0.24	0	0.041	0.0021	0.066	0	0	0	0.59	0	0.063	8	0.23	0.44
177	0.55	0	0.051	0.0041	0.4	0	0	0	0.00072	0	4.8e-05	0	0.23	0.32
178	1	0	0	0	0	0	0	0	0.00052	0	0	0	0.23	0.32
179	0.99	0	7.6e-06	0	2.3e-06	0	0	0	0.0054	0	4.5e-05	0	0.23	0.32
180	0.3	0	0.057	0.0015	0.64	0	0	0	0.00014	0	8.4e-06	4	0.41	0.56
181	0	1.3e-05	0	0	0	0	0	1	0	0	0	7	0	0.21
182	0	0	2.5e-06	0	0	0	0	0	0.86	0	0.14	8	0.23	0.44
183	0	0	0.00017	2.3e-05	0	0	0	0	0.15	0	0.85	10	0.23	0.52
184	0.57	0	0.13	0.074	0.19	0	0	0	0.03	0	0.0075	0	0.23	0.32
185	0.038	0	0	0	0	0	0	0	0.91	0	0.048	8	0.23	0.44
186	0.00028	0	0	0	0	0	0	0	0.97	0	0.029	8	0.23	0.44
187	0.7	0	0.055	0.00041	0.092	0	0	0	0.15	0	0.0022	0	0.23	0.32
188	0.027	0	0.13	0.00058	0.84	0	0	0	0.00042	0	1.4e-05	4	0.41	0.56
189	0.009	0	0.046	1.4e-05	0.94	0	0	0	0.00029	0	0	4	0.41	0.56
