SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0.74	0.0019	0.0055	0.00098	0	0.16	0	0	0.08	0	0	0.012	0	0	0	0.41	0.48
1	0	9.1e-06	0	0	0	0	0	0	0	0	0	1	0	0	11	0.23	0.32
2	0.025	0.062	0.4	0.3	0	0.11	0	0	0.0095	0	0	0.1	0	0	2	0.23	0.44
3	0	0.00042	9.5e-05	0	0	0	0	3.8e-06	0	3e-06	0	0.92	0	0.076	11	0.23	0.32
4	0.00072	0.0098	0.0075	0.00011	0	8.5e-06	0	0	0	0	0	0.98	0	0	11	0.23	0.32
5	2e-05	0.026	0.033	0.006	0	0.0057	0	0	7.5e-05	0	0	0.93	0	0	11	0.23	0.32
6	5.7e-05	0.055	0.11	0.011	0	0.0024	0	0	2.8e-05	0	0	0.82	0	0	11	0.23	0.32
7	0	0.013	0.0023	0	0	0	0	0	0	0	0	0.98	0	0	11	0.23	0.32
8	1.8e-06	0.00021	2.6e-05	0	0	0	0	0	0	0	0	1	0	1.4e-05	11	0.23	0.32
9	1	0	0	0	0	5.3e-06	0	0	7e-05	0	0	0.00013	0	0	0	0.41	0.48
10	0	4.9e-06	0.0031	0.92	0	0.079	0	0	6.4e-05	0	0	1.3e-06	0	0	3	0.23	0.52
11	0.0088	0.032	0.07	0.012	0	0.0045	0	0	0.00083	0.00037	0	0.87	0	2.3e-06	11	0.23	0.32
12	0	0.0012	0.00032	0	0	0	0	0	0	1.6e-06	0	1	0	0	11	0.23	0.32
13	0	0.016	0.0099	3.2e-05	0	0	0	0	0	0	0	0.97	0	0	11	0.23	0.32
14	0.0051	0.046	0.096	0.013	0	0.0027	0	0	0.00032	2e-05	0	0.84	0	0	11	0.23	0.32
15	0.0025	0.079	0.19	0.024	0	0.0016	0	0	8.8e-05	0	0	0.7	0	0	11	0.23	0.32
16	0.0033	0.029	0.25	0.21	0	0.03	0	0	0.00072	0	0	0.47	0	0	11	0.23	0.32
17	0	0	0	0	0	0	0	0	0	0	0	0.0046	0.13	0.86	13	0.23	0.11
18	1.8e-05	0.0081	0.0069	0.00012	0	0	0	0	0	0	0	0.98	0	0	11	0.23	0.32
19	0.0003	0.0095	0.0054	2.2e-05	0	0.0014	0	0	0.013	0	0	0.97	0	0	11	0.23	0.32
20	0	0.00031	2.1e-05	0	0	0	0	0	0	0	0	1	0	0	11	0.23	0.32
21	0.0012	0.043	0.1	0.025	0	0.0087	0	0	0.00071	0.012	0	0.81	0	0	11	0.23	0.32
22	0.069	0.012	0.016	0.0013	0	0.064	0	0	0.049	0	0	0.79	0	0	11	0.23	0.32
23	0.00025	0.019	0.024	0.014	0	0.018	0	0	0.0009	0	0	0.92	0	0	11	0.23	0.32
24	0.00018	0.0019	0.0015	4.8e-05	0	9.8e-06	0	3.3e-06	0	0	0	0.56	0.051	0.38	11	0.23	0.32
25	0	0.25	0.097	7.5e-06	0	0	0	0	0	0	0	0.65	0	0	11	0.23	0.32
26	5.6e-06	0.0095	0.0068	5.9e-05	0	0	0	0	0	0	0	0.98	0	0	11	0.23	0.32
27	0	0.0034	0.0011	0	0	0	0	0	0	0	0	1	0	0	11	0.23	0.32
28	7.8e-05	0.16	0.56	0.052	0	0.00069	0	0	0.0011	0	0	0.23	0	0	2	0.23	0.44
29	0.011	0.016	0.019	0.00075	0	0.024	0	0	0.031	0	0	0.9	0	0	11	0.23	0.32
30	0.00078	0.006	0.0027	5.5e-06	0	0.18	0	0	0.09	0	0	0.72	0	0	11	0.23	0.32
31	0	0.0012	0.00024	0	0	0	0	0	0	0	0	1	0	0	11	0.23	0.32
32	5.1e-05	0.013	0.013	0.00023	0	0	0	0	0	0	0	0.97	0	0	11	0.23	0.32
33	0.046	0.024	0.051	0.015	0	0.11	0	0	0.044	0	0	0.71	0	0	11	0.23	0.32
34	0.00086	0.035	0.053	0.0024	0	0.049	0	0	0.03	0	0	0.83	0	0	11	0.23	0.32
35	0.0012	0.026	0.026	0.00036	0	1.2e-05	0	0	0	0	0	0.95	0	0	11	0.23	0.32
36	1.1e-05	0.005	0.0011	0	0	0.004	0	0	0.032	0	0	0.96	0	0	11	0.23	0.32
37	0	0.0035	0.001	0	0	0	0	0	0	0	0	1	0	0	11	0.23	0.32
38	0	0.02	0.0085	6.3e-06	0	0.0006	0	0	0.0065	0	0	0.96	0	0	11	0.23	0.32
39	0.0019	0.0079	0.0058	0.00017	0	0.35	0	0	0.087	0	0	0.55	0	0	11	0.23	0.32
