SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0.01	0.48	0.0031	0	0.003	0	0.5	0	6	0.35	0.4
1	1	0	0	0	0	0	0	0	0	0.23	0.32
2	0.08	0.014	0.89	0	8.4e-05	0	0.019	0	2	0.23	0.52
3	1	0	0	0	0	0	1.1e-05	0.0041	0	0.23	0.32
4	0.97	0	0.00041	0	0	0	0.03	0	0	0.23	0.32
5	0.97	0.00038	0.024	0	0	0	0.0028	0	0	0.23	0.32
6	0.95	0.00023	0.047	0	0	0	0.0047	0	0	0.23	0.32
7	1	0	0	0	0	0	0.0021	0	0	0.23	0.32
8	1	0	0	0	0	0	0.0023	0	0	0.23	0.32
9	0.00021	7.7e-06	0	0	0.01	0	0.99	0	6	0.35	0.4
10	0	4.2e-05	1	0	0	0	0	0	2	0.23	0.52
11	0.92	0.0014	0.048	4.1e-05	9.1e-05	0	0.03	0	0	0.23	0.32
12	1	0	0	0	0	0	4.9e-05	0	0	0.23	0.32
13	1	0	0.00012	0	0	0	0.00035	0	0	0.23	0.32
14	0.91	0.00045	0.055	0	1.2e-05	0	0.031	0	0	0.23	0.32
15	0.86	9.6e-05	0.11	0	0	0	0.032	0	0	0.23	0.32
16	0.38	0.00066	0.62	0	0	0	0.0061	0	2	0.23	0.52
17	0.0061	0	0	0	0	0	0	0.99	7	0.18	0.071
18	1	0	0.00048	0	0	0	0.0016	0	0	0.23	0.32
19	0.93	0.049	7.8e-05	0	0.0076	0	0.0099	0	0	0.23	0.32
20	1	0	0	0	0	0	0	0	0	0.23	0.32
21	0.88	0.0035	0.1	0.0035	5.7e-06	0	0.0079	0	0	0.23	0.32
22	0.83	0.13	0.0051	0	0.015	0	0.02	0	0	0.23	0.32
23	0.94	0.0034	0.053	0	0	0	0.0051	0	0	0.23	0.32
24	0.69	0	0.00022	0	0	0	0.0045	0.31	0	0.23	0.32
25	1	0	4.4e-05	0	0	0	0	0	0	0.23	0.32
26	1	0	0.00023	0	0	0	0.0015	0	0	0.23	0.32
27	1	0	4.3e-06	0	0	0	0.00014	0	0	0.23	0.32
28	0.48	0.11	0.41	0	2.6e-06	0	0.0088	0	0	0.23	0.32
29	0.86	0.099	0.0027	0	0.012	0	0.026	0	0	0.23	0.32
30	0.66	0.34	2.4e-05	0	0.00018	0	2.6e-05	0	0	0.23	0.32
31	1	0	0	0	0	0	7.6e-06	0	0	0.23	0.32
32	1	0	0.00088	0	0	0	0.0039	0	0	0.23	0.32
33	0.74	0.16	0.06	0	0.0078	0	0.034	0	0	0.23	0.32
34	0.8	0.18	0.0089	0	0.00097	0	0.0086	0	0	0.23	0.32
35	0.93	0	0.0013	0	0	0	0.072	0	0	0.23	0.32
36	0.84	0.16	0	0	8.5e-05	0	7e-06	0	0	0.23	0.32
37	1	0	3.5e-06	0	0	0	3.6e-05	0	0	0.23	0.32
38	0.93	0.072	2.3e-05	0	0.00015	0	0.0015	0	0	0.23	0.32
39	0.59	0.41	0.00067	0	0.00017	0	5.4e-05	0	0	0.23	0.32
40	1	0	0	0	0	0	1.1e-05	0	0	0.23	0.32
