SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
0	0	0.22	0.049	0.0032	7e-06	0.11	0.0091	0	0.049	0.55	0.0031	0	0	0.00019	0.00019	0	0.0021	0	9	0.41	0.44
1	0	0	0	0	1.1e-05	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0.23	0.32
2	0	0.0019	0.0094	0.36	0.00015	0.12	0.12	0	0.0094	0.014	0.35	0	0	0.0076	0.0076	0	0.00038	0	3	0.23	0.44
3	2.4e-06	0	0	7.4e-05	3e-05	0	0.93	3.8e-06	0	0	7.2e-05	0.075	0	0	0	0	0	0	6	0.23	0.32
4	0	0	5.5e-06	0.0059	0.00019	8e-06	0.99	0	5.5e-06	0.0026	0.0057	0	0	0	0	0	0	0	6	0.23	0.32
5	0	8.2e-05	2e-05	0.025	0.0003	0.0054	0.93	0	2e-05	3.8e-05	0.025	0	0	0.0081	0.0081	0	2.6e-06	0	6	0.23	0.32
6	0	6.9e-05	7.1e-06	0.083	0.0004	0.0022	0.81	0	7.1e-06	7.9e-05	0.081	0	0	0.011	0.011	0	0	0	6	0.23	0.32
7	0	0	0	0.0018	0.00042	0	1	0	0	0	0.0017	0	0	0	0	0	0	0	6	0.23	0.32
8	0	0	0	2e-05	2.2e-05	0	1	0	0	4.6e-05	2e-05	1.3e-05	0	0	0	0	0	0	6	0.23	0.32
9	0	0	0.00024	0	0	0	2.4e-05	0	0.00024	1	0	0	0	0	0	0	0	0	9	0.41	0.44
10	0	1.8e-05	3.9e-05	0.0044	0	0.14	2.5e-06	0	3.9e-05	0	0.0043	0	0	0.43	0.43	0	4e-06	0	13	0.23	0.68
11	0.0003	0.00012	0.00096	0.055	0.00025	0.0043	0.87	0	0.00096	0.0098	0.054	2.2e-06	0	0.0001	0.0001	0	2.9e-05	0	6	0.23	0.32
12	1.3e-06	0	0	0.00025	5.9e-05	0	1	0	0	0	0.00024	0	0	0	0	0	0	0	6	0.23	0.32
13	0	0	0	0.0078	0.00026	0	0.98	0	0	0	0.0076	0	0	0	0	0	0	0	6	0.23	0.32
14	1.6e-05	3.2e-05	0.00043	0.075	0.00036	0.0025	0.84	0	0.00043	0.0062	0.073	0	0	5.9e-05	5.9e-05	0	1.1e-05	0	6	0.23	0.32
15	0	4e-06	0.00016	0.15	0.00047	0.0015	0.7	0	0.00016	0.0029	0.14	0	0	3e-05	3e-05	0	3e-06	0	6	0.23	0.32
16	0	5.2e-05	0.00095	0.22	7.8e-05	0.031	0.53	0	0.00095	0.0015	0.21	0	0	0.0011	0.0011	0	2.8e-05	0	6	0.23	0.32
17	0	0	0	0	0	0	0.0046	0	0	0	0	0.86	0	0	0	0.14	0	0	11	0.23	0.11
18	0	0	0	0.0053	0.00014	0	0.99	0	0	5.8e-05	0.0052	0	0	0	0	0	0	0	6	0.23	0.32
19	0	0.0076	0.0034	0.0042	0.00021	0.0014	0.98	0	0.0034	0.00027	0.0041	0	0	0	0	0	0.00044	0	6	0.23	0.32
20	0	0	0	1.6e-05	3.9e-05	0	1	0	0	0	1.6e-05	0	0	0	0	0	0	0	6	0.23	0.32
21	0.01	0.0009	0.00031	0.077	0.00033	0.0082	0.81	0	0.00031	0.0012	0.076	0	0	0.0091	0.0091	0	2.4e-05	0	6	0.23	0.32
22	0	0.02	0.031	0.013	0.00017	0.061	0.8	0	0.031	0.034	0.012	0	0	3.2e-05	3.2e-05	0	0.0017	0	6	0.23	0.32
23	0	0.00064	0.00034	0.019	0.00025	0.017	0.93	0	0.00034	0.00027	0.018	0	0	0.0067	0.0067	0	3.1e-05	0	6	0.23	0.32
24	0	0	4.2e-06	0.0012	4.5e-05	9.2e-06	0.57	3.4e-06	4.2e-06	0.00049	0.0012	0.38	0	0	0	0.051	0	0	6	0.23	0.32
25	0	0	0	0.094	0.0025	0	0.81	0	0	0	0.092	0	0	0	0	0	0	0	6	0.23	0.32
26	0	0	0	0.0053	0.00017	0	0.99	0	0	2.5e-05	0.0052	0	0	0	0	0	0	0	6	0.23	0.32
27	0	0	0	0.00084	0.00011	0	1	0	0	0	0.00082	0	0	0	0	0	0	0	6	0.23	0.32
28	0	0.061	1.7e-05	0.37	0.00039	0.00056	0.2	0	1.7e-05	7.9e-05	0.37	0	0	0	0	0	3.2e-05	0	3	0.23	0.44
29	0	0.018	0.013	0.015	0.00022	0.023	0.9	0	0.013	0.0068	0.014	0	0	4.2e-06	4.2e-06	0	0.0011	0	6	0.23	0.32
30	0	0.054	0.02	0.0021	0.00015	0.17	0.73	0	0.02	1.5e-05	0.0021	0	0	2.9e-06	2.9e-06	0	0.0032	0	6	0.23	0.32
31	0	0	0	0.00018	6.6e-05	0	1	0	0	0	0.00018	0	0	0	0	0	0	0	6	0.23	0.32
32	0	0	0	0.0099	0.00019	0	0.98	0	0	0.00016	0.0097	0	0	0	0	0	0	0	6	0.23	0.32
33	0	0.032	0.023	0.04	0.00022	0.11	0.7	0	0.023	0.027	0.039	0	0	0.0019	0.0019	0	0.0015	0	6	0.23	0.32
34	0	0.053	0.0059	0.04	0.00033	0.045	0.81	0	0.0059	0.0007	0.039	0	0	7.1e-05	7.1e-05	0	0.001	0	6	0.23	0.32
35	0	0	6.2e-06	0.02	0.00029	1.1e-05	0.96	0	6.2e-06	0.0042	0.02	0	0	0	0	0	0	0	6	0.23	0.32
36	0	0.024	0.0038	0.00088	0.00018	0.0038	0.96	0	0.0038	0	0.00086	0	0	0	0	0	0.0011	0	6	0.23	0.32
37	0	0	0	0.00081	0.00012	0	1	0	0	0	0.00079	0	0	0	0	0	0	0	6	0.23	0.32
38	0	0.02	0.00035	0.0066	0.00037	0.00056	0.96	0	0.00035	3.7e-06	0.0065	0	0	0	0	0	0.00023	0	6	0.23	0.32
39	0	0.067	0.022	0.0045	0.00014	0.33	0.55	0	0.022	7.6e-05	0.0044	0	0	0.00019	0.00019	0	0.003	0	6	0.23	0.32
40	0	0	0	4.3e-05	3.6e-05	0	1	0	0	0	4.2e-05	0	0	0	0	0	0	0	6	0.23	0.32
41	0	0	0	0.049	0.00072	0	0.9	0	0	6.1e-05	0.048	0	0	0	0	0	0	0	6	0.23	0.32
42	0	0.029	0.012	0.012	0.00023	0.041	0.88	0	0.012	0.00057	0.012	0	0	8.3e-06	8.3e-06	0	0.0014	0	6	0.23	0.32
43	0.0034	0	0	0.00031	5.6e-05	0	1	1e-05	0	0	0.0003	0.00015	0	0	0	0	0	0	6	0.23	0.32
44	0	0.032	0.015	0.053	0.00026	0.06	0.75	0	0.015	0.024	0.052	0	0	0.00057	0.00057	0	0.0011	0	6	0.23	0.32
45	0	0	7.6e-06	0.031	0.00027	3.3e-05	0.94	0	7.6e-06	0.00076	0.03	0	0	0	0	0	0	0	6	0.23	0.32
46	0	0	0	0	1.8e-05	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0.23	0.32
47	0	7.4e-06	4.5e-05	0.029	0.00039	8.4e-06	0.91	0	4.5e-05	0.037	0.028	0	0	0	0	0	0	0	6	0.23	0.32
48	0	0.017	0.028	0.0028	0.00013	0.14	0.78	0	0.028	0.0022	0.0028	0	0	5.6e-05	5.6e-05	0	0.002	0	6	0.23	0.32
