SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	0.045	0.95	0	0	1	0.29	0.44
1	1	0	0	0	0	0.23	0.32
2	0.23	0.77	0	0	1	0.29	0.44
3	1	2.5e-05	0.0035	0	0	0.23	0.32
4	0.98	0.024	0	0	0	0.23	0.32
5	0.97	0.025	0	0	0	0.23	0.32
6	0.93	0.074	0	0	0	0.23	0.32
7	1	0.0049	0	0	0	0.23	0.32
8	1	0.00012	0	0	0	0.23	0.32
9	0.12	0.88	0	0	1	0.29	0.44
10	0.0013	1	0	0	1	0.29	0.44
11	0.92	0.083	0	0	0	0.23	0.32
12	1	0.0001	0	0	0	0.23	0.32
13	1	0.0033	0	0	0	0.23	0.32
14	0.89	0.11	0	0	0	0.23	0.32
15	0.8	0.2	0	0	0	0.23	0.32
16	0.63	0.37	0	0	0	0.23	0.32
17	0.0069	0	0.99	0	2	0.18	0.071
18	1	0.0047	0	0	0	0.23	0.32
19	0.99	0.011	0	0	0	0.23	0.32
20	1	2.8e-06	0	0	0	0.23	0.32
21	0.94	0.056	0	0	0	0.23	0.32
22	0.97	0.034	0	0	0	0.23	0.32
23	0.98	0.021	0	0	0	0.23	0.32
24	0.72	0.0038	0.28	0	0	0.23	0.32
25	1	4.6e-05	0	0	0	0.23	0.32
26	0.99	0.0051	0	0	0	0.23	0.32
27	1	0.00046	0	0	0	0.23	0.32
28	0.55	0.45	0	0	0	0.23	0.32
29	0.96	0.036	0	0	0	0.23	0.32
30	1	0.0005	0	0	0	0.23	0.32
31	1	4e-05	0	0	0	0.23	0.32
32	0.99	0.011	0	0	0	0.23	0.32
33	0.9	0.1	0	0	0	0.23	0.32
34	0.96	0.043	0	0	0	0.23	0.32
35	0.9	0.099	0	0	0	0.23	0.32
36	1	0.00016	0	0	0	0.23	0.32
37	1	0.00027	0	0	0	0.23	0.32
38	0.99	0.0062	0	0	0	0.23	0.32
39	1	0.0015	0	0	0	0.23	0.32
40	1	1.7e-05	0	0	0	0.23	0.32
41	0.87	0.13	0	0	0	0.23	0.32
42	0.98	0.015	0	0	0	0.23	0.32
43	1	5.9e-05	2.1e-06	0	0	0.23	0.32
44	0.88	0.12	0	0	0	0.23	0.32
45	0.97	0.034	0	0	0	0.23	0.32
46	1	0	0	0	0	0.23	0.32
47	0.97	0.028	0	0	0	0.23	0.32
48	1	0.0037	0	0	0	0.23	0.32
49	0.78	0.22	0	0	0	0.23	0.32
50	1	0.00082	0	0	0	0.23	0.32
51	1	0	0	0	0	0.23	0.32
52	0.97	0.027	0	0	0	0.23	0.32
53	0.16	0.84	0	0	1	0.29	0.44
54	1	0	0	0	0	0.23	0.32
55	1	1.4e-05	0	0	0	0.23	0.32
56	1	0.005	0	0	0	0.23	0.32
57	1	0	0.0023	0	0	0.23	0.32
58	0.99	0.0096	0	0	0	0.23	0.32
59	0.98	0.018	0	0	0	0.23	0.32
60	1	0.00015	0	0	0	0.23	0.32
61	0.99	0.009	0	0	0	0.23	0.32
62	0.77	0.23	0	0	0	0.23	0.32
63	1	0.00016	0	0	0	0.23	0.32
64	1	0	0	0	0	0.23	0.32
65	1	0.0044	0	0	0	0.23	0.32
66	0.73	0.27	0	0	0	0.23	0.32
67	0.95	0.047	0	0	0	0.23	0.32
68	0.97	0.033	0	0	0	0.23	0.32
69	1	0.0027	0	0	0	0.23	0.32
70	0.31	0.69	0	0	1	0.29	0.44
71	0.71	0.29	0	0	0	0.23	0.32
72	0	0	1	0	2	0.18	0.071
73	0.99	0.0056	0	0	0	0.23	0.32
