SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
0	0.3	0	0	0	0	0	0	0	0.54	0	0	0.16	0.00011	0	0	1.4e-06	0	0	0	8	0.14	0.17	0.073	0.18
1	0	0.5	0.00052	0.5	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12	0
2	0	0.5	0.002	0.5	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12	0
3	0.01	0	0	0	0	0	0	0	0.99	0	0	0.0013	2e-05	0	0	0	0	0	0	8	0.14	0.17	0.073	0.18
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.096	0.17	0.28	0.18
5	0.2	0	0	0	0	0	0	0	0.77	0	0	0.0032	0.00044	0.00053	0	0.025	0	0	0	8	0.14	0.17	0.073	0.18
6	0	0	0	0	0	0.83	0	0	1.2e-05	0	0	0	0	0.17	0	0	0	0	0	5	0.031	0.019	0.024	0.18
7	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	1	0	0	0	15	0.096	0.17	0.28	0.18
8	3.5e-05	0	0	0	0	0	0	0	1	0	0	0	4e-05	0	0	0	0	0	0	8	0.14	0.17	0.073	0.18
9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.031	0.019	0.024	0.18
10	0	0.5	7.1e-05	0.5	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12	0
11	0	0	0.94	0	0	0	0	0	0	0.062	0	0	0	0	0	0	0	0	0	2	0	0	0.22	0
12	0	0.5	0.00092	0.5	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12	0
13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0.14	0.11	0.049	0.02
14	0	0.047	0.91	0.047	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.22	0
15	0	0.49	0.012	0.49	0	0	0.0051	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12	0
16	0	0.5	1.2e-05	0.5	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12	0
17	0	0	0	0	0	0	0	0	1	0	0	2.9e-05	0	0	0	0	0	0	0	8	0.14	0.17	0.073	0.18
18	0	0.5	1e-05	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12	0
19	0	0	0	0	0	0.99	0	0	0.0039	0	0	0	0.0014	0	0	0	0	0	0	5	0.031	0.019	0.024	0.18
20	0	0	0	0	0.033	0	0	0	0	0	0	0	0	3e-05	0	0	0	0	0.97	18	0	0.094	0	0
21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0.38	0.39	0.59	0.39
22	0	0.49	0.01	0.49	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12	0
23	0	0	0	0	0	0	0	0.11	0	0	0.89	0	0	0	0	0	0	0	0	10	0.38	0.39	0.59	0.39
24	0	0.5	0	0.5	0	0	5.9e-06	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12	0
25	0	0.5	0	0.5	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12	0
