SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0	0	1	0	0	8.4e-06	0	0	2	0.21	0.16
1	0.95	0	0	0.049	0	0	0	0	0	0.62	0.35
2	1	0	0	3.8e-05	0	0	0	0	0	0.62	0.35
3	0.93	0	0	0.07	0	0	0	0	0	0.62	0.35
4	0	0	0.0014	0	0.34	0.65	0	0	5	0.042	0.19
5	0	1	0	0	0	0	0	0	1	0.13	0
6	0.71	0	2.1e-06	0.25	0	0	0.037	0	0	0.62	0.35
7	0	0	0	0	1	0.0026	0	0	4	0	0.12
8	3.1e-06	0	1	0.00011	0	0	2e-05	0	2	0.21	0.16
9	0.97	0	0	0.031	0	0	0	0	0	0.62	0.35
10	0.99	0	0	7.9e-05	0	0	0.0063	0	0	0.62	0.35
11	0	1	0	0	0	0	0	0	1	0.13	0
12	0	0	0	0	0	1	0	0	5	0.042	0.19
13	1	0	0	3.6e-05	0	0	0	0	0	0.62	0.35
14	0.36	0	0	0.64	0	0	0	0	3	0.48	0.35
15	1	0	0	1.4e-05	0	0	0	0	0	0.62	0.35
16	1	0	0	0	0	0	8.6e-06	0	0	0.62	0.35
17	0	1	0	0	0	0	0	0	1	0.13	0
18	0	1	0	0	0	0	0	0	1	0.13	0
19	1	0	0	0	0	0	0	0	0	0.62	0.35
20	1	0	0	0	0	0	0	0	0	0.62	0.35
21	1	0	0	9e-05	0	0	7.8e-06	0	0	0.62	0.35
22	0	0	0	0	0	1	0	0	5	0.042	0.19
23	0	1	0	0	0	0	0	0	1	0.13	0
24	0	0	0	0	0	1	0	0	5	0.042	0.19
25	0	0	1	0	0	0	0	0	2	0.21	0.16
26	0	1	0	0	0	0	0	0	1	0.13	0
27	0	1	0	0	0	0	0	0	1	0.13	0
28	0	0	1	7.6e-06	0	0	0	0	2	0.21	0.16
29	0.98	0	0	0.016	0	0	0	0	0	0.62	0.35
30	0	1	0	0	0	0	0	0	1	0.13	0
31	0.91	0	0	0.085	0	0	0	0	0	0.62	0.35
32	0.62	0	0	0.38	0	0	0	0	0	0.62	0.35
33	0.9	0	0	0.099	0	0	0	0	0	0.62	0.35
34	0.045	0	0	0.96	0	0	0	0	3	0.48	0.35
35	0	1	0	0	0	0	0	0	1	0.13	0
36	0	0	1	0	0	0	0	0	2	0.21	0.16
37	0	0	7.7e-05	0	0	1	0	0	5	0.042	0.19
38	1	0	0	0.00016	0	0	0	0	0	0.62	0.35
39	0.9	0	1e-05	0.1	0	0	0.0024	0	0	0.62	0.35
40	0.99	0	0	0.0051	0	0	0.0013	0	0	0.62	0.35
41	0	0	1	0	0	0	0	0	2	0.21	0.16
42	0.34	0	0	0.66	0	0	0	0	3	0.48	0.35
43	1	0	0	3.5e-05	0	0	0	0	0	0.62	0.35
44	0	0	1	0	0	0	0	0	2	0.21	0.16
45	0	1	0.0019	0	0	0	0	0	1	0.13	0
46	0.99	0	0	0.0091	0	0	6.4e-05	0	0	0.62	0.35
47	0.16	0	0.12	0.72	0	0	0.00056	0	3	0.48	0.35
48	0	0	0	1	0	0	0	0	3	0.48	0.35
49	0	0	1	2.6e-06	0	0	0	0	2	0.21	0.16
50	0.93	0	0	0.055	0	0	0.013	0	0	0.62	0.35
51	1	0	0	0.0017	0	0	0	0	0	0.62	0.35
52	0.00085	0	0	0	0	0	1	0	6	0.62	0.16
53	0	0	1	0	0	0	0	0	2	0.21	0.16
54	0	1	0	0	0	0	0	0	1	0.13	0
55	0.14	0	0.61	0.25	0	8e-05	0.00058	0	2	0.21	0.16
56	0	1	0	0	0	0	0	0	1	0.13	0
57	1	0	0	0.001	0	0	0	0	0	0.62	0.35
58	0	1	5.5e-06	0	0	0	0	0	1	0.13	0
