SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	0	0	0	0	1	8.4e-06	0	4	0.21	0.16
1	0	0	0	0.99	0	0	0.011	3	0.62	0.35
2	0	0	0	1	0	0	0	3	0.62	0.35
3	0	0	0	0.93	0	0	0.074	3	0.62	0.35
4	0	0	0.35	0	0.0014	0.65	0	5	0.042	0.19
5	1	0	0	0	0	0	0	0	0.13	0
6	0	0	0	0.49	0	0	0.51	6	0.48	0.31
7	0	0	1	0	0	0.0025	0	2	0	0.12
8	0	0	0	3.4e-06	1	0	0.00028	4	0.21	0.16
9	0	0	0	0.99	0	0	0.0077	3	0.62	0.35
10	0	0	0	1	0	0	0.0025	3	0.62	0.35
11	1	0	0	0	0	0	0	0	0.13	0
12	0	0	0	0	0	1	0	5	0.042	0.19
13	0	0	0	1	0	0	0	3	0.62	0.35
14	0	0	0	0.69	0	0	0.31	3	0.62	0.35
15	0	0	0	1	0	0	4.6e-06	3	0.62	0.35
16	0	0	0	1	0	0	0	3	0.62	0.35
17	1	0	0	0	0	0	0	0	0.13	0
18	1	0	0	0	0	0	0	0	0.13	0
19	0	0	0	1	0	0	0	3	0.62	0.35
20	0	0	0	1	0	0	0	3	0.62	0.35
21	0	0	0	1	0	0	3.3e-05	3	0.62	0.35
22	0	0	0	0	0	1	0	5	0.042	0.19
23	1	0	0	0	0	0	0	0	0.13	0
24	0	0	0	0	0	1	0	5	0.042	0.19
25	0	0	0	0	1	0	0	4	0.21	0.16
26	1	0	0	0	0	0	0	0	0.13	0
27	1	0	0	0	0	0	0	0	0.13	0
28	0	0	0	0	1	0	2.2e-05	4	0.21	0.16
29	0	0	0	0.93	0	0	0.068	3	0.62	0.35
30	1	0	0	0	0	0	0	0	0.13	0
31	0	0	0	0.9	0	0	0.096	3	0.62	0.35
32	0	0	0	0.91	0	0	0.09	3	0.62	0.35
33	0	0	0	0.99	0	0	0.011	3	0.62	0.35
34	0	0	0	0.15	0	0	0.85	6	0.48	0.31
35	1	0	0	0	0	0	0	0	0.13	0
36	0	0	0	0	1	0	0	4	0.21	0.16
37	0	0	0	0	7.7e-05	1	0	5	0.042	0.19
38	0	0	0	1	0	0	4e-06	3	0.62	0.35
39	0	0	0	0.93	9.2e-06	0	0.065	3	0.62	0.35
40	0	0	0	0.99	0	0	0.0051	3	0.62	0.35
41	0	0	0	0	1	0	0	4	0.21	0.16
42	0	0	0	0.93	0	0	0.065	3	0.62	0.35
43	0	0	0	1	0	0	1.7e-05	3	0.62	0.35
44	0	0	0	0	1	0	0	4	0.21	0.16
45	1	0	0	0	0.0019	0	0	0	0.13	0
46	0	0	0	1	0	0	0.0042	3	0.62	0.35
47	0	1e-05	0	0.2	0.13	0	0.67	6	0.48	0.31
48	0	1	0	0	0	0	0	1	0.17	0.65
49	0	0	0	0	1	0	0	4	0.21	0.16
50	0	0	0	1	0	0	0	3	0.62	0.35
51	0	0	0	1	0	0	0	3	0.62	0.35
52	0	0	0	1	0	0	0	3	0.62	0.35
53	0	0	0	0	1	0	0	4	0.21	0.16
54	1	0	0	0	0	0	0	0	0.13	0
55	0	0.0064	0	0.21	0.79	0.0001	0	4	0.21	0.16
56	1	0	0	0	0	0	0	0	0.13	0
57	0	0	0	1	0	0	0	3	0.62	0.35
58	1	0	0	0	5.5e-06	0	0	0	0.13	0
59	0	0	0	0.98	0	0	0.017	3	0.62	0.35
60	0	0	0	1	0	0	0.00029	3	0.62	0.35
61	0	0.0011	0	1	0.00044	0	0	3	0.62	0.35
62	0	3.5e-05	0	1	0	0	0	3	0.62	0.35
63	1	0	0	0	0	0	0	0	0.13	0
64	0	0	0.98	0	0	0.018	0	2	0	0.12
65	0	0	0	0	1	0	0	4	0.21	0.16
66	0	0	0	0	1	0	1.4e-06	4	0.21	0.16
67	0	0	0	0.97	0	0	0.027	3	0.62	0.35
68	0	0	0	1	0	0	0.0046	3	0.62	0.35
69	0	0	0	1	0	0	0.0016	3	0.62	0.35
70	1	0	0	0	0	0	0	0	0.13	0
71	0	0	0	1	0	0	0	3	0.62	0.35
72	0	0	0	0	0	1	0	5	0.042	0.19
73	0	0	0	0	0.46	0.54	0	5	0.042	0.19
74	0	5.4e-05	0.11	0	0.0037	0.88	2.3e-06	5	0.042	0.19
75	0	0	1	8.3e-06	0	0.0019	0	2	0	0.12
76	0	0	0	1	1.4e-06	0	0	3	0.62	0.35
77	0	0	0	1	0	0	0.0016	3	0.62	0.35
78	0	0	0	1	0	0	4.4e-05	3	0.62	0.35
79	0	0	0	0	1	6.1e-05	0	4	0.21	0.16
80	0	0	0	0.63	0	0	0.37	3	0.62	0.35
81	0	1.4e-06	0	0.088	0.91	2.3e-05	0	4	0.21	0.16
82	1	0	0	0	0	0	0	0	0.13	0
83	0	0	0	1	0	0	5e-05	3	0.62	0.35
84	0	0	0	8.9e-06	0.011	0	0.99	6	0.48	0.31
85	0	0	0	1	0	0	2.9e-05	3	0.62	0.35
86	0	0	0.51	0.43	0	0.055	0	2	0	0.12
87	0	0	0	1	0	0	0	3	0.62	0.35
88	0	0	0	0.97	0	0	0.032	3	0.62	0.35
89	0	0	0	0.00014	0	0	1	6	0.48	0.31
90	0	0	0	1	0	0	0	3	0.62	0.35
91	0	0	0	0.98	5.2e-06	0	0.016	3	0.62	0.35
92	1	0	0	0	0	0	0	0	0.13	0
93	0	0	0	1	0	0	0.0019	3	0.62	0.35
94	0	0	0	0.0041	0.85	0	0.15	4	0.21	0.16
95	0	0	0	0.049	0	0	0.95	6	0.48	0.31
96	0	0	0.99	0	0	0.0053	0	2	0	0.12
97	0	0	0	0.0015	0	0	1	6	0.48	0.31
98	0	0	0	0.33	0.27	0	0.4	6	0.48	0.31
99	1	0	0	0	0	0	0	0	0.13	0
100	0	0	1	0	0	5.8e-06	0	2	0	0.12
101	0	0	0	0	1	0	0	4	0.21	0.16
102	0	0	0	0.57	0	0	0.43	3	0.62	0.35
103	0	0	0	0	0	1	0	5	0.042	0.19
104	0	0	0	0	1	0	0	4	0.21	0.16
105	0	0	0.99	0	0	0.013	0	2	0	0.12
106	0	0	0	1	0	0	0.0038	3	0.62	0.35
107	0	0	0	1	0	0	0	3	0.62	0.35
108	0	1	0	0	0	0	0	1	0.17	0.65
109	0	0	0	0	0	1	0	5	0.042	0.19
110	0	0	0	1	0	0	0	3	0.62	0.35
111	0	0	0	0	0	1	0	5	0.042	0.19
112	0	0	1	0	0	0	0	2	0	0.12
113	0	3.8e-06	0	0.58	0	0	0.42	3	0.62	0.35
114	0	0	1	0	0	0.00051	0	2	0	0.12
115	0	0	0	0	1	1.1e-06	0	4	0.21	0.16
116	0	0	0	0.084	0.77	0	0.15	4	0.21	0.16
117	0	0	0	0.88	0	0	0.12	3	0.62	0.35
118	0	0	0	0	1	0	4.7e-06	4	0.21	0.16
119	1	0	0	0	0	0	0	0	0.13	0
120	0	0	0	0	0	1	0	5	0.042	0.19
121	0	0	0	0.99	0	0	0.0067	3	0.62	0.35
122	0	0	0	0	1	0	0	4	0.21	0.16
123	0	0	0	1	0	0	0.0018	3	0.62	0.35
124	1	0	0	0	0	0	0	0	0.13	0
125	0	0	0	1	0	0	0.00033	3	0.62	0.35
126	0	0	0	0	0	1	0	5	0.042	0.19
127	0	0	1	0	0	0	0	2	0	0.12
128	0	0	0	0	1	0	0	4	0.21	0.16
129	0	5e-06	0	0.56	0.037	0	0.41	3	0.62	0.35
130	0	0	0	1	0	0	0	3	0.62	0.35
131	0	0	1	0	0	0	0	2	0	0.12
132	1	0	0	0	0	0	0	0	0.13	0
133	0	0	1	0	0	0	0	2	0	0.12
134	0	0	0	1	0	0	8.1e-05	3	0.62	0.35
135	0	0	0	1	0	0	0.0028	3	0.62	0.35
136	0	0	0	0.86	4e-05	0	0.14	3	0.62	0.35
137	1	0	0	0	0	0	0	0	0.13	0
138	1	0	0	0	0.00015	0	0	0	0.13	0
139	1	0	0	0	1.4e-05	0	0	0	0.13	0
140	1	0	0	0	0	0	0	0	0.13	0
141	0	0	0	1	0	0	0.00032	3	0.62	0.35
142	0	0	0	0	1	0	0	4	0.21	0.16
143	0	1.3e-06	0	0.86	0.0051	0	0.13	3	0.62	0.35
144	1	0	0	0	0	0	0	0	0.13	0
145	0	0	0	0.56	0	0	0.44	3	0.62	0.35
146	0	0	1	0	0	0.00013	0	2	0	0.12
147	0	0	0	0.99	0	0	0.013	3	0.62	0.35
148	0	0	0	0	1	0	0	4	0.21	0.16
149	1	0	0	0	0	0	0	0	0.13	0
150	1	0	0	0	0	0	0	0	0.13	0
151	1	0	0	0	0	0	0	0	0.13	0
152	0	3e-06	0	0.94	1.7e-06	0	0.061	3	0.62	0.35
153	0	0	1	0	0	0	0	2	0	0.12
