SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	0	1	0	0.0012	1	0.042	0.16
1	1	0	0	0	0	0.62	0.35
2	1	0	0	0	0	0.62	0.35
3	1	0	0	0	0	0.62	0.35
4	0	1	0	0.0011	1	0.042	0.16
5	0	0	1	0	2	0.13	0
6	1	0	0	0.0023	0	0.62	0.35
7	0	1	0	0	1	0.042	0.16
8	7.5e-06	0	0	1	3	0.25	0.23
9	1	0	0	0	0	0.62	0.35
10	1	0	0	0	0	0.62	0.35
11	0	0	1	0	2	0.13	0
12	0	1	0	0	1	0.042	0.16
13	1	0	0	0	0	0.62	0.35
14	1	0	0	0	0	0.62	0.35
15	1	0	0	0	0	0.62	0.35
16	1	0	0	0	0	0.62	0.35
17	0	0	1	0	2	0.13	0
18	0	0	1	0	2	0.13	0
19	1	0	0	0	0	0.62	0.35
20	1	0	0	0	0	0.62	0.35
21	1	0	0	0	0	0.62	0.35
22	0	1	0	0	1	0.042	0.16
23	0	0	1	0	2	0.13	0
24	0	1	0	0	1	0.042	0.16
25	0	1	0	0	1	0.042	0.16
26	0	0	1	0	2	0.13	0
27	0	0	1	0	2	0.13	0
28	0	0	0	1	3	0.25	0.23
29	1	0	0	0	0	0.62	0.35
30	0	0	1	0	2	0.13	0
31	1	0	0	0	0	0.62	0.35
32	1	0	0	0	0	0.62	0.35
33	1	0	0	0	0	0.62	0.35
34	1	0	0	0	0	0.62	0.35
35	0	0	1	0	2	0.13	0
36	0	0	0	1	3	0.25	0.23
37	0	1	0	0.00048	1	0.042	0.16
38	1	0	0	0	0	0.62	0.35
39	1	0	0	0.0007	0	0.62	0.35
40	1	0	0	0	0	0.62	0.35
41	0	0	0	1	3	0.25	0.23
42	1	0	0	0	0	0.62	0.35
43	1	0	0	0	0	0.62	0.35
44	0	0	0	1	3	0.25	0.23
45	0	8.5e-06	1	4.4e-05	2	0.13	0
46	1	0	0	0	0	0.62	0.35
47	0.047	0	0	0.95	3	0.25	0.23
48	1	0	0	0	0	0.62	0.35
49	0	0	0	1	3	0.25	0.23
50	1	0	0	1.8e-05	0	0.62	0.35
51	1	0	0	0	0	0.62	0.35
52	1	0	0	0	0	0.62	0.35
53	0	0	0	1	3	0.25	0.23
54	0	0	1	0	2	0.13	0
55	0.036	1.3e-05	0	0.96	3	0.25	0.23
56	0	0	1	0	2	0.13	0
57	1	0	0	0	0	0.62	0.35
58	0	0	1	0	2	0.13	0
59	1	0	0	0	0	0.62	0.35
60	1	0	0	0	0	0.62	0.35
61	0.93	0	0	0.065	0	0.62	0.35
62	1	0	0	0.00084	0	0.62	0.35
63	0	0	1	0	2	0.13	0
64	0	1	0	0	1	0.042	0.16
65	0	0	0	1	3	0.25	0.23
66	0	0	0	1	3	0.25	0.23
67	1	0	0	0	0	0.62	0.35
68	1	0	0	0	0	0.62	0.35
69	1	0	0	0	0	0.62	0.35
70	0	0	1	0	2	0.13	0
71	1	0	0	0	0	0.62	0.35
72	0	1	0	0	1	0.042	0.16
73	0	0.85	0	0.15	1	0.042	0.16
74	0	0.99	0	0.014	1	0.042	0.16
75	0.00039	1	0	0	1	0.042	0.16
76	1	0	0	0.00047	0	0.62	0.35
77	1	0	0	0	0	0.62	0.35
78	1	0	0	0	0	0.62	0.35
79	0	0.86	0	0.14	1	0.042	0.16
