SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0	0.79	0	0	0	0	0	0	0.21	0	1	0.21	0.19
1	0.96	0	0	0	0.00013	0	0	0.04	0	0	0	0.62	0.35
2	1	0	0	0	0	0	0	3e-05	0	0	0	0.62	0.35
3	0.94	0	0	0	0.0081	0	0	0.056	0	0	0	0.62	0.35
4	0	0.0044	0.51	0	0	0	0	0	0.48	0	2	0	0.12
5	0	0	0	1	0	0	0	0	0	0	3	0.084	0
6	0.42	8.6e-06	0	0	0.45	0	0	0.12	0	0	4	0.62	0.23
7	0	0	1	0	0	0	0	0	0.00038	0	2	0	0.12
8	4.1e-06	1	0	0	1.7e-05	0	0	0.00012	0	0	1	0.21	0.19
9	0.97	0	0	0	0.00073	0	0	0.025	0	0	0	0.62	0.35
10	0.013	0	0	0	0.99	0	0	0	0	0	4	0.62	0.23
11	0	0	0	1	0	0	0	0	0	0	3	0.084	0
12	0	0	0	0	0	0	0	0	1	0	8	0.042	0.16
13	1	0	0	0	0	0	0	2.9e-05	0	0	0	0.62	0.35
14	0.41	0	0	0	0.00017	0	0	0.59	0	0	7	0.48	0.35
15	1	0	0	0	3.5e-05	0	0	1.1e-05	0	0	0	0.62	0.35
16	0.46	0	0	0	0.54	0	0	0	0	0	4	0.62	0.23
17	0	0	0	1	0	0	7.5e-05	0	0	0	3	0.084	0
18	0	0	0	9e-05	0	0	1	0	0	0	6	0.25	0
19	1	0	0	0	1.4e-05	0	0	0	0	0	0	0.62	0.35
20	1	0	0	0	0	0	0	0	0	0	0	0.62	0.35
21	1	0	0	0	0.00026	0	0	7.1e-05	0	0	0	0.62	0.35
22	0	0	0	0	0	0	0	0	1	0	8	0.042	0.16
23	0	0	0	0.96	0	0	0.036	0	0	0	3	0.084	0
24	0	0	0	0	0	0	0	0	1	0	8	0.042	0.16
25	0	5.1e-05	0	0	0	0	0	0	1	0	8	0.042	0.16
26	0	0	0	0.065	0	0	0.93	0	0	0	6	0.25	0
27	0	0	0	1	0	0	0.0046	0	0	0	3	0.084	0
28	0	1	0	0	0	0	0	0	0	0	1	0.21	0.19
29	0.9	0	0	0	0.085	0	0	0.011	0	0	0	0.62	0.35
30	0	0	0	1	0	0	0	0	0	0	3	0.084	0
31	0.92	0	0	0	0.012	0	0	0.069	0	0	0	0.62	0.35
32	0.67	0	0	0	4.6e-06	0	0	0.33	0	0	0	0.62	0.35
33	0.92	0	0	0	3e-06	0	0	0.081	0	0	0	0.62	0.35
34	0.055	0	0	0	0	0	0	0.94	0	0	7	0.48	0.35
35	0	0	0	1	0	0	0	0	0	0	3	0.084	0
36	0	1	0	0	0	0	0	0	0	0	1	0.21	0.19
37	0	0.0036	0	0	0	1.4e-06	0	0	1	0	8	0.042	0.16
38	1	0	0	0	0	0	0	0.00013	0	0	0	0.62	0.35
39	0.89	3.5e-05	0	0	0.031	0	0	0.079	0	0	0	0.62	0.35
40	0.93	0	0	0	0.062	0	0	0.0038	0	0	0	0.62	0.35
41	0	1	0	0	0	0	0	0	0	0	1	0.21	0.19
42	0.39	0	0	0	0	0	0	0.61	0	0	7	0.48	0.35
