SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0	0	0	9.9e-06	0	0	0	0	0	0	0	0	0	1	13	0.21	0.16
1	0	0	0.5	0	0	0	0	0	0.5	7.4e-05	0	2.5e-06	0	0	8	0.62	0.35
2	0	0	0.5	0	0	4.3e-05	0	0	0.5	0	0	0	0	0	8	0.62	0.35
3	0	0	0.5	0	5.9e-05	5.6e-06	0	0	0.5	0.0046	0	7.1e-06	0	0	8	0.62	0.35
4	0	0.34	0	0.66	2.1e-06	0	0	0	0	0	0	3.3e-06	0	0.0012	3	0.042	0.19
5	0	0	0	0	0	0	0.86	0	0	0	0	0	0.14	0	6	0.084	0
6	0	0	0.19	0	0.41	2.3e-06	0	0	0.19	0.21	0	0.0037	0	0	4	0.38	0.23
7	0	1	0	0.0026	0	0	0	0	0	0	0	0	0	0	1	0	0.12
8	0	0	1.8e-06	0	0.054	0	0	0	1.8e-06	7.5e-06	0	0.0027	0	0.94	13	0.21	0.16
9	0	0	0.5	0	0	0	0	0	0.5	0.0004	0	4.6e-06	0	0	8	0.62	0.35
10	0	0	0.012	0	0	0	0	0	0.012	0.98	0	0	0	0	9	0.62	0.23
11	0	0	0	0	0	0	0.99	0	0	0	0	0	0.014	0	6	0.084	0
12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0.042	0.19
13	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	8	0.62	0.35
14	0	0	0.5	0	0.00039	0	0	0	0.5	0.00021	0	0.0069	0	0	8	0.62	0.35
15	0	0	0.5	0	0	0	0	0	0.5	1.9e-05	0	0	0	0	8	0.62	0.35
16	0	0	0.31	0	0.001	0	0	0	0.31	0.38	0	0	0	0	9	0.62	0.23
17	0	0	0	0	0	0	0.76	5.8e-05	0	0	0	0	0.24	0	6	0.084	0
18	0	0	0	0	0	0	8.7e-05	0.98	0	0	0	0	0.016	0	7	0.25	0
19	0	0	0.5	0	0	0.00031	0	0	0.5	7.2e-06	0	0	0	0	8	0.62	0.35
20	0	0	0.5	0	0	0.00025	0	0	0.5	0	0	0	0	0	8	0.62	0.35
21	0	0	0.5	0	0	0.0049	0	0	0.5	0.00014	0	0	0	0	8	0.62	0.35
22	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0.042	0.19
23	0	0	0	0	0	0	0.53	0.02	0	0	0	0	0.45	0	6	0.084	0
24	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0.042	0.19
25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0.21	0.16
26	0	0	0	0	0	0	0.034	0.49	0	0	0	0	0.48	0	7	0.25	0
27	0	0	0	0	0	0	0.47	0.0022	0	0	0	0	0.53	0	12	0.13	0
28	0	0	0	0	0.046	0	0	0	0	0	0	0.019	0	0.93	13	0.21	0.16
29	0	0	0.48	0	0	0	0	0	0.48	0.047	0	0	0	0	8	0.62	0.35
30	0	0	0	0	0	0	0.99	0	0	0	0	0	0.0077	0	6	0.084	0
31	0	0	0.5	0	2.9e-05	1.1e-06	0	0	0.5	0.0066	0	0	0	0	8	0.62	0.35
32	0	0	0.5	0	0	1.7e-06	0	0	0.5	3.6e-06	0	1.9e-05	0	0	8	0.62	0.35
33	0	0	0.5	0	0	9.5e-05	0	0	0.5	1.7e-06	0	4.1e-06	0	0	8	0.62	0.35
34	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	8	0.62	0.35
