SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0	0	0	0.97	0.033	0	0	0	10	0.042	0.12
1	1	0	0	0	0	2.5e-06	0	1.6e-05	0	0	0	0	0	0	0	0	0.62	0.35
2	1	0	0	0	1.1e-06	0	0	0	0	0	0	0	4.1e-05	0	0	0	0.62	0.35
3	1	0	0	0	0	7.3e-06	0	0.003	0	0	0	0	5.3e-06	0	0	0	0.62	0.35
4	0	0	0	0	0	2.9e-06	0.86	0	0.0066	0	0.041	0.0022	0	0	0.089	6	0	0.16
5	0	0	0	0.63	0	0	0	0	0	0	0	0	0	0.37	0	3	0.084	0
6	0.36	0	0	0	0	0.0037	0	0.63	0	0	0	6e-06	2.1e-06	0	0	7	0.48	0.23
7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0.16
8	5.1e-06	0	0	0	0	0.004	0	0.0016	0	0	0	0.99	0	0	0	11	0.21	0.19
9	1	0	0	0	0	4.7e-06	0	5.5e-05	0	0	0	0	0	0	0	0	0.62	0.35
10	0.99	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0.62	0.35
11	0	0	0	0.63	0	0	0	0	0	0	0	0	0	0.37	0	3	0.084	0
12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1.3e-05	10	0.042	0.12
13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62	0.35
14	0.99	0	0	0	0	0.007	0	0.0016	0	0	0	0	0	0	0	0	0.62	0.35
15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62	0.35
16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62	0.35
17	0	0	7.5e-05	0.63	0	0	0	0	0	0	0	0	0	0.37	0	3	0.084	0
18	0	0	1	5.7e-05	0	0	0	0	0	0	0	0	0	3.3e-05	0	2	0.25	0
19	1	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0.62	0.35
20	1	0	0	0	0	0	0	0	0	0	0	0	0.00024	0	0	0	0.62	0.35
21	1	0	0	0	0	0	0	3.1e-06	0	0	0	0	0.0046	0	0	0	0.62	0.35
22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.042	0.12
23	0	0	0.036	0.61	0	0	0	0	0	0	0	0	0	0.35	0	3	0.084	0
24	0	0	0	0	0	0	0	0	0	0	0.98	0	0	0	0.019	10	0.042	0.12
25	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.042	0.12
26	0	0	0.93	0.041	0	0	0	0	0	0	0	0	0	0.024	0	2	0.25	0
27	0	0	0.0046	0.63	0	0	0	0	0	0	0	0	0	0.37	0	3	0.084	0
28	0	0	0	0	0	0.0029	0	4.7e-06	0	0	0	1	0	0	0	11	0.21	0.19
29	0.99	0	0	0	0	0	0	0.0068	0	0	0	0	0	0	0	0	0.62	0.35
30	0	0	0	0.63	0	0	0	0	0	0	0	0	0	0.37	0	3	0.084	0
31	0.99	0	0	0	0	0	0	0.0053	0	0	0	0	1e-06	0	0	0	0.62	0.35
32	1	0	0	0	0	2e-05	0	1.9e-05	0	0	0	0	1.6e-06	0	0	0	0.62	0.35
33	1	0	0	0	0	4.2e-06	0	1.6e-06	0	0	0	0	8.9e-05	0	0	0	0.62	0.35
34	1	0	0	0	0	0	0	1.5e-05	0	0	0	0	0	0	0	0	0.62	0.35
35	0	0	0	0.63	0	0	0	0	0	0	0	0	0	0.37	0	3	0.084	0
36	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0.21	0.19
37	0	0	0	0	0	0	0	0	0	0	0.0025	0.0003	0	0	1	14	0.042	0.35
38	0.96	0	0	0	1.7e-06	0	0	0	0	0	0	0	0.042	0	0	0	0.62	0.35
39	0.97	0	0	0	0	0.0087	0	0.017	0	0	0	3.1e-05	0.0021	0	0	0	0.62	0.35
40	1	0	0	0	0	0	0	0.0016	0	0	0	0	0.0025	0	0	0	0.62	0.35
41	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0.21	0.19
42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62	0.35
43	1	0	0	0	0	0	0	0	0	0	0	0	5.1e-06	0	0	0	0.62	0.35
44	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0.21	0.19
45	0	0	0.69	0.2	0	0	0	0	0	3.5e-06	2.6e-05	0.00051	0	0.12	0	2	0.25	0
46	1	0	0	0	0	4.5e-06	0	0.00028	0	0	0	0	0	0	0	0	0.62	0.35
47	0.051	0	0	0	0	0.73	0	0.046	0	0	0	0.18	0	0	0	5	0.34	0.35
48	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.34	0.35
49	0	0	0	0	0	0.001	0	0	0	0	0	1	0	0	0	11	0.21	0.19
50	1	0	0	0	0	0.00091	0	0	0	0	0	0	0	0	0	0	0.62	0.35
51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62	0.35
52	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62	0.35
53	0	0	0	0	0	2.2e-06	0	0	0	0	0	1	0	0	0	11	0.21	0.19
54	0	0	0	0.63	0	0	0	0	0	0	0	0	0	0.37	0	3	0.084	0
55	0.037	0	0	0	0	0.57	0	0	0	0	0	0.39	0	0	2.6e-05	5	0.34	0.35
