SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0	0	1	0	0	0	0	8.1e-06	0	0	0	2	0.21	0.16
1	0	0.96	0	0	0	0	0	0	0	0.037	0	1	0.62	0.35
2	0	1	0	0	0	0	0	0	0	2.8e-05	0	1	0.62	0.35
3	0	0.95	0	0	0	0	2.5e-06	0	0	0.054	0	1	0.62	0.35
4	0	0	0.00083	0	0	0.005	0	0.37	0	0	0.63	10	0	0.16
5	1	0	0	0	0	0	0	0	0	0	0	0	0.084	0
6	0	0.64	0	0	0	0	0.19	0	0	0.17	0	1	0.62	0.35
7	0	0	0	0	0	0	0	2.7e-06	0	0	1	10	0	0.16
8	0	3.2e-06	0.99	0	0	0	0.01	0	0	8.3e-05	0	2	0.21	0.16
9	0	0.98	0	0	0	0	0	0	0	0.023	0	1	0.62	0.35
10	0	1	0	0	0	0	0	0	0	6e-05	0	1	0.62	0.35
11	1	0	0	0	0	0	0	0	0	0	0	0	0.084	0
12	0	0	0	0	0	0	0	1	0	0	0	7	0.042	0.19
13	0	1	0	0	0	0	0	0	0	2.7e-05	0	1	0.62	0.35
14	0	0.43	0	0	0	0	1.3e-06	0	0	0.57	0	9	0.48	0.35
15	0	1	0	0	0	0	0	0	0	1.1e-05	0	1	0.62	0.35
16	0	1	0	0	0	0	0	0	0	0	0	1	0.62	0.35
17	1	0	0	0	0	0	0	0	7.5e-05	0	0	0	0.084	0
18	9e-05	0	0	0	0	0	0	0	1	0	0	8	0.25	0
19	0	1	0	0	0	0	0	0	0	0	0	1	0.62	0.35
20	0	1	0	0	0	0	0	0	0	0	0	1	0.62	0.35
21	0	1	0	0	0	0	0	0	0	6.7e-05	0	1	0.62	0.35
22	0	0	0	0	0	0	0	1	0	0	0	7	0.042	0.19
23	0.96	0	0	0	0	0	0	0	0.036	0	0	0	0.084	0
24	0	0	0	0	0	0	0	1	0	0	0	7	0.042	0.19
25	0	0	1	0	0	0	0	0	0	0	0	2	0.21	0.16
26	0.065	0	0	0	0	0	0	0	0.93	0	0	8	0.25	0
27	1	0	0	0	0	0	0	0	0.0046	0	0	0	0.084	0
28	0	0	1	0	0	0	0.00076	0	0	6e-06	0	2	0.21	0.16
29	0	0.99	0	0	0	0	0	0	0	0.012	0	1	0.62	0.35
30	1	0	0	0	0	0	0	0	0	0	0	0	0.084	0
31	0	0.93	0	0	0	0	2.9e-06	0	0	0.066	0	1	0.62	0.35
32	0	0.68	0	0	0	0	0	0	0	0.32	0	1	0.62	0.35
33	0	0.92	0	0	0	0	0	0	0	0.077	0	1	0.62	0.35
34	0	0.059	0	0	0	0	0	0	0	0.94	0	9	0.48	0.35
35	1	0	0	0	0	0	0	0	0	0	0	0	0.084	0
36	0	0	1	0	0	0	0	0	0	0	0	2	0.21	0.16
37	0	0	8e-05	0	0	0	0	1	0	0	0	7	0.042	0.19
38	0	1	0	0	0	0	0	0	0	0.00012	0	1	0.62	0.35
39	0	0.92	9.7e-06	0	0	0	0.0027	0	0	0.077	0	1	0.62	0.35
40	0	1	0	0	0	0	1.6e-05	0	0	0.0038	0	1	0.62	0.35
41	0	0	1	0	0	0	0	0	0	0	0	2	0.21	0.16
42	0	0.41	0	0	0	0	0	0	0	0.59	0	9	0.48	0.35
43	0	1	0	0	0	0	0	0	0	2.6e-05	0	1	0.62	0.35
44	0	0	1	0	0	0	0	0	0	0	0	2	0.21	0.16
45	0.31	0	0.0032	3.5e-06	0	0	2.7e-06	0	0.68	0	0	8	0.25	0
46	0	0.99	0	0	0	0	1.8e-06	0	0	0.0069	0	1	0.62	0.35
47	0	0.18	0.12	0	1e-05	0	0.11	0	0	0.59	0	9	0.48	0.35
48	0	0	0	0	1	0	0	0	0	1.4e-05	0	4	0.17	0.65
49	0	0	1	0	0	0	0	0	0	2e-06	0	2	0.21	0.16
50	0	0.96	0	0	0	0	0	0	0	0.043	0	1	0.62	0.35
51	0	1	0	0	0	0	0	0	0	0.0012	0	1	0.62	0.35
52	0	1	0	0	0	0	0	0	0	0	0	1	0.62	0.35
53	0	0	1	0	0	0	7.5e-05	0	0	0	0	2	0.21	0.16
54	1	0	0	0	0	0	0	0	0	0	0	0	0.084	0
55	0	0.16	0.63	0	0.0053	0	0	8e-05	0	0.21	0	2	0.21	0.16
56	1	0	0	0	0	0	0	0	0	0	0	0	0.084	0
57	0	1	0	0	0	0	0	0	0	0.00078	0	1	0.62	0.35
58	0.062	0	6.7e-06	0	0	0	0	0	0.94	0	0	8	0.25	0
59	0	0.97	0	0	0	0	0	0	0	0.033	0	1	0.62	0.35
60	0	1	0	0	0	0	0	0	0	0.0011	0	1	0.62	0.35
61	0	0.69	0.00033	0	0.00082	0	0	0	0	0.31	0	1	0.62	0.35
62	0	0.21	0	0	8e-06	0	0	0	0	0.79	0	9	0.48	0.35
63	1	0	0	0	0	0	0	0	0	0	0	0	0.084	0
64	0	0	0	0	0	0.012	0	0.01	0	0	0.98	10	0	0.16
65	0	0	1	0	0	0	0	0	0	0	0	2	0.21	0.16
66	0	0	1	0	0	0	0.00029	0	0	0	0	2	0.21	0.16
67	0	0.42	0	0	0	0	0	0	0	0.58	0	9	0.48	0.35
68	0	0.99	0	0	0	0	8.9e-06	0	0	0.0055	0	1	0.62	0.35
69	0	0.99	0	0	0	0	0	0	0	0.009	0	1	0.62	0.35
70	0	0	0	0	0	0	0	0	1	0	0	8	0.25	0
71	0	1	0	0	0	0	0	0	0	0	0	1	0.62	0.35
