SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1	dcf2
0	1.7e-05	0	0.00063	0.47	0	0.53	0	5	0.15	0.13	0.23
1	0.052	0	0.2	0.26	0	0.48	0	5	0.15	0.13	0.23
2	0	0	0	0	0	1	0	5	0.15	0.13	0.23
3	0.17	0	0.62	0.091	0	0.13	0	2	0.23	0.21	0.35
4	0.045	4.6e-05	0.13	0.12	0	0.7	0	5	0.15	0.13	0.23
5	0.00027	0	0.00095	0.068	0	0.93	0	5	0.15	0.13	0.23
6	0.0088	0	0.011	0.062	0	0.92	0	5	0.15	0.13	0.23
7	0	0	0	0	1	0	0	4	0.15	0.13	0.051
8	0.26	0.23	0.39	0.0039	0	0.12	0	2	0.23	0.21	0.35
9	7.2e-05	0	0.0011	0.29	0	0.71	0	5	0.15	0.13	0.23
10	0	0	0	0	0	1	0	5	0.15	0.13	0.23
11	0.00066	1.8e-05	0.0036	0.063	0	0.93	0	5	0.15	0.13	0.23
12	0	0	0	0	0	1	0	5	0.15	0.13	0.23
13	0.13	0.017	0.41	0.02	0	0.43	0	5	0.15	0.13	0.23
14	0.00014	0	0.0031	0.00019	0	0.94	0.053	5	0.15	0.13	0.23
15	0	0	0	0	0	0.97	0.033	5	0.15	0.13	0.23
16	0	0	0	0	1	0	0	4	0.15	0.13	0.051
17	0.013	0.002	0.034	0.13	0.00079	0.82	0	5	0.15	0.13	0.23
18	0	0	0	0	0	1	0	5	0.15	0.13	0.23
19	0.74	3e-06	0.19	0.015	0	0.06	0	0	0.31	0.21	0.35
20	0.083	9.6e-06	0.21	0.12	0	0.59	0	5	0.15	0.13	0.23
21	0.00081	1.9e-05	0.0021	0.032	0	0.97	0	5	0.15	0.13	0.23
22	0.087	0.00039	0.49	0.015	0	0.41	0	2	0.23	0.21	0.35
23	0	0	0	0	1	0	0	4	0.15	0.13	0.051
24	0	0	0	0	0	0	1	6	0	0.014	0.23
25	0.21	0	0.58	0.012	0	0.19	0	2	0.23	0.21	0.35
26	0	0	0	0	0	1	0	5	0.15	0.13	0.23
27	0	0	0	0	1	0	0	4	0.15	0.13	0.051
28	0.0081	0	0.023	0.12	0	0.84	0	5	0.15	0.13	0.23
29	0	0	1.4e-05	0.009	0	0.99	0	5	0.15	0.13	0.23
30	0.00015	0	0.004	0.026	0	0.97	0	5	0.15	0.13	0.23
31	0	0	0	0	1	0	0	4	0.15	0.13	0.051
32	0	0	2.9e-05	0	0	1	0	5	0.15	0.13	0.23
33	0.033	1.7e-05	0.18	0.12	0	0.67	0	5	0.15	0.13	0.23
34	0	0	0	0	0	1	0	5	0.15	0.13	0.23
35	0	0	0	0	0	1	0	5	0.15	0.13	0.23
36	0.0005	0	0.00052	0.31	0.012	0.67	0	5	0.15	0.13	0.23
37	0	0	0	0	0	1	0	5	0.15	0.13	0.23
38	0	0	0	0	0	1	0.0025	5	0.15	0.13	0.23
39	5.6e-06	0	0.00029	0.0001	0	1	0	5	0.15	0.13	0.23
40	0	0	0	0	0	1	0	5	0.15	0.13	0.23
41	0	0	0	0	0	0.98	0.02	5	0.15	0.13	0.23
42	0	0	0	0	0	0	1	6	0	0.014	0.23
43	0.15	0.0076	0.37	0.12	0	0.35	0	2	0.23	0.21	0.35
44	0	0	0	0	0	1	0	5	0.15	0.13	0.23
45	0.0022	0	0.0038	0.49	2e-05	0.5	0	5	0.15	0.13	0.23
46	0	0	0	0	1	0	0	4	0.15	0.13	0.051
47	0.0035	0	0.0046	0.19	0	0.81	0	5	0.15	0.13	0.23
48	0	0	0	0	0	0	1	6	0	0.014	0.23
49	0	0	0	0	0	1	0	5	0.15	0.13	0.23
50	0	0	0	0	0	1	0	5	0.15	0.13	0.23
51	0	0	0	0	0	0.99	0.0084	5	0.15	0.13	0.23
52	3.3e-05	0	0.00079	0.0016	7.7e-05	1	0	5	0.15	0.13	0.23
53	0.0031	0	0.017	0.15	7e-05	0.83	0	5	0.15	0.13	0.23
54	0	0	0	0	0	1	0	5	0.15	0.13	0.23
55	0	0	0	0	1	0	0	4	0.15	0.13	0.051
56	0.12	0.14	0.73	0.0034	0	0.0061	0	2	0.23	0.21	0.35
57	0.00012	5.4e-06	0.0019	0.022	0	0.98	0	5	0.15	0.13	0.23
58	0.0065	0	0.093	0.0027	0	0.9	0	5	0.15	0.13	0.23
59	0	0	0	0	0	0	1	6	0	0.014	0.23
60	0.00033	0	0.0011	0.12	0	0.88	0	5	0.15	0.13	0.23
61	0	0	0	0	0	0	1	6	0	0.014	0.23
62	5.9e-05	0	0.00012	0.14	0.0057	0.85	0	5	0.15	0.13	0.23
63	6.3e-05	0	0.00017	0.31	0	0.69	0	5	0.15	0.13	0.23
64	0.071	0	0.91	0.00043	0	0.019	0	2	0.23	0.21	0.35
65	0	0	0	0	1	0	0	4	0.15	0.13	0.051
66	0	0	0	0.01	0.00019	0.99	0	5	0.15	0.13	0.23
67	0.17	0	0.82	0.00061	0	0.0015	0	2	0.23	0.21	0.35
68	0	0	1.2e-06	0.022	0	0.98	0	5	0.15	0.13	0.23
69	0.00013	0	0.0014	0.011	0	0.99	0	5	0.15	0.13	0.23
70	0	0	1.6e-06	0.3	0	0.7	0	5	0.15	0.13	0.23
71	0	0	0	0	0	0	1	6	0	0.014	0.23
72	0.3	0.00057	0.68	0.0024	0	0.015	0	2	0.23	0.21	0.35
73	0.011	2.7e-06	0.025	0.21	0	0.75	0	5	0.15	0.13	0.23
74	0	0	0	0.018	0	0.98	0	5	0.15	0.13	0.23
75	0.00015	0	0.0023	0.025	0	0.97	0	5	0.15	0.13	0.23
76	0	0	2.9e-06	0.22	0	0.78	0	5	0.15	0.13	0.23
77	0.14	7.9e-05	0.76	0.0098	0	0.085	0	2	0.23	0.21	0.35
78	0.7	0	0.3	6.6e-06	0	9.3e-06	0	0	0.31	0.21	0.35
79	0.05	0	0.94	0.00034	0	0.0077	0	2	0.23	0.21	0.35
80	0.00011	0	0.0018	0.43	0	0.56	0	5	0.15	0.13	0.23
81	0	0	1e-05	0.095	0	0.91	0	5	0.15	0.13	0.23
82	0.31	0	0.55	0.0045	0	0.14	0	2	0.23	0.21	0.35
83	8.1e-05	0	0.0013	0.025	0.21	0.77	0	5	0.15	0.13	0.23
84	0	0	0	0.35	0	0.65	0	5	0.15	0.13	0.23
85	0.0057	0	0.018	0.17	0	0.81	0	5	0.15	0.13	0.23
86	0.0096	0	0.64	0.0001	0	0.35	0	2	0.23	0.21	0.35
87	0	0	0	0.62	0	0.38	0	3	0.31	0.21	0.23
88	3e-06	0	9.8e-06	0.48	0	0.52	0	5	0.15	0.13	0.23
89	0.0065	0	0.25	0.14	0	0.61	0	5	0.15	0.13	0.23
90	0.28	0.022	0.68	0.009	0	0.012	0	2	0.23	0.21	0.35
91	0.00031	0	0.0006	0.13	0.63	0.25	0	4	0.15	0.13	0.051
92	0.0062	0	0.013	0.016	0	0.96	0	5	0.15	0.13	0.23
93	0	0	0	0.086	3.8e-05	0.91	0	5	0.15	0.13	0.23
94	0	0	0	0	0	0	1	6	0	0.014	0.23
95	0.0011	0	0.011	0.096	0	0.89	0	5	0.15	0.13	0.23
96	0	0	3.4e-05	0.12	0	0.88	0	5	0.15	0.13	0.23
97	0.11	0	0.79	0.015	0	0.093	0	2	0.23	0.21	0.35
98	8.6e-06	0	7.7e-05	0.015	0	0.98	0	5	0.15	0.13	0.23
99	0.15	1e-05	0.33	0.073	0	0.44	0	5	0.15	0.13	0.23
100	0.021	1.5e-05	0.1	0.048	1.6e-05	0.83	0	5	0.15	0.13	0.23
101	5.1e-06	0	6.1e-05	0.054	0	0.95	0	5	0.15	0.13	0.23
102	1.2e-05	0	5.5e-05	0.0094	0	0.99	0	5	0.15	0.13	0.23
103	3e-06	0	2.9e-05	0.22	0	0.78	0	5	0.15	0.13	0.23
104	0.48	0	0.52	2.3e-05	0	4.6e-05	0	2	0.23	0.21	0.35
105	0	0	0	0.15	0	0.85	0	5	0.15	0.13	0.23
106	0.011	0	0.02	0.29	0	0.67	0	5	0.15	0.13	0.23
107	0	0	6.8e-06	0.1	0	0.9	0	5	0.15	0.13	0.23
108	0.0026	0	0.0055	0.23	0	0.76	0	5	0.15	0.13	0.23
109	0.24	1.4e-06	0.76	0.00011	0	0.0014	0	2	0.23	0.21	0.35
110	5.4e-05	0	0.00012	0.11	0.073	0.82	0	5	0.15	0.13	0.23
111	0.24	0.022	0.73	0.0027	0	0.0066	0	2	0.23	0.21	0.35
112	0.00025	0	1	2.5e-06	0	0.00073	0	2	0.23	0.21	0.35
113	0.0022	0	1	0	0	0	0	2	0.23	0.21	0.35
