SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0	dcf1	dcf2
0	0.0016	0	1	5.2e-06	0	2	0.15	0.13	0.23
1	0.35	8.7e-05	0.65	8.5e-06	0	2	0.15	0.13	0.23
2	0	0	1	6.4e-05	0	2	0.15	0.13	0.23
3	0.86	0.00084	0.14	0	0	0	0.23	0.21	0.35
4	0.2	0.027	0.78	0.00094	0	2	0.15	0.13	0.23
5	0.0013	0	1	5e-05	0	2	0.15	0.13	0.23
6	0.015	0.0001	0.98	0	0	2	0.15	0.13	0.23
7	0	0	0	0	1	4	0.15	0.029	0.051
8	0.15	0.81	0.037	0	0	1	0.38	0.29	0.41
9	0.0021	0	0.97	0.033	0	2	0.15	0.13	0.23
10	0	0	1	0	0	2	0.15	0.13	0.23
11	0.005	2.9e-05	0.98	0.013	0	2	0.15	0.13	0.23
12	0	0	1	0	0	2	0.15	0.13	0.23
13	0.44	0.21	0.35	0	0	0	0.23	0.21	0.35
14	0.0043	0	0.99	0.0054	0	2	0.15	0.13	0.23
15	0	0	1	0.0021	0	2	0.15	0.13	0.23
16	0	0	0	0.85	0.15	3	0.15	0.13	0.13
17	0.047	0.0078	0.87	0.079	0	2	0.15	0.13	0.23
18	0	0	1	0	0	2	0.15	0.13	0.23
19	0.6	0.25	0.15	0	0	0	0.23	0.21	0.35
20	0.31	0.013	0.67	1.9e-05	0	2	0.15	0.13	0.23
21	0.0029	0.00029	1	6.7e-05	0	2	0.15	0.13	0.23
22	0.59	0.037	0.37	0.00062	0	0	0.23	0.21	0.35
23	0	0	0	0	1	4	0.15	0.029	0.051
24	0	0	0	6.5e-06	1	4	0.15	0.029	0.051
25	0.8	0.00012	0.2	0	0	0	0.23	0.21	0.35
26	0	0	1	0	0	2	0.15	0.13	0.23
27	0	0	0	1	0	3	0.15	0.13	0.13
28	0.034	8.2e-06	0.96	0.0014	0	2	0.15	0.13	0.23
29	1.8e-05	0	0.97	0.028	0	2	0.15	0.13	0.23
30	0.0054	0	0.99	0.00036	0	2	0.15	0.13	0.23
31	0	0	0	0.00014	1	4	0.15	0.029	0.051
32	3.9e-05	0	1	0	0	2	0.15	0.13	0.23
33	0.26	0.019	0.73	1.2e-05	0	2	0.15	0.13	0.23
34	0	0	1	0	0	2	0.15	0.13	0.23
35	0	0	1	3.4e-06	0	2	0.15	0.13	0.23
36	0.00046	1.5e-05	0.46	0.54	0	3	0.15	0.13	0.13
37	0	0	1	0	0	2	0.15	0.13	0.23
38	0	0	1	0	0	2	0.15	0.13	0.23
39	0.00038	0	1	2.8e-05	0	2	0.15	0.13	0.23
40	0	0	1	8e-06	0	2	0.15	0.13	0.23
41	0	0	1	0.00023	0	2	0.15	0.13	0.23
42	0	0	1	2.4e-05	0	2	0.15	0.13	0.23
43	0.45	0.22	0.33	0.0014	0	0	0.23	0.21	0.35
44	0	0	1	3.2e-05	0	2	0.15	0.13	0.23
45	0.0086	6.3e-06	0.87	0.13	0	2	0.15	0.13	0.23
46	0	0	0	2.3e-06	1	4	0.15	0.029	0.051
47	0.0075	1.1e-05	0.99	1.9e-05	0	2	0.15	0.13	0.23
48	0	0	4e-05	0.0022	1	4	0.15	0.029	0.051
49	0	0	1	0	0	2	0.15	0.13	0.23
50	0	0	0.98	0.021	0	2	0.15	0.13	0.23
51	0	0	1	0.00049	0	2	0.15	0.13	0.23
