SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2
0	0.48	5.3e-06	0	0.039	0	0	5.6e-05	5.6e-05	0	0.48	0	0	0	0.00014	0	0	0	0	0	0	0	0.23	0.21	0.23
1	0.25	0.002	7.8e-05	0.32	0	0	0.16	0.00029	0	0.25	1.5e-05	0	0	0.0097	0.00019	0	0	0	0	0	3	0.15	0.13	0.23
2	2.8e-05	0	0	1	0	0	0	0.0034	0	2.8e-05	0	0	0	0.00017	0	0	0	0	0	0	3	0.15	0.13	0.23
3	0.11	0.0016	0.0023	0.11	0	0	0.65	4e-05	0	0.11	2.4e-05	0	0	0.019	0.0017	0	0	0	0	0.00061	6	0.23	0.21	0.35
4	0.1	0.0065	0.0024	0.54	0	0	0.12	0.0067	0	0.1	0.015	0	0	0.094	0.011	0	0	0	2.3e-05	0.0002	3	0.15	0.13	0.23
5	0.076	0.00037	0	0.83	0	0	0.001	0.0026	0	0.076	7.6e-05	0	0	0.015	2.5e-06	0	0	0	0	0	3	0.15	0.13	0.23
6	0.024	0.0013	4.9e-06	0.78	0	0	0.011	1e-05	0	0.024	0.0035	0	0	0.16	0.00016	0	0	0	0	0	3	0.15	0.13	0.23
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.15	0.1	0.026
8	0.0011	0.0021	0.47	0.063	0.00018	0	0.24	0	0	0.0011	0.03	0	0	0.12	0.063	0	0	0	0.00081	0.0085	2	0.38	0.21	0.41
9	0.4	0.00021	0	0.17	0	0	0.00032	0.038	0	0.4	0	0	0	0.0016	0	0	0	0	0	0	0	0.23	0.21	0.23
10	1.7e-05	0	0	1	0	0	0	4.6e-05	0	1.7e-05	0	0	0	9.5e-05	0	0	0	0	0	0	3	0.15	0.13	0.23
