SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3
0	0.65	0	0.21	0	0	0.12	0	0	0	0	0	0.0028	0	0	0	0.013	0	0	0.008	0	0	0.26	0.69	0.66	0.45
1	0.88	0	9.9e-05	0.024	0	0.0014	0	0	0	0	6.3e-06	3.9e-05	0	0.0034	0.0062	0.072	0	0	0.013	0	0	0.26	0.69	0.66	0.45
2	0.93	0	0.0016	0.0031	0	0.04	0	0	0	0	0	0.00032	0	0.0017	0.0021	0.014	0	1.5e-05	0.0054	0	0	0.26	0.69	0.66	0.45
3	0.98	0	0	1.8e-06	0	0	0	0	0	0	0	0	0	0.01	0.01	0.00055	0	0	0.0021	0	0	0.26	0.69	0.66	0.45
4	0.089	0	1.4e-05	0.00093	0	0.91	0	0	0	0	0	0.0024	0	0	0	0.00043	0	0.0011	0.00038	0	5	0.14	0.69	0.66	0.45
5	0.93	0	4.7e-05	0.0037	0	0.025	0	0	0	0	0	0.00056	0	1.3e-05	1.9e-05	0.032	0	0	0.011	0	0	0.26	0.69	0.66	0.45
6	0.99	0	0.0029	1.2e-05	0	0.0004	0	0	0	0	0	2.6e-05	0	7.9e-05	0.00057	0.0048	0	0	0.0042	0	0	0.26	0.69	0.66	0.45
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.26	0.72	0.96	0.46
8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.029	0.034	0.076	0.05
9	0.6	0	0	0.00084	0	0	0	0	0	0	0.00048	0	0.017	0.0081	0.057	0.29	0	0	0.018	0	0	0.26	0.69	0.66	0.45
10	0.21	0	0	0.00026	0	0	0	0	0	0	0.048	0	0.68	0.0053	0.018	0.037	0	7e-06	0.0034	0	12	0.37	1	0.77	0.76
11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5e-06	0	0	0	7e-05	0	0	0.26	0.69	0.66	0.45
12	0	0	0	0	0	0	0	0	0.05	0.95	0	0	0	0	0	0	0.0013	0	0	0	9	0	0	0.19	0
13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.69	0.66	0.45
14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.029	0.31	0.038	0.05
15	0	1	0	0	0	0.00014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.029	0.31	0.038	0.05
16	0.41	0	0	0.57	0	0	0	0	0	0	0	0	0	0.0027	0.0019	0.01	0	5.3e-05	0.0031	0	3	0.26	0.72	0.7	0.57
17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.029	0.034	0.076	0.05
18	0.99	0	0	0.00085	0	0	0	0	0	0	0	0	0	5.1e-06	5.2e-05	0.0037	0	0	0.0028	0	0	0.26	0.69	0.66	0.45
19	0.97	0	0	0.00086	0	0.011	0	0	0	0	1.8e-06	8.8e-05	0	0.0034	0.0039	0.0036	0	0.0012	0.0016	0	0	0.26	0.69	0.66	0.45
20	0.81	0	0.00057	0.02	0	0.01	0	0	0	0	0.00021	0.00011	0	0.0095	0.011	0.12	0	0.00022	0.015	0	0	0.26	0.69	0.66	0.45
21	0.76	0	0	0.043	0	0	0	0	0	0	0.00032	0	0	0.026	0.047	0.11	0	0	0.013	0	0	0.26	0.69	0.66	0.45
22	0.89	0	0	0.0043	0	2.1e-06	0	0	0	0	1.1e-05	0	0	0.039	0.014	0.0038	0	0.044	0.0018	0	0	0.26	0.69	0.66	0.45
23	0.93	0	0.0029	0.038	0	0.0047	0	0	0	0	0	6.3e-05	0	0.0061	0.012	0.0056	0	1.9e-06	0.003	0	0	0.26	0.69	0.66	0.45
24	0.0082	0	0	0.00015	0	0	0	0	0	0	0.0012	0	0.00023	0.0017	0.00023	0.0021	0	0.99	0.00016	0	17	0.26	0.72	0.96	0.46
25	0.1	0	0.00075	8.7e-05	0	0.89	0	0	0	0	0	0.0038	0	0	0	0	0	0	1.1e-05	0	5	0.14	0.69	0.66	0.45
26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.37	1	0.77	0.76
27	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.37	1	0.77	0.76
28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.029	0.034	0.076	0.05
29	9.5e-06	0	0	0	0	0	0	0	0	0	0.00038	0	0	0.00013	8e-06	5.4e-06	0	1	0	0	17	0.26	0.72	0.96	0.46
30	0.019	0	0	0.0022	0	1.2e-06	0	0	0	0	0.028	0	0.012	0.029	0.0088	0.0048	0	0.9	0.00027	0	17	0.26	0.72	0.96	0.46
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.26	0.72	0.96	0.46
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.26	0.72	0.96	0.46
33	0.94	0	0.0026	0.01	0	0.024	0	0	0	0	0	0.00022	0	0.0018	0.0026	0.012	0	1e-05	0.0047	0	0	0.26	0.69	0.66	0.45
34	0	0	0	0	0	0	0	0	0	0	3.9e-06	0	0	2.5e-06	0	0	0	1	0	0	17	0.26	0.72	0.96	0.46
35	0.92	0	0	2.3e-05	0	0	0	0	0	0	0	0	0	0.025	0.05	0.0043	0	1.1e-06	0.0025	0	0	0.26	0.69	0.66	0.45
36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.37	1	0.77	0.76
37	0.06	0	0	0.0022	0	1.5e-06	0	0	0	0	0.049	0	0.0031	0.13	0.044	0.013	0	0.7	0.0008	0	17	0.26	0.72	0.96	0.46
38	0.025	0	0	0.00014	0	0	0	0	0	0	0	0	0.97	1.4e-05	7.8e-05	0.0023	0	0	0.00031	0	12	0.37	1	0.77	0.76
39	1	0	3.3e-06	1.9e-05	0	8.9e-05	0	0	0	0	0	1.2e-05	0	8.6e-05	0.00024	0.0012	0	0	0.0023	0	0	0.26	0.69	0.66	0.45
40	7.5e-05	0	0	0.00087	0	0	0	0	0	0	0	0	4.1e-05	0.00076	5.7e-05	0	0	1	0	0	17	0.26	0.72	0.96	0.46
41	0.00051	0	0	0	0	0	0	0	0	0	5.6e-05	0	1	0	0	6.5e-06	0	0	2.6e-06	0	12	0.37	1	0.77	0.76
42	3.6e-05	0	0	0.00063	0	0	0	0	0	0	0	0	0	1.2e-06	0	0	0	1	0	0	17	0.26	0.72	0.96	0.46
43	0.00025	0	0	1.7e-06	0	0	0	0	0	0	0.0093	0	0.99	1.5e-06	2e-06	3.5e-05	0	0	2.5e-06	0	12	0.37	1	0.77	0.76
44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.26	0.72	0.96	0.46
45	0.00013	0	0	7.1e-06	0	0	0	0	0	0	3.9e-05	0	1	0	1e-06	1.7e-05	0	0	1.5e-06	0	12	0.37	1	0.77	0.76
46	0.68	0	0	0.0026	0	0.00012	0	0	0	0	0.00044	4.7e-06	0	0.16	0.092	0.035	0	0.017	0.007	0	0	0.26	0.69	0.66	0.45
