SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3
0	0.66	0.017	0	0	0	0	0	0	0	0	0	0	0.12	0	0.21	0	0	0.26	0.69	0.66	0.45
1	0.9	0.093	0.0061	0	0	0	0	0	0.0034	0	0	0	0.0014	0	9.8e-05	0	0	0.26	0.69	0.66	0.45
2	0.94	0.018	0.0021	0	0	0	0	0	0.0017	0	0	0	0.039	0	0.0016	1.6e-05	0	0.26	0.69	0.66	0.45
3	0.98	0.0007	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.26	0.69	0.66	0.45
4	0.092	0.00056	0	0	0	0	0	0	0	0	0	0	0.91	0	1.4e-05	0.0011	12	0.14	0.69	0.66	0.45
5	0.93	0.041	1.8e-05	0	0	0	0	0	1.3e-05	0	0	0	0.024	0	4.6e-05	0	0	0.26	0.69	0.66	0.45
6	0.99	0.0061	0.00056	0	0	0	0	0	7.8e-05	0	0	0	0.00039	0	0.0029	0	0	0.26	0.69	0.66	0.45
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.26	0.72	0.96	0.46
8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.029	0.034	0.076	0.05
9	0.57	0.35	0.052	0	0.017	0	0	0	0.0076	0	0	0	0	0	0	0	0	0.26	0.69	0.66	0.45
10	0.2	0.046	0.017	0	0.73	0	0	0	0.0051	0	0	0	0	0	0	6.9e-06	4	0.37	1	0.77	0.76
11	1	0	7.3e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.69	0.66	0.45
12	0	0	0	0.95	0	0	0	0.0019	0	0	0	0	0	0.05	0	0	3	0	0	0.19	0
13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.69	0.66	0.45
14	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	9	0.058	0.31	0.038	0.05
15	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.00038	0	0	0	9	0.058	0.31	0.038	0.05
16	0.96	0.031	0.0044	0	0	0	0	0	0.0064	0	0	0	0	0	0	0.00013	0	0.26	0.69	0.66	0.45
17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.029	0.034	0.076	0.05
18	1	0.0047	5.1e-05	0	0	0	0	0	5e-06	0	0	0	0	0	0	0	0	0.26	0.69	0.66	0.45
19	0.98	0.0046	0.0038	0	0	0	0	0	0.0034	0	0	0	0.011	0	0	0.0012	0	0.26	0.69	0.66	0.45
20	0.81	0.16	0.011	0	0	0	0	0	0.0095	0	0	0	0.0099	0	0.00056	0.00023	0	0.26	0.69	0.66	0.45
21	0.78	0.15	0.047	0	0	0	0	0	0.027	0	0	0	0	0	0	0	0	0.26	0.69	0.66	0.45
22	0.9	0.0049	0.013	0	0	0	0	0	0.039	0	0	0	2e-06	0	0	0.045	0	0.26	0.69	0.66	0.45
23	0.97	0.0073	0.013	0	0	0	0	0	0.0062	0	0	0	0.0048	0	0.0029	2e-06	0	0.26	0.69	0.66	0.45
24	0.0082	0.0027	0.00022	0	0.00025	0	0	0	0.0016	0	0	0	0	0	0	0.99	15	0.26	0.72	0.96	0.46
25	0.11	0	0	0	0	0	0	0	0	0	0	0	0.89	0	0.00075	0	12	0.14	0.69	0.66	0.45
26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.37	1	0.77	0.76
27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.37	1	0.77	0.76
28	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.029	0.034	0.076	0.05
29	9.4e-06	6.7e-06	7.6e-06	0	0	0	0	0	0.00012	0	0	0	0	0	0	1	15	0.26	0.72	0.96	0.46
30	0.019	0.0062	0.0087	0	0.014	0	0	0	0.029	0	0	0	1.2e-06	0	0	0.92	15	0.26	0.72	0.96	0.46
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.26	0.72	0.96	0.46
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.26	0.72	0.96	0.46
33	0.95	0.015	0.0026	0	0	0	0	0	0.0018	0	0	0	0.023	0	0.0026	1e-05	0	0.26	0.69	0.66	0.45
34	0	0	0	0	0	0	0	0	2.5e-06	0	0	0	0	0	0	1	15	0.26	0.72	0.96	0.46
35	0.92	0.0055	0.049	0	0	0	0	0	0.025	0	0	0	0	0	0	1.1e-06	0	0.26	0.69	0.66	0.45
36	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.37	1	0.77	0.76
37	0.063	0.017	0.044	0	0.0036	0	0	0	0.13	0	0	0	1.6e-06	0	0	0.74	15	0.26	0.72	0.96	0.46
38	0.022	0.0026	6.9e-05	0	0.97	0	0	0	1.2e-05	0	0	0	0	0	0	0	4	0.37	1	0.77	0.76
39	1	0.0015	0.00023	0	0	0	0	0	8.5e-05	0	0	0	8.7e-05	0	3.2e-06	0	0	0.26	0.69	0.66	0.45
40	7.4e-05	0	5.5e-05	0	4.5e-05	0	0	0	0.00074	0	0	0	0	0	0	1	15	0.26	0.72	0.96	0.46
41	0.00046	7.4e-06	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.37	1	0.77	0.76
42	3.6e-05	0	0	0	0	0	0	0	1.2e-06	0	0	0	0	0	0	1	15	0.26	0.72	0.96	0.46
43	0.00022	4e-05	1.8e-06	0	1	0	0	0	1.4e-06	0	0	0	0	0	0	0	4	0.37	1	0.77	0.76
