SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
0	0.0094	0.15	0.15	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.55	0	0	16	0.14	0.69	0.59	0.45
1	0.076	0.3	0.3	0.0033	0	0	0	1.6e-05	0	0.0059	0	0	0	0	0.3	0	0.00093	0	0	1	0.26	0.69	0.66	0.45
2	0.015	0.32	0.32	0.0016	0	0	0	1.2e-06	0	0.002	0	0	0	0	0.32	0	0.016	1.5e-05	0	1	0.26	0.69	0.66	0.45
3	0.00057	0.33	0.33	0.0095	0	0	0	0	0	0.0096	0	0	0	0	0.33	0	0	0	0	1	0.26	0.69	0.66	0.45
4	0.0043	0.29	0.29	6.5e-06	0	0	0	0	0	1.9e-06	0	0	0	0	0.29	0	0.11	0.01	0	1	0.26	0.69	0.66	0.45
5	0.034	0.32	0.32	1.3e-05	0	0	0	0	0	1.8e-05	0	0	0	0	0.32	0	0.0046	0	0	1	0.26	0.69	0.66	0.45
6	0.0049	0.33	0.33	7.4e-05	0	0	0	0	0	0.00053	0	0	0	0	0.33	0	0.0029	0	0	1	0.26	0.69	0.66	0.45
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0.26	0.72	0.96	0.46
8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0.029	0.034	0.076	0.05
9	0.31	0.2	0.2	0.0077	0.016	0	0	0.0037	0	0.053	0	0	0	0	0.2	0	0	0	0	0	0.26	0.83	0.66	0.45
10	0.04	0.072	0.072	0.0052	0.68	0	0	0.043	0	0.017	0	0	0	0	0.072	0	0	7e-06	0	4	0.37	1	0.77	0.76
11	0	0.33	0.33	0	0	0	0	0	0	6.9e-06	0	0	0	0	0.33	0	0	0	0	1	0.26	0.69	0.66	0.45
12	0	0	0	0	0	0	0	0	0	0	0.05	0.0019	0	0	0	0.95	0	0	0	15	0	0	0.19	0
13	0	0.33	0.33	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	1	0.26	0.69	0.66	0.45
14	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	5	0.029	0.31	0.038	0.05
15	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	5	0.029	0.31	0.038	0.05
16	0.025	0.32	0.32	0.006	0	0	0	6.4e-06	0	0.0042	0	0	0	0	0.32	0	0	0.00012	0	1	0.26	0.69	0.66	0.45
17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0.029	0.034	0.076	0.05
18	0.0038	0.33	0.33	4.7e-06	0	0	0	7.5e-06	0	4.8e-05	0	0	0	0	0.33	0	0	0	0	1	0.26	0.69	0.66	0.45
19	0.0037	0.33	0.33	0.0032	0	0	0	2.1e-06	0	0.0037	0	0	0	0	0.33	0	0	0.0012	0	1	0.26	0.69	0.66	0.45
