SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3
0	1	0	0	0	0	0.26	0.49	0.18	0.22
1	1	0	0	0	0	0.26	0.49	0.18	0.22
2	1	0	0	0	0	0.26	0.49	0.18	0.22
3	1	0	0	0	0	0.26	0.49	0.18	0.22
4	1	0	0	0	0	0.26	0.49	0.18	0.22
5	1	0	0	0	0	0.26	0.49	0.18	0.22
6	0	0	1	0	2	0	0	0.1	0.098
7	1	0	0	0	0	0.26	0.49	0.18	0.22
8	1	0	0	0	0	0.26	0.49	0.18	0.22
9	1	0	0	0	0	0.26	0.49	0.18	0.22
10	0	1	0	0	1	0.14	0.054	0.06	0.049
11	1.2e-05	0	0	1	3	0	0.27	0	0
12	0	0	1	0	2	0	0	0.1	0.098
13	1	0	0	0	0	0.26	0.49	0.18	0.22
14	1	0	0	0	0	0.26	0.49	0.18	0.22
15	0	1	0	0	1	0.14	0.054	0.06	0.049
16	1	0	0	0	0	0.26	0.49	0.18	0.22
17	1	0	0	0	0	0.26	0.49	0.18	0.22
18	1	0	0	0	0	0.26	0.49	0.18	0.22
19	1	0	0	0	0	0.26	0.49	0.18	0.22
20	1	0	0	0	0	0.26	0.49	0.18	0.22
21	1	0	0	0	0	0.26	0.49	0.18	0.22
22	0	0	1	0	2	0	0	0.1	0.098
23	0	0	1	0	2	0	0	0.1	0.098
24	1	0	0	0	0	0.26	0.49	0.18	0.22
25	1	0	0	0	0	0.26	0.49	0.18	0.22
26	1	0	0	0	0	0.26	0.49	0.18	0.22
27	1	0	0	0	0	0.26	0.49	0.18	0.22
28	0	1	0	0	1	0.14	0.054	0.06	0.049
29	1	0	0	0	0	0.26	0.49	0.18	0.22
30	1	0	0	0	0	0.26	0.49	0.18	0.22
31	1	0	0	0	0	0.26	0.49	0.18	0.22
32	0	0	0	1	3	0	0.27	0	0
33	1	0	0	0	0	0.26	0.49	0.18	0.22
34	1	0	0	0	0	0.26	0.49	0.18	0.22
35	0	1	0	0	1	0.14	0.054	0.06	0.049
36	1	0	0	0	0	0.26	0.49	0.18	0.22
37	0	0	0	1	3	0	0.27	0	0
38	1	0	0	0	0	0.26	0.49	0.18	0.22
39	1	0	0	0	0	0.26	0.49	0.18	0.22
40	1	0	0	0	0	0.26	0.49	0.18	0.22
41	1	0	0	0	0	0.26	0.49	0.18	0.22
42	0	0	0	1	3	0	0.27	0	0
43	1	0	0	0	0	0.26	0.49	0.18	0.22
44	1	0	0	0	0	0.26	0.49	0.18	0.22
45	0	0	0	1	3	0	0.27	0	0
46	0	0	0	1	3	0	0.27	0	0
47	0	1	0	0	1	0.14	0.054	0.06	0.049
48	0	0	0	1	3	0	0.27	0	0
49	1	0	0	0	0	0.26	0.49	0.18	0.22
50	1	0	0	0	0	0.26	0.49	0.18	0.22
51	1	0	0	0	0	0.26	0.49	0.18	0.22
52	1	0	0	0	0	0.26	0.49	0.18	0.22
53	1	0	0	0	0	0.26	0.49	0.18	0.22
54	1	0	9.5e-05	0	0	0.26	0.49	0.18	0.22
55	1	0	0	0	0	0.26	0.49	0.18	0.22
56	1	0	0	0	0	0.26	0.49	0.18	0.22
57	1	0	0	0	0	0.26	0.49	0.18	0.22
58	1	0	0	0	0	0.26	0.49	0.18	0.22
59	1	0	0	0	0	0.26	0.49	0.18	0.22
60	1	0	0	0	0	0.26	0.49	0.18	0.22
61	1	0	0	0	0	0.26	0.49	0.18	0.22
62	1	0	0	0	0	0.26	0.49	0.18	0.22
63	1	0	0	0	0	0.26	0.49	0.18	0.22
64	0	0	1	0	2	0	0	0.1	0.098
65	1	0	0	0	0	0.26	0.49	0.18	0.22
66	1	0	0	0	0	0.26	0.49	0.18	0.22
67	0	0	0	1	3	0	0.27	0	0
68	1	0	0	0	0	0.26	0.49	0.18	0.22
69	0	0	0	1	3	0	0.27	0	0
70	0	0	1	0	2	0	0	0.1	0.098
71	1	0	0	0	0	0.26	0.49	0.18	0.22
72	0	0	1	0	2	0	0	0.1	0.098
73	1	0	0	0	0	0.26	0.49	0.18	0.22
74	1	0	0	0	0	0.26	0.49	0.18	0.22
75	1	0	0	0	0	0.26	0.49	0.18	0.22
76	0	0	0	1	3	0	0.27	0	0
77	1	0	0	0	0	0.26	0.49	0.18	0.22
78	1	0	0	0	0	0.26	0.49	0.18	0.22
79	0	1	0	0	1	0.14	0.054	0.06	0.049
80	1	0	0	0	0	0.26	0.49	0.18	0.22
81	1	2.5e-06	0	0	0	0.26	0.49	0.18	0.22
82	1	0	0	0	0	0.26	0.49	0.18	0.22
83	1	0	0	0	0	0.26	0.49	0.18	0.22
84	0	1	0	0	1	0.14	0.054	0.06	0.049
85	1	0	0	0	0	0.26	0.49	0.18	0.22
86	1	0	0	0	0	0.26	0.49	0.18	0.22
87	1	0	0	0	0	0.26	0.49	0.18	0.22
88	1	0	0	0	0	0.26	0.49	0.18	0.22
89	1	0	0	0	0	0.26	0.49	0.18	0.22
90	0	0	0	1	3	0	0.27	0	0
91	1	0	0	0	0	0.26	0.49	0.18	0.22
92	1	0	0	0	0	0.26	0.49	0.18	0.22
93	0	0	1	0	2	0	0	0.1	0.098
94	1	0	0	0	0	0.26	0.49	0.18	0.22
95	1	0	0	0	0	0.26	0.49	0.18	0.22
