SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	0	0	0	1	0	0	0	0	5	0.029	0.49	0.18	0.073
1	0	0	0	0	0.87	0	0	0	0	0.13	4	0.31	0.49	0.25	0.22
2	0	0	0	0	0	1	0	0	0	0	5	0.029	0.49	0.18	0.073
3	0	0	0	0	0.0018	0	0	0	0	1	9	0.47	0.49	0.32	0.28
4	0	0	0	0	1	0	0	0	0	0.00028	4	0.31	0.49	0.25	0.22
5	0	0	0	0	3.2e-05	0	1	0	0	0	6	0.26	0.94	0.18	0.22
6	0	0	0	1	0	0	0	0	0	0	3	0	0.054	0.18	0.12
7	0	0	0	0	0.15	0	0	0	0	0.85	9	0.47	0.49	0.32	0.28
8	0	0	0	0	1.6e-05	0	1	0	0	0	6	0.26	0.94	0.18	0.22
9	0	0	0	0	0	0	1	0	0	0	6	0.26	0.94	0.18	0.22
10	0	0	0	1	0	0	0	0	0	0	3	0	0.054	0.18	0.12
11	0	0.00025	0.52	0	0	0	0.48	0	0	0	2	0	0.49	0	0
12	0	0	0	1	0	0	0	0	0	0	3	0	0.054	0.18	0.12
13	0	0	0	0	0.24	0	0.76	0	0	0	6	0.26	0.94	0.18	0.22
14	0	0	0	0	0	0	1	0	0	0	6	0.26	0.94	0.18	0.22
15	0	0	0	0	0	0	0	0.5	0.5	0	7	0.23	0.054	0	0
16	0	0	0	0	0	0	1	0	0	0	6	0.26	0.94	0.18	0.22
17	0	0	0	0	0	0	1	0	0	0	6	0.26	0.94	0.18	0.22
18	0	0	0	0	0.0027	0	1	0	0	0	6	0.26	0.94	0.18	0.22
19	0	0	0	0	0	1	0	0	0	0	5	0.029	0.49	0.18	0.073
20	0	0	0	0	0	0	1	0	0	0	6	0.26	0.94	0.18	0.22
21	0	0	0	0	0.003	0	0	0	0	1	9	0.47	0.49	0.32	0.28
22	0	0	0	1	0	0	0	0	0	0	3	0	0.054	0.18	0.12
23	0	0	0	1	0	0	0	0	0	0	3	0	0.054	0.18	0.12
24	0	0	0	0	0	0	1	0	0	0	6	0.26	0.94	0.18	0.22
25	0	0	0	0	1	0	4.9e-05	0	0	4.2e-05	4	0.31	0.49	0.25	0.22
26	0	0	0	0	1	0	0	0	0	0	4	0.31	0.49	0.25	0.22
27	0	0	0	0	0	0	0	0.5	0.5	0	7	0.23	0.054	0	0
28	0	0	0	0	1	0	0	0	0	0	4	0.31	0.49	0.25	0.22
29	0	0	0	0	0.091	0	0.91	0	0	0.00018	6	0.26	0.94	0.18	0.22
30	0	0	0	0	0.0056	0	0.99	0	0	1.3e-05	6	0.26	0.94	0.18	0.22
31	0	0	0	0	1	0	0	0	0	0	4	0.31	0.49	0.25	0.22
32	0	0	1	0	0	0	0	0	0	0	2	0	0.49	0	0
33	0	0	0	0	0.14	0	0.86	0	0	0.0024	6	0.26	0.94	0.18	0.22
34	0	0	0	0	1	0	0	0	0	0	4	0.31	0.49	0.25	0.22
35	0	0	0	0	0	0	0	0.5	0.5	0	7	0.23	0.054	0	0
