SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.029	0.49	0.1	0.073
1	0	0.54	0	0.39	0	0	0.017	0	0	0	0	0	0	0.053	0	0	0	0.00051	0	1	0.26	0.49	0.25	0.22
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.029	0.49	0.1	0.073
3	0	0.052	0	0.0051	0	0	0.94	0	0	0	0	0	0	0.0015	0	0	0	0.00011	0	6	0.26	0.49	0.32	0.34
4	0	0.37	0	0.51	0	0	0.07	0	0	0	0	0	0	0.0021	0	0	0	0.045	0	3	0.26	0.49	0.18	0.22
5	0.44	0.00031	0	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.26	0.49	0.18	0.22
6	0	0	0	0	0	0	0	0	0	0	0.0032	0	1	0	0	0	0	0	0	12	0	0	0.18	0.22
7	0.00015	0.28	0	0.65	0	0	0.041	0	0	0	0	0	0	0.0066	0	0	0	0.024	0	3	0.26	0.49	0.18	0.22
8	1	7.1e-05	0	0.00083	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9e-05	0	0	0.26	0.94	0.18	0.22
9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.94	0.18	0.22
10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0.054	0.18	0.22
11	0.42	0	0.58	0	0	0	0	0	0	0	0	0	0	0	0	6.7e-05	0	0	0	2	0	0.49	0	0
12	0	0	0	0	0	0	0	0	0	0	0.003	0	1	0	0	0	0	0	0	12	0	0	0.18	0.22
13	0.045	0.015	0	0.9	0	0	0.031	0	0	0	0	0	0	0.01	0	0	0	0.00097	0	3	0.26	0.49	0.18	0.22
14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.94	0.18	0.22
15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.23	0	0	0
16	1	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.94	0.18	0.22
17	1	0	0	2.4e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.94	0.18	0.22
18	0.58	0.0038	0	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029	0	0	0.26	0.94	0.18	0.22
19	0	0	0	0.056	0	0	0	0	0	0	0	0	0	0	0	0.94	0	0	0	15	0.029	0.49	0.1	0.073
20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.94	0.18	0.22
21	0	0.23	0	0.14	0	0	0.52	0	0	0	0	0	0	0.079	0	0	0	0.025	0.003	6	0.26	0.49	0.32	0.34
22	0	0	0	0	0	0	0	0	0	0	0.00026	0	1	0	0	0	0	0	0	12	0	0	0.18	0.22
23	0	0	0	0	0	0	0	0	0	0	0.0031	0	1	0	0	0	0	0	0	12	0	0	0.18	0.22
24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.94	0.18	0.22
25	6.1e-06	0.13	0	0.85	0	0	0.0038	0	0	0	0	0	0	0.0018	0	0	0	0.011	0	3	0.26	0.49	0.18	0.22
26	0	0.018	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.26	0.49	0.18	0.22
27	0	0	0	0.29	0	0	0	0.71	0	0	0	0	0	0	0	0	0	0	0	7	0.23	0	0	0
28	0	0	0	0	0	0	0	5.6e-05	0	1	0	0	0	0	0	0	0	0	0	9	0.058	0.054	0	0
29	0.28	0.026	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024	0	3	0.26	0.49	0.18	0.22
30	0.19	0.01	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-05	0	3	0.26	0.49	0.18	0.22
31	0	0.25	0	0.75	0	0	1e-05	0	0	0	0	0	0	0	0	0	0	0	0	3	0.26	0.49	0.18	0.22
32	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.49	0	0
33	0.61	0.028	0	0.35	0	0	0.00079	0	0	0	0	0	0	0.00013	0	0	0	0.0093	0	0	0.26	0.94	0.18	0.22
34	0	0.6	0	0.32	0	0	0.062	0	0	0	0	0	0	0.008	0	0	0	0.0016	0	1	0.26	0.49	0.25	0.22
35	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.26	0.054	0	0
36	0	0.39	0	0.59	0	0	0.022	0	0	0	0	0	0	0.0011	0	0	0	0.0025	0	3	0.26	0.49	0.18	0.22
37	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0.054	0.18	0.22
38	0.27	0.0057	0	0.73	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9e-05	0	3	0.26	0.49	0.18	0.22
39	0.14	0.23	0	0.45	0	0	0.093	0	0	0	0	0	0	0.075	0	0	0	0.0064	0	3	0.26	0.49	0.18	0.22
40	0	0	0	0.41	0	0	0	0.58	0	0	0	0.00049	0	0	0	0	0	0	0	7	0.23	0	0	0
41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.029	0.49	0.1	0.073
42	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.00086	0	0	0	0	10	0	0.054	0.18	0.22
43	0.13	9.9e-05	0	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.26	0.49	0.18	0.22
44	0	0.029	0	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6e-05	0	3	0.26	0.49	0.18	0.22
45	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.94	0.18	0.22
46	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.49	0	0
47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.029	0.49	0.1	0.073
48	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	1	0	0	0	0	14	0	0.054	0.06	0
49	0	0.86	0	0.14	0	0	0.00055	0	0	0	0	0	0	1.9e-05	0	0	0	7.5e-06	0	1	0.26	0.49	0.25	0.22
50	7.1e-05	0.048	0	0.33	0	0	0.34	0	0	0	0	0	0	0.28	0	0	0	0.00036	0	6	0.26	0.49	0.32	0.34
