SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0.0023	0.041	0.0012	0	0	0	0	0.95	0	0	0.0023	0	0	0	0	0.0012	0	7	0.4	0.49
1	0.0079	0.12	0.0061	0	0	0.0001	0	0.84	0	0	0.0079	0	0.00047	0.0013	0	0.0061	0.0078	7	0.4	0.49
2	2.2e-05	0.81	0	0	0	0	0.00043	0.026	0	0	2.2e-05	0	0	0	0	0	0.16	1	0.42	0.55
3	0.0022	0.45	0.00037	0	0	0	0.004	0.54	0	0	0.0022	0	0	0	0	0.00037	0.0001	7	0.4	0.49
4	0.0092	0.0012	0.12	0	0	0.055	0.00041	0.13	0	0	0.0092	0	0.56	0.0013	1.6e-05	0.12	0	12	0.31	0.38
5	0.0089	0.39	0.003	0	0	6.7e-06	0.0045	0.54	0	0	0.0089	0	8e-05	0.0004	0	0.003	0.038	7	0.4	0.49
6	0	0.01	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0	0	7	0.4	0.49
7	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	8	0.044	0.11
8	0.0028	0.13	0.0024	0	0	0	0	0.86	0	0	0.0028	0	1.2e-05	9.3e-06	0	0.0024	0.00016	7	0.4	0.49
9	0	0.43	0	0	0	0	0	0.57	0	0	0	0	0	0	0	0	0.00087	7	0.4	0.49
10	0.0097	0.018	0.015	0	0	3.5e-05	0	0.93	0	0	0.0097	0	0.0003	0.00012	0	0.015	0	7	0.4	0.49
11	0.014	0.0058	0.089	0	0	0.009	0	0.73	0	0	0.014	0	0.051	0.0012	2.5e-06	0.089	0	7	0.4	0.49
12	0.0019	0.00015	0.22	0	0	0.00098	0	0.18	0	0	0.0019	0	0.37	4.4e-06	0	0.22	0	12	0.31	0.38
13	0.01	0.0042	0.1	0	0	0.0014	0	0.72	0	0	0.01	0	0.047	0.0003	0	0.1	0	7	0.4	0.49
14	0.0065	0.075	0.023	0	0	0.0011	0	0.85	0	0	0.0065	0	0.01	0.00066	0	0.023	0.003	7	0.4	0.49
15	0.0019	0.3	0.0011	0	0	0	0	0.61	0	0	0.0019	0	1.1e-05	2.9e-05	0	0.0011	0.092	7	0.4	0.49
16	0.0078	0.017	0.041	0	0	0.00015	0	0.88	0	0	0.0078	0	0.0076	0.0002	0	0.041	1.1e-06	7	0.4	0.49
17	0	0.2	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0.0027	7	0.4	0.49
18	0.0047	0.0065	0.11	0	0	0.0011	0	0.62	0	0	0.0047	0	0.13	7.3e-05	0	0.11	0	7	0.4	0.49
19	0.00029	0.62	1.7e-05	0	0	0	0	0.29	0	0	0.00029	0	0	0	0	1.7e-05	0.091	1	0.42	0.55
20	0.012	0.014	0.019	0	0	0	0.00051	0.92	0	0	0.012	0	2.3e-05	1.6e-06	0	0.019	0	7	0.4	0.49
21	0	0.13	0	0	0	0	0	0.87	0	0	0	0	0	0	0	0	0.0075	7	0.4	0.49
22	0	0.34	0	0	0	0	0	0.55	0	0	0	0	0	0	0	0	0.11	7	0.4	0.49
23	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.089	0
24	0.019	0.12	0.011	0	0	6.7e-06	0.0019	0.82	0	0	0.019	0	0.00021	0.00036	0	0.011	2.8e-05	7	0.4	0.49
25	0.0097	6.9e-05	0.14	0	0	0.22	0	0.13	0	0	0.0097	0	0.34	0.0031	4.5e-05	0.14	0	12	0.31	0.38
26	0.0034	0.14	0.016	0	0	0.00024	0	0.77	0	3e-06	0.0034	0	0.0083	0.0002	0	0.016	0.046	7	0.4	0.49
27	0	0.29	0	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0.021	7	0.4	0.49
28	0	0.58	0	0	0	0	0	0.38	0	0	0	0	0	0	0	0	0.034	1	0.42	0.55
29	2.6e-05	0.85	0	0	0	0	0	0.081	0	0	2.6e-05	0	0	0	0	0	0.07	1	0.42	0.55
30	3.2e-06	0	0.00036	0	0	0.82	0	3.8e-06	0	2.8e-05	3.2e-06	0	0.18	1.2e-05	5.5e-05	0.00036	0	5	0.4	0.33
31	0.019	0.0043	0.067	0	0	0.37	0.00027	0.18	0	0	0.019	0	0.25	0.016	0.00012	0.067	0	5	0.4	0.33
32	0.00054	0.32	0.00059	0	0	0	0	0.68	0	0	0.00054	0	0	0	0	0.00059	0.0011	7	0.4	0.49
33	0.0033	0.065	0.011	0	0	0	0	0.91	0	0	0.0033	0	0.00046	1.9e-05	0	0.011	4.5e-05	7	0.4	0.49
34	0.0079	0.21	0.00095	0	0	5.7e-06	0	0.73	0	0	0.0079	0	5.8e-06	0.0015	0	0.00095	0.043	7	0.4	0.49
35	0.0069	0.3	0.00021	0	0	2.2e-06	0.00014	0.2	0	0	0.0069	0	0	0.0027	0	0.00021	0.48	16	0.51	0.66
36	1.8e-05	0	0.0031	0	0	0.024	0	0.00063	0	0.67	1.8e-05	0	0.3	3.9e-06	1.2e-06	0.0031	0	9	0.13	0.27
37	0.0042	0.19	0.0036	0	0	5.5e-05	0	0.68	0	0	0.0042	0	0.00028	0.00045	0	0.0036	0.12	7	0.4	0.49
38	0.002	0.069	0.02	0	0	4e-06	0	0.89	0	0	0.002	0	0.0023	4.3e-06	0	0.02	6.3e-05	7	0.4	0.49
39	0.01	0.025	0.027	0	0	0.00042	0	0.89	0	0	0.01	0	0.0043	0.00071	0	0.027	9.6e-06	7	0.4	0.49
40	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	8	0.044	0.11
