SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0.058	0.077	0.077	0.36	0.077	0	0	0.36	0	0	0	0	0	3	0.42	0.55
1	0.093	0.084	0.084	0.32	0.084	0	0	0.32	0	0	0	0.012	0.0019	3	0.42	0.55
2	0	4.8e-05	4.8e-05	0.45	4.8e-05	0	0	0.45	0.00031	0	0	0.1	9.1e-05	3	0.42	0.55
3	0.0022	0.0092	0.0092	0.48	0.0092	0	0	0.48	0.0055	0	0	0.0002	0	3	0.42	0.55
4	0.84	0.046	0.046	0.0016	0.046	0	0	0.0016	0.0007	0	0.013	0	0	0	0.36	0.44
5	0.018	0.037	0.037	0.42	0.037	0	0	0.42	0.0062	0	0	0.03	0.0012	3	0.42	0.55
6	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	3	0.42	0.55
7	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0.044	0.11
8	0.045	0.036	0.036	0.42	0.036	0	0	0.42	0	0	0	0.00081	0	3	0.42	0.55
9	0	0	0	0.5	0	0	0	0.5	0	0	0	0.0028	0	3	0.42	0.55
10	0.36	0.16	0.16	0.078	0.16	0	0	0.078	0	0	0	1.6e-06	0	0	0.36	0.44
11	0.75	0.079	0.079	0.0087	0.079	0	0	0.0087	0	0	8.9e-06	0	0	0	0.36	0.44
12	0.98	0.0057	0.0057	0.00011	0.0057	0	0	0.00011	0	0	1.7e-05	0	0	0	0.36	0.44
13	0.82	0.055	0.055	0.006	0.055	0	0	0.006	0	0	4.8e-06	0	0	0	0.36	0.44
14	0.36	0.071	0.071	0.21	0.071	0	0	0.21	0	0	0.00015	0.0071	0.00022	0	0.36	0.44
15	0.0085	0.011	0.011	0.43	0.011	0	0	0.43	0	0	0	0.1	0.0028	3	0.42	0.55
16	0.64	0.087	0.087	0.049	0.087	0	0	0.049	0	0	0	4.4e-06	0	0	0.36	0.44
17	0	0	0	0.5	0	0	0	0.5	0	0	0	0.0061	8.8e-05	3	0.42	0.55
18	0.9	0.026	0.026	0.0092	0.026	0	0	0.0092	0	0	0.00061	0	0	0	0.36	0.44
19	7.1e-05	0.00086	0.00086	0.47	0.00086	0	0	0.47	0	0	0	0.065	0.00025	3	0.42	0.55
20	0.38	0.17	0.17	0.05	0.17	0	0	0.05	0.0024	0	0	0	0	0	0.36	0.44
21	0	0	0	0.49	0	0	0	0.49	0	0	0	0.013	0.011	3	0.42	0.55
22	0	0	0	0.45	0	0	0	0.45	0	0	0	0.077	0.018	3	0.42	0.55
23	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0.089	0
24	0.11	0.14	0.14	0.23	0.14	0	0	0.23	0.0048	0	0	6.3e-05	0	3	0.42	0.55
25	0.87	0.042	0.042	7.7e-05	0.042	0	0	7.7e-05	0	0	3e-05	0	0	0	0.36	0.44
26	0.2	0.03	0.03	0.31	0.03	0	0	0.31	0	0	0.00078	0.081	0.0054	3	0.42	0.55
27	0	0	0	0.49	0	0	0	0.49	0	0	0	0.017	0.0044	3	0.42	0.55
28	0	0	0	0.49	0	0	0	0.49	0	0	0	0.023	0.00024	3	0.42	0.55
29	0	5.8e-05	5.8e-05	0.48	5.8e-05	0	0	0.48	0	0	0	0.042	3.6e-05	3	0.42	0.55
30	0.0087	5.4e-05	5.4e-05	0	5.4e-05	0	0	0	0	0	0.99	0	0	10	0.22	0.33
31	0.62	0.12	0.12	0.0071	0.12	0	0	0.0071	0.00058	0	0.0078	1.4e-06	0	0	0.36	0.44
32	0.0051	0.0032	0.0032	0.49	0.0032	0	0	0.49	0	0	0	0.0034	0	3	0.42	0.55
33	0.26	0.056	0.056	0.28	0.056	0	0	0.28	0	0	0	0.00028	0	3	0.42	0.55
34	0.0097	0.057	0.057	0.39	0.057	0	0	0.39	0	0	0	0.039	0.0087	3	0.42	0.55
35	0.0011	0.026	0.026	0.29	0.026	0	0	0.29	0.00017	0	0	0.17	0.18	3	0.42	0.55
36	0.006	2.4e-05	2.4e-05	0	2.4e-05	0	0	0	0	0	0.99	0	0	10	0.22	0.33
37	0.038	0.031	0.031	0.36	0.031	0	0	0.36	0	0	0	0.14	0.016	3	0.42	0.55
38	0.4	0.028	0.028	0.26	0.028	0	0	0.26	0	0	0	0.00047	0	0	0.36	0.44
39	0.47	0.13	0.13	0.078	0.13	0	0	0.078	0	0	0	3.2e-05	0	0	0.36	0.44
40	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0.044	0.11
41	0.034	0.00023	0.00023	1.4e-06	0.00023	0	0	1.4e-06	0	0	0.97	0	0	10	0.22	0.33
42	0.94	0.018	0.018	1.4e-05	0.018	0	0	1.4e-05	0	0	0.0032	0	0	0	0.36	0.44
43	0.99	0.0016	0.0016	7.2e-06	0.0016	0	0	7.2e-06	0	0	0.0095	0	0	0	0.36	0.44
44	0	0	0	0.46	0	0	0	0.46	0	0	0	0.063	0.022	3	0.42	0.55
45	0	0	0	0.16	0	0	0	0.16	0	0	0	0.49	0.2	11	0.49	0.66
46	0.22	0.03	0.03	0.34	0.03	0	0	0.34	0	0	0	0.00078	0	3	0.42	0.55
47	0.64	0.068	0.068	0.081	0.068	0	0	0.081	0	0	4.2e-06	3e-05	0	0	0.36	0.44
48	0.2	0.088	0.088	0.27	0.088	0	0	0.27	0	0	0	0.0012	9.9e-06	3	0.42	0.55
49	0.00068	3.6e-06	3.6e-06	0	3.6e-06	0.46	0	0	0	0	0.54	0	0	10	0.22	0.33
50	0.091	0.016	0.016	0.43	0.016	0	0	0.43	0	0	0	0.0022	1.2e-06	3	0.42	0.55
51	0.97	0.0071	0.0071	9.7e-05	0.0071	0	0	9.7e-05	0	0	0.0045	0	0	0	0.36	0.44
52	0.14	0.071	0.071	0.31	0.071	0	0	0.31	0.025	0	0	0.0014	6.3e-06	3	0.42	0.55
53	0.72	0.076	0.076	0.026	0.076	0	0	0.026	0	0	0.00073	2.1e-05	0	0	0.36	0.44
54	0.16	0.046	0.046	0.35	0.046	0	0	0.35	0	0	0	0.0024	6.4e-06	3	0.42	0.55
55	0.4	0.11	0.11	0.14	0.11	0	0	0.14	0	0	1.4e-05	0.0013	1.7e-05	0	0.36	0.44
56	0.73	0.01	0.01	0.012	0.01	0	0	0.012	0	0	0.22	8.2e-06	0	0	0.36	0.44
57	0.52	0.09	0.09	0.096	0.09	0	0	0.096	0	0	0.012	0.0048	0.00053	0	0.36	0.44
58	0.75	0.064	0.064	0.028	0.064	0	0	0.028	0	0	0.0024	3.9e-05	0	0	0.36	0.44
59	0	0	0	0.5	0	0	0	0.5	0	0	0	0.0036	1.7e-05	3	0.42	0.55
60	0	0	0	0.5	0	0	0	0.5	0	0	0	1.5e-05	0	3	0.42	0.55
61	0.32	0.054	0.054	0.26	0.054	0	0	0.26	0	0	0	2.4e-06	0	0	0.36	0.44
62	0.95	0.015	0.015	0.00016	0.015	0	0	0.00016	0	0	3.4e-05	0	0	0	0.36	0.44
63	0.94	0.019	0.019	0.00022	0.019	0	0	0.00022	0	0	0	0	0	0	0.36	0.44
64	0.75	0.064	0.064	0.024	0.064	0	0	0.024	0.011	0	0	0	0	0	0.36	0.44
65	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0.044	0.11
66	0	0	0	0.5	0	0	0	0.5	0	0	0	0.0072	0.00046	3	0.42	0.55
67	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0.044	0.11
68	0.71	0.014	0.014	3.3e-05	0.014	0	0	3.3e-05	0	0	0.25	0	0	0	0.36	0.44
69	0	0	0	0	0	1	0	0	0	0	0.00061	0	0	5	0.044	0.11
70	0.96	0.011	0.011	0.00064	0.011	0	0	0.00064	0	0	0.0017	0	0	0	0.36	0.44
71	0	0	0	0.5	0	0	0	0.5	0	0	0	3.7e-05	0	3	0.42	0.55
72	0.94	0.019	0.019	2e-05	0.019	0	0	2e-05	0	0	0.0066	0	0	0	0.36	0.44
73	0.96	0.0077	0.0077	0.00046	0.0077	0	0	0.00046	0	0	0.013	0	0	0	0.36	0.44
74	0.88	0.0046	0.0046	5.4e-05	0.0046	0	0	5.4e-05	0	0	0.1	0	0	0	0.36	0.44
75	0.78	0.071	0.071	0.00049	0.071	0	0	0.00049	0	0	0.011	0	0	0	0.36	0.44
76	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0.044	0.11
77	0.087	0.074	0.074	0.34	0.074	0	0	0.34	0	0	0	0.0011	6e-06	3	0.42	0.55
78	0.52	0.049	0.049	0.073	0.049	0	0	0.073	0.039	0	0.15	0.001	1.5e-05	0	0.36	0.44
79	0.63	0.037	0.037	0.13	0.037	0	0	0.13	0	0	0.0011	0.00076	2.3e-06	0	0.36	0.44
80	0.86	0.00055	0.00055	0	0.00055	0	0	0	0	0	0.14	0	0	0	0.36	0.44
81	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0.089	0
82	0.087	7.8e-06	7.8e-06	0	7.8e-06	0	0	0	0	0	0.91	0	0	10	0.22	0.33
83	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	3	0.42	0.55
84	1	0.00042	0.00042	0	0.00042	0	0	0	0	0	0	0	0	0	0.36	0.44
85	0.86	0.04	0.04	0.0074	0.04	0	0	0.0074	0.0062	0	0.0034	0	0	0	0.36	0.44
86	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0.089	0
87	0.77	0.01	0.01	0.00031	0.01	0	0	0.00031	0.00091	0	0.19	0	0	0	0.36	0.44
88	0.11	0.22	0.22	0.12	0.22	0	0	0.12	0.00082	0	0	0.00044	2e-05	1	0.42	0.45
89	0.52	0.033	0.033	0.12	0.033	0	0	0.12	0.15	0	3.6e-06	1.2e-05	0	0	0.36	0.44
90	0.36	0.14	0.14	0.1	0.14	0	0	0.1	0.0068	0	0.0074	0.0029	0.00049	0	0.36	0.44
91	0.9	0.00091	0.00091	0	0.00091	0	0	0	2.6e-05	0	0.1	0	0	0	0.36	0.44
92	0.8	0.064	0.064	0.003	0.064	0	0	0.003	0.00078	0	0.00041	0	0	0	0.36	0.44
93	0.51	0.15	0.15	0.025	0.15	0	0	0.025	0.0018	0	0	0	0	0	0.36	0.44
94	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0.044	0.11
95	0.57	0.13	0.13	0.021	0.13	0	0	0.021	0.0017	0	0.00017	5.1e-06	0	0	0.36	0.44
96	0.001	0.026	0.026	0.45	0.026	0	0	0.45	0.00027	0	0	0.013	0.00027	3	0.42	0.55
97	0.8	0.048	0.048	0.02	0.048	0	0	0.02	0.015	0	0.0013	1.2e-06	0	0	0.36	0.44
98	0.00023	0.0018	0.0018	0.46	0.0018	0	0	0.46	0.0028	0	0	0.074	0.00017	3	0.42	0.55
99	0.36	0.03	0.03	0.18	0.03	0	0	0.18	0.19	0	1.4e-06	5.4e-05	0	0	0.36	0.44
100	0.34	0.0044	0.0044	8.7e-05	0.0044	0	0	8.7e-05	0.00023	0	0.65	0	0	10	0.22	0.33
101	0.5	0.14	0.14	0.032	0.14	0	0	0.032	0.0021	0	0.0048	7.7e-05	2.9e-06	0	0.36	0.44
102	0.35	0.22	0.22	3.9e-05	0.22	0	0	3.9e-05	0	0	0	0	0	0	0.36	0.44
103	0.88	0.00012	0.00012	0	0.00012	0	0	0	0	0	0.12	0	0	0	0.36	0.44
104	0.49	0.11	0.11	0.072	0.11	0	0	0.072	0.0087	0	0.018	0.00075	4.2e-05	0	0.36	0.44
105	0.019	0.1	0.1	0.33	0.1	0	0	0.33	0.00085	0	0	0.023	0.0035	3	0.42	0.55
106	0.15	0.07	0.07	0.29	0.07	0	0	0.29	0.022	0	0.00037	0.045	0.0061	3	0.42	0.55
107	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0.089	0
108	0.44	0.19	0.19	0.00089	0.19	0	0	0.00089	1.5e-05	0	0	0	0	0	0.36	0.44
109	0.099	0.15	0.15	0.22	0.15	0	0	0.22	0.0025	0	1.2e-06	0.0083	0.0013	3	0.42	0.55
110	0.013	0.12	0.12	0.27	0.12	0	0	0.27	0.00034	0	0	0.055	0.042	3	0.42	0.55
111	0.17	0.1	0.1	0.25	0.1	0	0	0.25	0.012	0	2.2e-05	0.01	0.00038	3	0.42	0.55
112	0.62	0.056	0.056	0.075	0.056	0	0	0.075	0.059	0	0	0	0	0	0.36	0.44
113	0.00053	6.5e-05	6.5e-05	0.18	6.5e-05	0	0	0.18	0.63	0	0	0.0017	0	8	0.33	0.55
114	0.004	0.013	0.013	0.36	0.013	0	0	0.36	0.0038	0	0	0.2	0.022	3	0.42	0.55
