SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1
0	0.003	0.0022	0.021	0	0	0.021	0.95	0	0	0	0	0	1.2e-05	0	0	0	6	0.4	0.49
1	0.01	0.011	0.061	0.00047	0	0.061	0.85	0	0	0.0065	0	8.9e-05	0.0016	0	0.00073	0	6	0.4	0.49
2	3.2e-05	0	0.45	0	0	0.45	0.028	0.00045	0	0.063	0	0	0	0	0	0	2	0.42	0.55
3	0.0029	0.00067	0.23	0	0	0.23	0.53	0.0039	0	2.3e-05	0	0	6.9e-06	0	0	0	6	0.4	0.49
4	0.012	0.21	0.00064	0.57	0	0.00064	0.13	0.00041	0	0	0	0.047	0.029	0	0.0007	0	3	0.31	0.38
5	0.012	0.0055	0.2	8.1e-05	0	0.2	0.55	0.0045	0	0.025	0	5.8e-06	0.00078	0	0.00022	0	6	0.4	0.49
6	0	0	0.0053	0	0	0.0053	0.99	0	0	0	0	0	0	0	0	0	6	0.4	0.49
7	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	4	0.044	0.11
8	0.0036	0.0044	0.065	1.2e-05	0	0.065	0.86	0	0	4.9e-05	0	0	8.2e-05	0	5.1e-06	0	6	0.4	0.49
9	0	0	0.22	0	0	0.22	0.56	0	0	0.00014	0	0	0	0	0	0	6	0.4	0.49
10	0.013	0.028	0.0095	0.0003	0	0.0095	0.94	0	0	0	0	3e-05	0.002	0	6.7e-05	0	6	0.4	0.49
11	0.018	0.16	0.003	0.052	0	0.003	0.74	0	0	0	0	0.0079	0.016	0	0.00066	0	6	0.4	0.49
12	0.0026	0.42	7.8e-05	0.38	0	7.8e-05	0.19	0	0	0	0	0.00088	0.0024	0	2.5e-06	0	1	0.36	0.44
13	0.013	0.19	0.0022	0.048	0	0.0022	0.73	0	0	0	0	0.0013	0.0075	0	0.00017	0	6	0.4	0.49
14	0.0085	0.042	0.039	0.011	0	0.039	0.86	0	0	0.0018	0	0.00092	0.0026	0	0.00036	0	6	0.4	0.49
15	0.0025	0.002	0.16	1.2e-05	0	0.16	0.62	0	0	0.057	0	0	6.8e-05	0	1.6e-05	0	6	0.4	0.49
16	0.01	0.074	0.009	0.0077	0	0.009	0.89	0	0	0	0	0.00013	0.0024	0	0.00011	0	6	0.4	0.49
17	0	0	0.1	0	0	0.1	0.79	0	0	0.0014	0	0	0	0	0	0	6	0.4	0.49
18	0.0063	0.21	0.0034	0.14	0	0.0034	0.63	0	0	0	0	0.00095	0.0028	0	4.1e-05	0	6	0.4	0.49
19	0.0004	3.2e-05	0.33	0	0	0.33	0.3	0	0	0.042	0	0	0	0	0	0	2	0.42	0.55
20	0.016	0.034	0.0072	2.3e-05	0	0.0072	0.93	0.00051	0	0	0	0	0.00037	0	0	0	6	0.4	0.49
21	0	0	0.066	0	0	0.066	0.86	0	0	0.0084	0	0	0	0	0	0	6	0.4	0.49
22	0	0	0.17	0	0	0.17	0.55	0	0	0.1	0	0	0	0	0	0	6	0.4	0.49
23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0.089	0
24	0.025	0.019	0.063	0.00022	0	0.063	0.83	0.0019	0	1.1e-05	0	5.8e-06	0.0019	0	0.0002	0	6	0.4	0.49
25	0.013	0.25	3.5e-05	0.34	0	3.5e-05	0.13	0	0	0	0	0.19	0.074	0	0.0017	0	3	0.31	0.38
26	0.0045	0.029	0.073	0.0084	0	0.073	0.78	0	0	0.031	3e-06	0.00021	0.00078	0	0.00011	0	6	0.4	0.49
27	0	0	0.15	0	0	0.15	0.69	0	0	0.02	0	0	0	0	0	0	6	0.4	0.49
28	0	0	0.3	0	0	0.3	0.38	0	0	0.018	0	0	0	0	0	0	6	0.4	0.49
29	3.5e-05	0	0.45	0	0	0.45	0.082	0	0	0.026	0	0	0	0	0	0	2	0.42	0.55
30	4.7e-06	0.00074	0	0.2	0	0	4.3e-06	0	0	0	3.1e-05	0.8	0.00098	0	7.3e-06	0	11	0.4	0.33
31	0.025	0.12	0.0022	0.25	0	0.0022	0.18	0.00027	0	0	0	0.32	0.081	0	0.0088	0	11	0.4	0.33
32	0.0007	0.0011	0.16	0	0	0.16	0.67	0	0	0.00024	0	0	2.1e-06	0	0	0	6	0.4	0.49
33	0.0043	0.02	0.034	0.00046	0	0.034	0.91	0	0	1.5e-05	0	0	0.00023	0	1e-05	0	6	0.4	0.49
34	0.01	0.0017	0.11	5.8e-06	0	0.11	0.73	0	0	0.04	0	4.9e-06	0.00074	0	0.00084	0	6	0.4	0.49
35	0.008	0.00034	0.14	0	0	0.14	0.17	0.00012	0	0.54	0	1.7e-06	0.00052	0	0.0013	0	9	0.53	0.66
36	2.4e-05	0.0058	0	0.3	0	0	0.00064	0	0	0	0.67	0.021	0.00024	0	2.1e-06	0	10	0.13	0.27
37	0.0057	0.0067	0.1	0.00028	0	0.1	0.69	0	0	0.093	0	4.8e-05	0.00068	0	0.00025	0	6	0.4	0.49
38	0.0026	0.036	0.036	0.0023	0	0.036	0.89	0	0	1.4e-05	0	3.4e-06	0.00015	0	2.3e-06	0	6	0.4	0.49
39	0.014	0.05	0.013	0.0044	0	0.013	0.9	0	0	4.1e-06	0	0.00037	0.0041	0	0.00039	0	6	0.4	0.49
40	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	4	0.044	0.11
41	0.00016	0.022	1.5e-06	0.8	0	1.5e-06	0.003	0	0	0	0.038	0.13	0.0019	0	2.6e-05	0	3	0.31	0.38
42	0.0016	0.08	1.9e-06	0.51	0	1.9e-06	0.013	0	0	0	0	0.37	0.023	0	0.00033	0	3	0.31	0.38
43	0.00023	0.13	1.6e-06	0.85	0	1.6e-06	0.012	0	0	0	0	0.00091	0.00055	0	0	0	3	0.31	0.38
44	0	0	0.11	0	0	0.11	0.72	0	0	0.051	0	0	0	0	0	0	6	0.4	0.49
45	0	0	0.058	0	0	0.058	0.031	0	0	0.85	0	0	0	0	0	0	9	0.53	0.66
46	0.0027	0.019	0.047	0.00048	0	0.047	0.88	0	0	2.7e-05	0	0	0.00011	0	2.5e-06	0	6	0.4	0.49
47	0.0075	0.069	0.014	0.0088	0	0.014	0.89	0	0	2e-06	0	0.00013	0.0015	0	5.4e-05	0	6	0.4	0.49
48	0.0081	0.018	0.038	0.00059	0	0.038	0.9	0	0	0.00016	0	2.8e-05	0.00096	0	0.00012	0	6	0.4	0.49
49	0	5.1e-05	0	0.0034	0.062	0	6.3e-06	0	0.062	0	0.87	0.00044	3.4e-06	0	0	0	10	0.13	0.27
50	0.0018	0.0098	0.073	0.00013	0	0.073	0.84	0	0	0.00012	0	0	3.6e-05	0	1e-06	0	6	0.4	0.49
51	0.0018	0.24	3.8e-05	0.67	0	3.8e-05	0.082	0	0	0	0	0.0031	0.003	0	1.3e-05	0	3	0.31	0.38
52	0.015	0.028	0.1	0.0013	0	0.1	0.74	0.012	0	0.00033	0	2.3e-05	0.0015	0	0.00012	0	6	0.4	0.49
53	0.014	0.13	0.0074	0.086	0	0.0074	0.73	0	0	4.8e-06	0	0.015	0.013	0	0.00099	0	6	0.4	0.49
54	0.0045	0.016	0.052	0.00046	0	0.052	0.88	0	0	0.00022	0	5.5e-06	0.00031	0	2.1e-05	0	6	0.4	0.49
55	0.013	0.046	0.026	0.0089	0	0.026	0.87	0	0	0.00026	0	0.0029	0.006	0	0.00082	0	6	0.4	0.49
56	0.0026	0.18	0.0044	0.4	0	0.0044	0.41	0	0	1e-06	0.0027	0.0013	0.0012	0	1.7e-05	0	6	0.4	0.49
57	0.014	0.076	0.022	0.074	0	0.022	0.73	0	0	0.0023	4.5e-05	0.04	0.013	0	0.0029	0	6	0.4	0.49
58	0.012	0.14	0.008	0.12	0	0.008	0.69	0	0	8.4e-06	0	0.019	0.011	0	0.00076	0	6	0.4	0.49
59	0	0	0.088	0	0	0.088	0.82	0	0	0.00046	0	0	0	0	0	0	6	0.4	0.49
60	0	0	0.15	0	0	0.15	0.71	0	0	0	0	0	0	0	0	0	6	0.4	0.49
