SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0.002	0	0	0	0.0021	0.0021	0	0.00093	0.012	0.0055	0.96	0.012	8.8e-06	0	0	10	0.4	0.49
1	0.015	0	0	0	0.01	0.01	1.5e-05	0.0008	0.031	0.1	0.79	0.031	0.0032	0.0067	0	10	0.4	0.49
2	3.6e-05	0	0.00045	0	0	0	0	7.1e-06	0.18	0.5	0.021	0.18	0	0.12	0	9	0.47	0.55
3	0.0028	0	0.0058	0	0.00072	0.00072	0	0.00082	0.14	0.12	0.59	0.14	2.4e-06	0.0001	0	10	0.4	0.49
4	0.0077	0	0.0006	0	0.22	0.22	0.24	0.0012	0.00037	0.00018	0.14	0.00037	0.17	0	0	6	0.31	0.33
5	0.014	0	0.0055	0	0.0048	0.0048	0	0.00077	0.1	0.25	0.49	0.1	0.00061	0.032	0	10	0.4	0.49
6	0	0	0	0	0	0	0	0	0.0029	0.0003	0.99	0.0029	0	0	0	10	0.4	0.49
7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.044	0.11
8	0.0033	0	0	0	0.0044	0.0044	0	0.0011	0.036	0.036	0.88	0.036	0.00012	0.00015	0	10	0.4	0.49
9	0	0	0	0	0	0	0	0	0.15	0.028	0.68	0.15	0	0.00096	0	10	0.4	0.49
10	0.0097	0	0	0	0.026	0.026	2.1e-06	0.0011	0.0051	0.0035	0.92	0.0051	0.0054	0	0	10	0.4	0.49
11	0.011	0	0	0	0.14	0.14	0.0046	0.0016	0.0014	0.001	0.62	0.0014	0.082	0	0	10	0.4	0.49
12	0.00057	0	0	0	0.39	0.39	0.012	0.0026	4e-05	2.7e-06	0.18	4e-05	0.032	0	0	4	0.36	0.44
13	0.007	0	0	0	0.16	0.16	0.0015	0.0023	0.0011	0.0005	0.63	0.0011	0.038	0	0	10	0.4	0.49
14	0.0083	0	0	0	0.039	0.039	0.0011	0.0021	0.021	0.03	0.83	0.021	0.01	0.0027	0	10	0.4	0.49
15	0.003	0	0	0	0.0018	0.0018	0	0.00063	0.08	0.18	0.58	0.08	8.8e-05	0.081	0	10	0.4	0.49
16	0.0073	0	0	0	0.068	0.068	0.00013	0.0024	0.0046	0.0035	0.83	0.0046	0.0088	0	0	10	0.4	0.49
17	0	0	0	0	0	0	0	0	0.057	0.083	0.8	0.057	0	0.0025	0	10	0.4	0.49
18	0.0029	0	0	0	0.19	0.19	0.0069	0.0044	0.0017	0.00058	0.58	0.0017	0.02	0	0	10	0.4	0.49
19	0.00048	0	0	0	2.5e-05	2.5e-05	0	8.9e-05	0.15	0.4	0.24	0.15	0	0.07	0	9	0.47	0.55
20	0.0061	0	0.00068	0	0.033	0.033	0	0.0027	0.0039	0.00054	0.92	0.0039	0.00036	0	0	10	0.4	0.49
21	0	0	0	0	0	0	0	0	0.032	0.15	0.78	0.032	0	0.0063	0	10	0.4	0.49
22	0	0	0	0	0	0	0	0	0.076	0.33	0.43	0.076	0	0.08	0	10	0.4	0.49
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.089	0
24	0.025	0	0.0026	0	0.019	0.019	0	0.0015	0.034	0.046	0.82	0.034	0.0018	2.6e-05	0	10	0.4	0.49
25	0.0053	0	0	0	0.17	0.17	0.073	0.00023	1.3e-05	6.5e-06	0.087	1.3e-05	0.5	0	0	12	0.4	0.38
26	0.0042	3.2e-06	0	0	0.027	0.027	0.00068	0.0028	0.039	0.054	0.76	0.039	0.0032	0.042	0	10	0.4	0.49
27	0	0	0	0	0	0	0	0	0.06	0.36	0.51	0.06	0	0.014	0	10	0.4	0.49
28	0	0	0	0	0	0	0	0	0.14	0.38	0.32	0.14	0	0.026	0	9	0.47	0.55
29	4.2e-05	0	0	0	0	0	0	6.2e-06	0.16	0.59	0.053	0.16	0	0.042	0	9	0.47	0.55
30	0	4.3e-06	0	0	9.2e-05	9.2e-05	1	0	0	0	0	0	0.0033	0	0	6	0.31	0.33
31	0.021	0	0.00033	0	0.11	0.11	0.28	0.00059	0.0011	0.0014	0.16	0.0011	0.31	0	0	12	0.4	0.38
32	0.00052	0	0	0	0.0012	0.0012	0	0.0016	0.1	0.055	0.74	0.1	2.4e-06	0.0011	0	10	0.4	0.49
33	0.0032	0	0	0	0.019	0.019	0	0.0026	0.018	0.014	0.9	0.018	0.00058	4.2e-05	0	10	0.4	0.49
34	0.018	0	0	0	0.0013	0.0013	0	0.00017	0.046	0.3	0.56	0.046	0.00057	0.031	0	10	0.4	0.49
35	0.015	0	0.0001	0	0.00022	0.00022	0	3.5e-05	0.049	0.52	0.11	0.049	0.00014	0.25	0	9	0.47	0.55
36	5e-06	0.38	0	0	0.003	0.003	0.61	5.6e-06	0	0	0.00034	0	0.0037	0	0	6	0.31	0.33
37	0.0073	0	0	0	0.006	0.006	1e-05	0.00074	0.051	0.14	0.63	0.051	0.0014	0.1	0	10	0.4	0.49
38	0.0013	0	0	0	0.034	0.034	1.6e-05	0.0054	0.02	0.007	0.88	0.02	0.00062	5.8e-05	0	10	0.4	0.49
39	0.013	0	0	0	0.047	0.047	0.00014	0.0015	0.0069	0.0084	0.86	0.0069	0.014	8.6e-06	0	10	0.4	0.49
40	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.044	0.11
41	2.4e-05	0.013	0	0	0.0071	0.0071	0.96	1.1e-05	0	0	0.00096	0	0.015	0	0	6	0.31	0.33
42	0.00071	0	0	0	0.066	0.066	0.53	4.8e-05	0	0	0.011	0	0.33	0	0	6	0.31	0.33
43	0.00012	0	0	0	0.36	0.36	0.2	0.001	2.4e-06	0	0.033	2.4e-06	0.038	0	0	4	0.36	0.44
44	0	0	0	0	0	0	0	0	0.058	0.16	0.67	0.058	0	0.047	0	10	0.4	0.49
45	0	0	0	0	0	0	0	0	0.029	0.22	0.029	0.029	0	0.69	0	13	0.51	0.66
46	0.0016	0	0	0	0.019	0.019	0	0.0036	0.026	0.012	0.89	0.026	0.00034	0.0001	0	10	0.4	0.49
47	0.0049	0	0	0	0.064	0.064	0.0002	0.003	0.0072	0.0045	0.84	0.0072	0.0066	5.7e-06	0	10	0.4	0.49
48	0.0083	0	0	0	0.017	0.017	8.4e-06	0.0014	0.021	0.03	0.88	0.021	0.0024	0.00031	0	10	0.4	0.49
49	0	0.86	0	0.12	4.5e-05	4.5e-05	0.019	0	0	0	5.7e-06	0	8.4e-05	0	0	1	0.13	0.27
50	0.0012	0	0	0	0.0099	0.0099	0	0.0035	0.042	0.023	0.87	0.042	8.7e-05	0.00042	0	10	0.4	0.49
51	0.00093	0	0	0	0.36	0.36	0.094	0.0016	3.2e-05	4.8e-06	0.12	3.2e-05	0.066	0	0	4	0.36	0.44
52	0.013	0	0.016	0	0.027	0.027	1.8e-05	0.0027	0.055	0.058	0.74	0.055	0.0021	0.00072	0	10	0.4	0.49
53	0.011	0	0	0	0.12	0.12	0.019	0.0019	0.0037	0.0037	0.65	0.0037	0.072	9e-06	0	10	0.4	0.49
54	0.0038	0	0	0	0.015	0.015	3.9e-06	0.0021	0.028	0.027	0.88	0.028	0.00084	0.00053	0	10	0.4	0.49
55	0.013	0	0	0	0.043	0.043	0.0012	0.0015	0.013	0.02	0.83	0.013	0.024	0.00045	0	10	0.4	0.49
56	0.0014	0.0035	0	0	0.21	0.21	0.064	0.0067	0.0029	0.00091	0.49	0.0029	0.015	3.9e-06	0	10	0.4	0.49
57	0.014	4.6e-05	0	0	0.069	0.069	0.046	0.0016	0.011	0.022	0.68	0.011	0.071	0.0027	0	10	0.4	0.49
58	0.0089	0	0	0	0.12	0.12	0.033	0.0022	0.004	0.0037	0.63	0.004	0.07	1.6e-05	0	10	0.4	0.49
59	0	0	0	0	0	0	0	0	0.05	0.046	0.85	0.05	0	0.001	0	10	0.4	0.49
60	0	0	0	0	0	0	0	0	0.085	0.089	0.74	0.085	0	4.5e-06	0	10	0.4	0.49
61	0.0012	0	0	0	0.014	0.014	0	0.0034	0.01	0.0028	0.94	0.01	6.8e-05	0	0	10	0.4	0.49
62	0.0021	0	0	0	0.32	0.32	0.038	0.0013	4.8e-05	8.3e-06	0.18	4.8e-05	0.13	0	0	4	0.36	0.44
63	0.0015	0	0	0	0.28	0.28	1.4e-05	0.0028	5.9e-05	4e-06	0.43	5.9e-05	0.0097	0	0	10	0.4	0.49
64	0.0056	0	0.0075	0	0.15	0.15	6.4e-05	0.0058	0.0044	0.00085	0.66	0.0044	0.0056	0	0	10	0.4	0.49
65	0	5.8e-05	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.044	0.11
66	0	0	0	0	0	0	0	0	0.067	0.28	0.58	0.067	0	0.0052	0	10	0.4	0.49
67	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.044	0.11
68	0.0002	0	0	0	0.015	0.015	0.87	1.4e-05	0	0	0.003	0	0.1	0	0	6	0.31	0.33
69	0	0.019	0	0.98	0	0	4.1e-05	0	0	0	0	0	0	0	0	3	0.044	0.11
70	0.0014	0	0	0	0.32	0.32	0.048	0.0029	0.00019	3.3e-05	0.26	0.00019	0.048	0	0	4	0.36	0.44
71	0	0	0	0	0	0	0	0	0.03	0.015	0.92	0.03	0	3.6e-06	0	10	0.4	0.49
72	0.00089	0	0	0	0.072	0.072	0.53	6.1e-05	1.4e-06	0	0.014	1.4e-06	0.31	0	0	6	0.31	0.33
73	0.00098	0	0	0	0.33	0.33	0.087	0.0029	0.00014	2.3e-05	0.21	0.00014	0.041	0	0	4	0.36	0.44
74	0.00039	0	0	0	0.21	0.21	0.48	0.00068	1.1e-05	1.7e-06	0.045	1.1e-05	0.067	0	0	6	0.31	0.33
75	0.005	0	0	0	0.051	0.051	0.41	9.1e-05	2.9e-05	4.1e-05	0.046	2.9e-05	0.43	0	0	12	0.4	0.38
76	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.044	0.11
77	0.0077	0	0	0	0.0076	0.0076	0	0.00096	0.027	0.044	0.88	0.027	0.0007	0.00028	0	10	0.4	0.49
78	0.01	0.016	0.034	0	0.14	0.14	0.097	0.0043	0.018	0.014	0.47	0.018	0.037	0.00077	0	10	0.4	0.49
79	0.003	0	0	0	0.074	0.074	0.0017	0.0048	0.013	0.008	0.8	0.013	0.0056	0.0002	0	10	0.4	0.49
80	1.1e-06	0	0	0	0.01	0.01	0.96	0	0	0	5.9e-05	0	0.018	0	0	6	0.31	0.33
