SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0.0043	0.048	0	0.0062	0	0	0	0	0.94	0	0	8	0.4	0.49
1	0.015	0.13	0.00019	0.031	0	0	0	0.0082	0.81	0	0	8	0.4	0.49
2	3.6e-05	0.82	0	0	0	0	0	0.15	0.022	0.00036	0	1	0.42	0.55
3	0.0039	0.5	0	0.0018	0	0	0	0.0001	0.49	0.0036	0	1	0.42	0.55
4	0.02	0.0017	0.12	0.71	0	0	0	0	0.15	0.00047	0	3	0.36	0.44
5	0.016	0.43	1.2e-05	0.015	0	0	0	0.038	0.5	0.0041	0	8	0.4	0.49
6	0	0.012	0	0	0	0	0	0	0.99	0	0	8	0.4	0.49
7	0	0	0	0	1	0	0	0	0	0	0	4	0.044	0.11
8	0.0051	0.15	0	0.012	0	0	0	0.00017	0.84	0	0	8	0.4	0.49
9	0	0.47	0	0	0	0	0	0.00087	0.52	0	0	8	0.4	0.49
10	0.018	0.021	6.4e-05	0.076	0	0	0	0	0.89	0	0	8	0.4	0.49
11	0.021	0.0055	0.014	0.38	0	0	0	0	0.58	0	0	8	0.4	0.49
12	0.0026	0.00013	0.0014	0.86	0	0	0	0	0.13	0	0	3	0.36	0.44
13	0.015	0.0039	0.0021	0.42	0	0	0	0	0.56	0	0	8	0.4	0.49
14	0.011	0.083	0.0019	0.11	0	0	0	0.003	0.79	0	0	8	0.4	0.49
15	0.0034	0.33	0	0.0052	0	0	0	0.094	0.57	0	0	8	0.4	0.49
16	0.013	0.018	0.00025	0.19	0	0	0	1.1e-06	0.78	0	0	8	0.4	0.49
17	0	0.23	0	0	0	0	0	0.0028	0.77	0	0	8	0.4	0.49
18	0.0072	0.0062	0.0017	0.49	0	0	0	0	0.5	0	0	8	0.4	0.49
19	0.0005	0.66	0	8e-05	0	0	0	0.088	0.26	0	0	1	0.42	0.55
20	0.022	0.015	0	0.093	0	0	0	0	0.87	0.00048	0	8	0.4	0.49
21	0	0.15	0	0	0	0	0	0.008	0.84	0	0	8	0.4	0.49
22	0	0.38	0	0	0	0	0	0.11	0.51	0	0	8	0.4	0.49
23	0	0	0	0	0	0	0	0	0	0	1	10	0.089	0
24	0.034	0.14	1.2e-05	0.053	0	0	0	2.9e-05	0.78	0.0018	0	8	0.4	0.49
25	0.014	6.2e-05	0.32	0.56	0	0	0	0	0.099	0	0	3	0.36	0.44
26	0.006	0.15	0.00043	0.077	0	0	3.5e-06	0.047	0.72	0	0	8	0.4	0.49
27	0	0.32	0	0	0	0	0	0.022	0.66	0	0	8	0.4	0.49
28	0	0.62	0	0	0	0	0	0.033	0.34	0	0	1	0.42	0.55
29	4.3e-05	0.87	0	0	0	0	0	0.065	0.069	0	0	1	0.42	0.55
30	3.8e-06	0	1	0.0012	0	0	2.2e-05	0	2.4e-06	0	0	2	0.4	0.33
31	0.027	0.0039	0.56	0.27	0	0	0	0	0.14	0.0002	0	2	0.4	0.33
32	0.00096	0.36	0	0.0029	0	0	0	0.0011	0.64	0	0	8	0.4	0.49
33	0.006	0.074	3.4e-06	0.055	0	0	0	4.7e-05	0.86	0	0	8	0.4	0.49
34	0.015	0.24	1.1e-05	0.0048	0	0	0	0.045	0.7	0	0	8	0.4	0.49
35	0.012	0.33	3.9e-06	0.001	0	0	0	0.48	0.18	0.00012	0	7	0.51	0.66
36	3.9e-05	0	0.052	0.019	0	0	0.93	0	0.00071	0	0	6	0.13	0.27
37	0.0077	0.21	0.0001	0.018	0	0	0	0.12	0.64	0	0	8	0.4	0.49
38	0.0035	0.077	7.1e-06	0.096	0	0	0	6.4e-05	0.82	0	0	8	0.4	0.49
39	0.018	0.028	0.00075	0.13	0	0	0	9.6e-06	0.82	0	0	8	0.4	0.49
40	0	0	0	0	1	0	0	0	0	0	0	4	0.044	0.11
41	0.00055	8.1e-06	0.72	0.16	0	0	0.11	0	0.0072	0	0	2	0.4	0.33
42	0.0021	4.1e-06	0.77	0.21	0	0	0	0	0.012	0	0	2	0.4	0.33
43	0.00082	8.9e-06	0.005	0.96	0	0	0	0	0.03	0	0	3	0.36	0.44
44	0	0.25	0	0	0	0	0	0.057	0.69	0	0	8	0.4	0.49
45	0	0.13	0	0	0	0	0	0.84	0.03	0	0	7	0.51	0.66
46	0.0037	0.1	2.2e-06	0.052	0	0	0	0.00011	0.84	0	0	8	0.4	0.49
