SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0.0017	0.0064	0.04	0	0.95	0	0	0	0	4.7e-06	4	0.4	0.49
1	0.012	0.029	0.23	0	0.73	0.00014	0	0	0	0.0016	4	0.4	0.49
2	2e-05	0	0.99	0	0.014	0	0	0	0	0	2	0.44	0.55
3	0.0019	0.0018	0.51	0	0.48	0	0	0	0	1e-06	2	0.44	0.55
4	0.0064	0.67	0.0011	0	0.14	0.092	0	0	0	0.09	1	0.36	0.44
5	0.0099	0.012	0.57	0	0.41	7.8e-06	0	0	0	0.00027	2	0.44	0.55
6	0	0	0.0043	0	1	0	0	0	0	0	4	0.4	0.49
7	0	0	0	1	0	0	0	0	0	0	3	0.044	0.11
8	0.0026	0.012	0.16	0	0.83	0	0	0	0	6.3e-05	4	0.4	0.49
9	0	0	0.3	0	0.7	0	0	0	0	0	4	0.4	0.49
10	0.0079	0.078	0.02	0	0.89	5.2e-05	0	0	0	0.0028	4	0.4	0.49
11	0.0086	0.37	0.0048	0	0.56	0.011	0	0	0	0.04	4	0.4	0.49
12	0.00035	0.86	3.6e-05	0	0.13	0.0011	0	0	0	0.013	1	0.36	0.44
13	0.0051	0.42	0.0029	0	0.55	0.0017	0	0	0	0.018	4	0.4	0.49
14	0.0065	0.11	0.1	0	0.78	0.0015	0	0	0	0.0053	4	0.4	0.49
15	0.0023	0.0049	0.47	0	0.52	0	0	0	0	4.3e-05	4	0.4	0.49
16	0.0057	0.19	0.017	0	0.78	0.0002	0	0	0	0.0044	4	0.4	0.49
17	0	0	0.27	0	0.73	0	0	0	0	0	4	0.4	0.49
18	0.002	0.49	0.0037	0	0.49	0.0013	0	0	0	0.0093	4	0.4	0.49
19	0.0003	5.5e-05	0.82	0	0.17	0	0	0	0	0	2	0.44	0.55
20	0.005	0.097	0.0073	0	0.89	0	0	0	0	0.00019	4	0.4	0.49
21	0	0	0.28	0	0.72	0	0	0	0	0	4	0.4	0.49
22	0	0	0.61	0	0.39	0	0	0	0	0	2	0.44	0.55
23	0	0	0	0	0	0	1	0	0	0	6	0.089	0
24	0.019	0.052	0.17	0	0.76	9.7e-06	0	0	0	0.00092	4	0.4	0.49
25	0.0041	0.46	3.9e-05	0	0.08	0.21	0	0	0	0.25	1	0.36	0.44
26	0.0034	0.079	0.19	0	0.73	0.00036	0	0	4.4e-06	0.0016	4	0.4	0.49
27	0	0	0.56	0	0.44	0	0	0	0	0	2	0.44	0.55
28	0	0	0.77	0	0.23	0	0	0	0	0	2	0.44	0.55
29	2.3e-05	0	0.97	0	0.033	0	0	0	0	0	2	0.44	0.55
30	1.1e-06	0.0015	0	0	2.9e-06	0.99	0	0	3.3e-05	0.0096	5	0.4	0.33
31	0.015	0.27	0.0044	0	0.13	0.44	0	0	0	0.14	5	0.4	0.33
32	0.0004	0.0032	0.31	0	0.68	0	0	0	0	0	4	0.4	0.49
