SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0.0033	0.039	0.0058	0	0	0	0.95	0	6	0.4	0.49
1	0.023	0.22	0.026	0	0	7.7e-05	0.73	0	6	0.4	0.49
2	4.2e-05	0.99	0	0	0	0	0.014	0	1	0.44	0.55
3	0.0038	0.51	0.0017	0	0	0	0.49	0	1	0.44	0.55
4	0.012	0.001	0.59	0	0	0.27	0.13	0	2	0.36	0.44
5	0.02	0.56	0.011	0	0	4.5e-06	0.41	0	1	0.44	0.55
6	0	0.0042	0	0	0	0	1	0	6	0.4	0.49
7	0	0	0	0	1	0	0	0	4	0.044	0.11
8	0.0052	0.15	0.011	0	0	0	0.83	0	6	0.4	0.49
9	0	0.29	0	0	0	0	0.71	0	6	0.4	0.49
10	0.016	0.019	0.071	0	0	3.3e-05	0.89	0	6	0.4	0.49
11	0.018	0.005	0.36	0	0	0.016	0.6	0	6	0.4	0.49
12	0.00075	3.8e-05	0.85	0	0	0.0095	0.14	0	2	0.36	0.44
13	0.011	0.0029	0.41	0	0	0.0036	0.58	0	6	0.4	0.49
14	0.013	0.098	0.1	0	0	0.0021	0.78	0	6	0.4	0.49
15	0.0045	0.47	0.0045	0	0	0	0.53	0	6	0.4	0.49
16	0.012	0.016	0.18	0	0	0.00033	0.79	0	6	0.4	0.49
17	0	0.27	0	0	0	0	0.73	0	6	0.4	0.49
18	0.0042	0.0038	0.47	0	0	0.0058	0.52	0	6	0.4	0.49
19	0.0006	0.82	5.2e-05	0	0	0	0.18	0	1	0.44	0.55
20	0.0099	0.0071	0.089	0	0	0	0.89	0	6	0.4	0.49
21	0	0.27	0	0	0	0	0.73	0	6	0.4	0.49
22	0	0.61	0	0	0	0	0.39	0	1	0.44	0.55
23	0	0	0	0	0	0	0	1	7	0.089	0
24	0.038	0.16	0.048	0	0	6.5e-06	0.75	0	6	0.4	0.49
25	0.01	4.7e-05	0.52	0	0	0.38	0.098	0	2	0.36	0.44
26	0.0068	0.18	0.073	4.2e-06	0	0.00072	0.74	0	6	0.4	0.49
27	0	0.55	0	0	0	0	0.45	0	1	0.44	0.55
28	0	0.76	0	0	0	0	0.24	0	1	0.44	0.55
29	4.6e-05	0.97	0	0	0	0	0.034	0	1	0.44	0.55
30	0	0	0.00028	6.4e-06	0	1	0	0	5	0.36	0.33
31	0.029	0.0044	0.25	0	0	0.58	0.14	0	5	0.36	0.33
32	0.0008	0.31	0.003	0	0	0	0.69	0	6	0.4	0.49
33	0.0052	0.067	0.051	0	0	4.4e-06	0.88	0	6	0.4	0.49
34	0.027	0.46	0.0033	0	0	0	0.51	0	6	0.4	0.49
35	0.029	0.83	0.00073	0	0	0	0.14	0	1	0.44	0.55
36	1.2e-05	0	0.012	0.73	0	0.26	0.00048	0	3	0.13	0.27
37	0.012	0.35	0.016	0	0	5e-05	0.62	0	6	0.4	0.49
38	0.0022	0.049	0.093	0	0	2e-05	0.86	0	6	0.4	0.49
39	0.02	0.032	0.12	0	0	0.00059	0.82	0	6	0.4	0.49
40	0	0	0	0	1	0	0	0	4	0.044	0.11
41	7.8e-05	1.2e-06	0.039	0.035	0	0.92	0.0019	0	5	0.36	0.33
42	0.00077	1.6e-06	0.12	0	0	0.87	0.0073	0	5	0.36	0.33
43	0.00018	2.1e-06	0.9	0	0	0.067	0.03	0	2	0.36	0.44
44	0	0.37	0	0	0	0	0.63	0	6	0.4	0.49
45	0	0.92	0	0	0	0	0.077	0	1	0.44	0.55
46	0.0026	0.075	0.05	0	0	4e-06	0.87	0	6	0.4	0.49
47	0.0077	0.023	0.17	0	0	0.00042	0.8	0	6	0.4	0.49
48	0.013	0.1	0.045	0	0	4e-05	0.84	0	6	0.4	0.49
49	0	0	9.6e-05	0.89	0.1	0.0043	4.4e-06	0	3	0.13	0.27
50	0.0019	0.13	0.026	0	0	0	0.84	0	6	0.4	0.49
