SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0	dcf1	dcf2
0	0.25	0.033	0.71	0	0	2	0.094	0.13	0.11
1	0.0041	1	0	0	0	1	0.17	0.2	0.17
2	0	0	0	0.99	0.013	3	0	0.11	0
3	0.25	0.057	0.69	0	0	2	0.094	0.13	0.11
4	0.022	0.0076	0.97	0	0	2	0.094	0.13	0.11
5	0	1	0	0	0	1	0.17	0.2	0.17
6	0.7	0.032	0.26	0	0	0	0.094	0.2	0.17
7	0.34	0.00017	0.66	0	0	2	0.094	0.13	0.11
8	0.16	0.024	0.81	0	0	2	0.094	0.13	0.11
9	0.29	0.004	0.71	0	0	2	0.094	0.13	0.11
10	0	0	0	0	1	4	0.057	0.044	0.038
11	0.7	0.19	0.11	0	0	0	0.094	0.2	0.17
12	0.018	7.4e-05	0.98	0	0	2	0.094	0.13	0.11
13	0	0	0	0	1	4	0.057	0.044	0.038
14	2.4e-05	1	0	0	0	1	0.17	0.2	0.17
15	0.00056	1e-06	1	0	0	2	0.094	0.13	0.11
16	0.58	0.32	0.1	0	0	0	0.094	0.2	0.17
17	0.0014	1	0.001	0	0	1	0.17	0.2	0.17
18	0.69	0.23	0.079	0	0	0	0.094	0.2	0.17
19	0.079	0.78	0.14	0	0	1	0.17	0.2	0.17
20	0.024	0.98	0	0	0	1	0.17	0.2	0.17
21	0.53	0.00087	0.47	0	0	0	0.094	0.2	0.17
22	1	0.00077	9.4e-05	0	0	0	0.094	0.2	0.17
23	0.0019	2.5e-06	1	0	0	2	0.094	0.13	0.11
24	0.0036	1	0	0	0	1	0.17	0.2	0.17
25	0.32	0.68	1.1e-06	0	0	1	0.17	0.2	0.17
26	0.0061	0.00014	0.99	0	0	2	0.094	0.13	0.11
27	0	0	0	0	1	4	0.057	0.044	0.038
28	0.025	0.017	0.96	0	0	2	0.094	0.13	0.11
29	3.6e-05	1	0	0	0	1	0.17	0.2	0.17
30	0.55	0.027	0.42	0	0	0	0.094	0.2	0.17
31	0.11	0.89	0	0	0	1	0.17	0.2	0.17
32	0.0023	0.87	0.13	0	0	1	0.17	0.2	0.17
33	0	0	1	0	0	2	0.094	0.13	0.11
34	0.00023	1	5e-06	0	0	1	0.17	0.2	0.17
35	0	0	1	0	0.002	2	0.094	0.13	0.11
36	0	0	0.00023	0	1	4	0.057	0.044	0.038
37	0	1	0	0	0	1	0.17	0.2	0.17
38	0	1	0	0	0	1	0.17	0.2	0.17
39	0	0	0	0	1	4	0.057	0.044	0.038
40	0	0	0	0	1	4	0.057	0.044	0.038
41	0	0	0	0	1	4	0.057	0.044	0.038
42	1	0.00035	0.0015	0	0	0	0.094	0.2	0.17
43	3.9e-05	0.00053	1	0	0.00098	2	0.094	0.13	0.11
44	0	0	0.035	0	0.96	4	0.057	0.044	0.038
45	0.95	0.035	0.017	0	0	0	0.094	0.2	0.17
46	0.0068	0.99	2.9e-05	0	0	1	0.17	0.2	0.17
47	0.0015	1	4.7e-05	0	0	1	0.17	0.2	0.17
48	0	1	0	0	0	1	0.17	0.2	0.17
49	0.77	0.018	0.22	0	0	0	0.094	0.2	0.17
50	0.83	0.17	0.0017	0	0	0	0.094	0.2	0.17
51	0	0	0	0	1	4	0.057	0.044	0.038
52	0.019	0.98	0	0	0	1	0.17	0.2	0.17
53	0	0	1	0	0	2	0.094	0.13	0.11
54	0	1	0	0	0	1	0.17	0.2	0.17
55	0	1	0	0	0	1	0.17	0.2	0.17
56	0	1	0	0	0	1	0.17	0.2	0.17
57	0	1	0	0	0	1	0.17	0.2	0.17
58	0	1	0	0	0	1	0.17	0.2	0.17
59	0.034	0.97	0	0	0	1	0.17	0.2	0.17
60	0	1	0	0	0	1	0.17	0.2	0.17
61	9.2e-06	1	0	0	0	1	0.17	0.2	0.17
62	0.011	0.89	0.094	0	0	1	0.17	0.2	0.17
63	0	0	0	0	1	4	0.057	0.044	0.038
64	0.0051	0.99	0.0048	0	0	1	0.17	0.2	0.17
65	0.054	0.94	0.0022	0	0	1	0.17	0.2	0.17
66	0.055	0.4	0.54	0	0	2	0.094	0.13	0.11
67	0	1	0	0	0	1	0.17	0.2	0.17
68	0.15	0.85	0.00013	0	0	1	0.17	0.2	0.17
69	0.068	0.93	0	0	0	1	0.17	0.2	0.17
70	0	0	0	0	1	4	0.057	0.044	0.038
71	0	1	0	0	0	1	0.17	0.2	0.17
72	0.052	0.87	0.077	0	0	1	0.17	0.2	0.17
73	0.0023	1	0.00061	0	0	1	0.17	0.2	0.17
74	0.0022	0.0008	1	0	0	2	0.094	0.13	0.11
75	0.0092	0.99	0.00038	0	0	1	0.17	0.2	0.17
76	0.0058	5.3e-06	0.99	0	0	2	0.094	0.13	0.11
77	0.22	0.27	0.5	0	0.00038	2	0.094	0.13	0.11
78	0.36	0.64	0	0	0	1	0.17	0.2	0.17
79	0.039	0.95	0.0063	0	0	1	0.17	0.2	0.17
80	0.73	0.26	0.011	0	0	0	0.094	0.2	0.17
81	0	0	1	0	0	2	0.094	0.13	0.11
82	0.11	0.089	0.8	0	0	2	0.094	0.13	0.11
83	0	0	0	1	0	3	0	0.11	0
84	0.46	0.45	0.087	0	0	0	0.094	0.2	0.17
85	0	0	1	0	0	2	0.094	0.13	0.11
86	0.026	0.97	0.00061	0	0	1	0.17	0.2	0.17
87	0	0	0	0	1	4	0.057	0.044	0.038
88	0.18	0.78	0.041	0	0	1	0.17	0.2	0.17
89	0.027	0.97	0.002	0	0	1	0.17	0.2	0.17
90	0.0074	0.99	6.6e-06	0	0	1	0.17	0.2	0.17
91	0.0011	1	0.0001	0	0	1	0.17	0.2	0.17
92	0.048	0.95	0	0	0	1	0.17	0.2	0.17
93	0.14	0.86	1.6e-06	0	0	1	0.17	0.2	0.17
94	0.04	0.96	0.0014	0	0	1	0.17	0.2	0.17
95	0.48	0.48	0.04	0	0	0	0.094	0.2	0.17
96	0.14	0.64	0.22	0	0	1	0.17	0.2	0.17
97	0.00017	1	0	0	0	1	0.17	0.2	0.17
98	0.00097	1	0	0	0	1	0.17	0.2	0.17
99	6.4e-05	1	0	0	0	1	0.17	0.2	0.17
100	0.069	0.93	1.5e-06	0	0	1	0.17	0.2	0.17
101	0	1	0	0	0	1	0.17	0.2	0.17
102	0.087	0.75	0.16	0	0	1	0.17	0.2	0.17
103	0.0016	1	9.9e-06	0	0	1	0.17	0.2	0.17
104	0	0	0	0	1	4	0.057	0.044	0.038
105	0.00042	1	0	0	0	1	0.17	0.2	0.17
106	0.0012	1	7.7e-06	0	0	1	0.17	0.2	0.17
107	0	1	0	0	0	1	0.17	0.2	0.17
108	0	1	0	0	0	1	0.17	0.2	0.17
