SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1	dcf2
0	1.4e-05	0.012	0.0081	0.064	0.89	0	0	0.025	0	0	0	0	0	0	1e-05	4	0.11	0.2	0.13
1	0.0013	0.32	0	0	0.002	0	0	0.68	0	0	0	0	0	0	0	7	0.17	0.2	0.17
2	0	0	0	1.1e-06	0	1	0	0	0	0	0	0	0	0.00011	0	5	0	0.044	0.019
3	1.9e-05	0.011	0.12	0.063	0.78	0	5.8e-06	0.024	0	0	0	2.4e-06	0	0	0.00085	4	0.11	0.2	0.13
4	2.4e-06	0.0057	0.0015	0.56	0.42	0	2.6e-06	0.012	0	0	0	1.1e-06	0	0	0	3	0.094	0.11	0.094
5	0.4	0.19	0	0	0	0	0	0.41	3.9e-06	0	0	0	0	0	0	7	0.17	0.2	0.17
6	3.9e-06	0.0027	0.34	0.0034	0.65	0	0	0.0057	0	0	0	0	0	0	0.0033	4	0.11	0.2	0.13
7	0	1e-05	1.7e-05	9.7e-05	1	0	0	2.2e-05	0	0	0	0	0	0	0	4	0.11	0.2	0.13
8	1.4e-05	0.013	0.0008	0.086	0.87	0	0	0.027	0	0	0	0	0	0	0	4	0.11	0.2	0.13
9	0	2.4e-05	2.7e-06	2.3e-06	1	0	0	5.1e-05	0	0	0	0	0	0	0	4	0.11	0.2	0.13
10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.076	0.022	0.038
11	0.0034	0.12	0.0003	0.0053	0.63	0	0	0.25	0	0	0	0	0	0	0	4	0.11	0.2	0.13
12	0	0.00049	0	0.19	0.77	0	0	0.0011	0	0	0	0	0	0	0.036	4	0.11	0.2	0.13
13	0	0	0	0	0	0	0	0	0	0	3e-06	0	0	1	0	13	0.076	0.022	0.038
14	0.033	0.31	0	0	3.1e-06	0	0	0.66	0	0	0	0	0	0	0	7	0.17	0.2	0.17
15	0	6.6e-06	2.9e-06	0.55	0.45	0	0	1.4e-05	0	0	0	0	0	0	0	3	0.094	0.11	0.094
16	5.5e-05	0.035	0.035	0.00088	0.85	0	1.8e-06	0.076	0	0	0	0	0	0	0.00017	4	0.11	0.2	0.13
17	0.0029	0.31	5.7e-05	8.8e-05	0.031	0	0.0019	0.66	0	0	0	0.00078	0	0	0	7	0.17	0.2	0.17
18	0.0051	0.092	0.026	0.0057	0.67	0	1.4e-06	0.2	0	0	0	0	0	0	0.00056	4	0.11	0.2	0.13
19	0.00052	0.2	1.5e-05	0.0037	0.36	0	9.2e-06	0.43	0	0	0	3.8e-06	0	0	0	7	0.17	0.2	0.17
