SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3
0	1	0	0	0	0	0.67	0.64	0.6	0.54
1	0	0	1	0	2	0.11	0.08	0	0
2	0	0	0	1	3	0.037	0.04	0.27	0.1
3	0	0	1	0	2	0.11	0.08	0	0
4	1	0	0	0	0	0.67	0.64	0.6	0.54
5	0	0	1	0	2	0.11	0.08	0	0
6	0	1	0	0	1	0	0	0.044	0.1
7	0	0	1	0	2	0.11	0.08	0	0
8	0	1	0	0	1	0	0	0.044	0.1
9	0	0	0	1	3	0.037	0.04	0.27	0.1
10	0	0	0	1	3	0.037	0.04	0.27	0.1
11	0	0	0	1	3	0.037	0.04	0.27	0.1
12	1	0	0	0	0	0.67	0.64	0.6	0.54
13	1	0	0	0	0	0.67	0.64	0.6	0.54
14	0	1	0	2.3e-05	1	0	0	0.044	0.1
15	0	0	1	0	2	0.11	0.08	0	0
16	0	0	1	0	2	0.11	0.08	0	0
17	0	1	0	0	1	0	0	0.044	0.1
18	1	0	0	0	0	0.67	0.64	0.6	0.54
19	0	0	1	0	2	0.11	0.08	0	0
20	1	0	0	0	0	0.67	0.64	0.6	0.54
21	1	0	0	0	0	0.67	0.64	0.6	0.54
22	1	0	0	0	0	0.67	0.64	0.6	0.54
23	1	0	0	0	0	0.67	0.64	0.6	0.54
24	0	0	1	0	2	0.11	0.08	0	0
25	0	1	0	0	1	0	0	0.044	0.1
26	0	0.014	0	0.99	3	0.037	0.04	0.27	0.1
27	0	1	0	0	1	0	0	0.044	0.1
28	0	1	0	0	1	0	0	0.044	0.1
29	1	0	0	0	0	0.67	0.64	0.6	0.54
30	1	0	0	0	0	0.67	0.64	0.6	0.54
31	0	1	0	0	1	0	0	0.044	0.1
32	0	0	1	0	2	0.11	0.08	0	0
33	1	0	0	0	0	0.67	0.64	0.6	0.54
34	0	0	0	1	3	0.037	0.04	0.27	0.1
35	0	0	0	1	3	0.037	0.04	0.27	0.1
36	1	0	0	0	0	0.67	0.64	0.6	0.54
37	0	0	1	0	2	0.11	0.08	0	0
38	0	1	0	0	1	0	0	0.044	0.1
39	0	1	0	0	1	0	0	0.044	0.1
40	1	0	0	0	0	0.67	0.64	0.6	0.54
41	0	0	1	0	2	0.11	0.08	0	0
42	0	1	0	0	1	0	0	0.044	0.1
43	0	1	0	0	1	0	0	0.044	0.1
44	0	1	0	0	1	0	0	0.044	0.1
45	0	1	0	0	1	0	0	0.044	0.1
46	1	0	0	0	0	0.67	0.64	0.6	0.54
47	0	0	1	0	2	0.11	0.08	0	0
48	1	0	0	0	0	0.67	0.64	0.6	0.54
49	0	0	1	0	2	0.11	0.08	0	0
50	1	0	0	0	0	0.67	0.64	0.6	0.54
51	0	0	1	0	2	0.11	0.08	0	0
52	1	0	0	0	0	0.67	0.64	0.6	0.54
53	0	1.2e-05	0	1	3	0.037	0.04	0.27	0.1
54	0	0	1	0	2	0.11	0.08	0	0
55	0	1	0	0	1	0	0	0.044	0.1
56	1	0	0	0	0	0.67	0.64	0.6	0.54
57	1	0	0	0	0	0.67	0.64	0.6	0.54
58	1	0	0	0	0	0.67	0.64	0.6	0.54
59	1	0	0	0	0	0.67	0.64	0.6	0.54
60	1	0	0	0	0	0.67	0.64	0.6	0.54
61	1	0	0	0	0	0.67	0.64	0.6	0.54
62	0	0.98	0	0.017	1	0	0	0.044	0.1
63	0	1	0	0	1	0	0	0.044	0.1
64	1	0	0	0	0	0.67	0.64	0.6	0.54
65	1	0	0	0	0	0.67	0.64	0.6	0.54
66	1	0	0	0	0	0.67	0.64	0.6	0.54
67	0	0	1	0	2	0.11	0.08	0	0
68	1	0	0	0	0	0.67	0.64	0.6	0.54
69	0	1	0	0	1	0	0	0.044	0.1
70	0	0	1	0	2	0.11	0.08	0	0
71	0	0	1	0	2	0.11	0.08	0	0
72	0	1	0	0	1	0	0	0.044	0.1
73	0	1	0	0	1	0	0	0.044	0.1
74	0	0	1	0	2	0.11	0.08	0	0
75	0	0	0	1	3	0.037	0.04	0.27	0.1
76	1	0	0	0	0	0.67	0.64	0.6	0.54
77	1	0	0	0	0	0.67	0.64	0.6	0.54
78	1	0	0	0	0	0.67	0.64	0.6	0.54
79	1	0	0	0	0	0.67	0.64	0.6	0.54
80	0	0	1	0	2	0.11	0.08	0	0
81	1	0	0	0	0	0.67	0.64	0.6	0.54
82	1	0	0	0	0	0.67	0.64	0.6	0.54
83	0	1	0	0	1	0	0	0.044	0.1
84	0	1	0	0	1	0	0	0.044	0.1
85	0	0	1	0	2	0.11	0.08	0	0
86	0	0	0	1	3	0.037	0.04	0.27	0.1
87	0	1	0	0	1	0	0	0.044	0.1
88	1	0	0	0	0	0.67	0.64	0.6	0.54
89	0	0	1	0	2	0.11	0.08	0	0
90	0	0	0	1	3	0.037	0.04	0.27	0.1
91	0	0	0	1	3	0.037	0.04	0.27	0.1
92	0	0	1	0	2	0.11	0.08	0	0
93	1	0	0	0	0	0.67	0.64	0.6	0.54
94	1	0	0	0	0	0.67	0.64	0.6	0.54
95	1	0	0	0	0	0.67	0.64	0.6	0.54
96	1	0	0	0	0	0.67	0.64	0.6	0.54
97	1	0	0	0	0	0.67	0.64	0.6	0.54
98	1	0	0	0	0	0.67	0.64	0.6	0.54
99	1	0	0	0	0	0.67	0.64	0.6	0.54
100	1	0	0	0	0	0.67	0.64	0.6	0.54
101	1	0	0	0	0	0.67	0.64	0.6	0.54
102	1	0	0	0	0	0.67	0.64	0.6	0.54
103	1	0	0	0	0	0.67	0.64	0.6	0.54
104	0	1	0	0	1	0	0	0.044	0.1
105	1	0	0	0	0	0.67	0.64	0.6	0.54
106	0	0	0	1	3	0.037	0.04	0.27	0.1
107	1	0	0	0	0	0.67	0.64	0.6	0.54
108	0	0	1	0	2	0.11	0.08	0	0
