SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
0	0.00037	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.67	0.64	0.6	0.54
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.15	0.08	0	0
2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0.073	0	0.044	0
3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.2	0	0
4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.67	0.64	0.6	0.54
5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.15	0.08	0	0
6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0.13	0
7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.2	0	0
8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.037	0.04	0.22	0.1
9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.037	0.04	0.22	0.1
10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.037	0.04	0.22	0.1
11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.037	0.04	0.22	0.1
12	0.032	0	0	0.94	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0.011	0	3	0.67	0.64	0.6	0.54
13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	3	0.67	0.64	0.6	0.54
14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0.13	0
15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.15	0.08	0	0
16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.15	0.08	0	0
17	0	0	0	0	0	0	0.00068	0	0.00068	0	0	0	0	0	0.0085	0	0.99	0	0	16	0	0	0	0.1
18	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0	17	0.67	0.84	0.6	0.54
19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.15	0.08	0	0
20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-05	0	3	0.67	0.64	0.6	0.54
21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.67	0.64	0.6	0.54
22	0	0	0	0.99	0	0	0	0	0	0	0.00018	0	0	0	0	0	0	0.011	0	3	0.67	0.64	0.6	0.54
23	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0	3	0.67	0.64	0.6	0.54
24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.15	0.08	0	0
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0027	0	0	14	0	0	0	0.051
26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0.13	0
27	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.33
28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0.13	0
