SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1	dcf2
0	0	0.0045	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0.27	0.55	0.72
1	0.088	0.00081	0	0	0	0	0.003	0.91	0	0	0	0	0	4.2e-06	0	7	0.27	0.43	0.5
2	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	0	1	14	0.15	0	0.17
3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.03	0.24	0
4	5.2e-06	1	0	0	0	0	0.0016	5.3e-05	0	0	0	0	0	0	0	1	0.37	0.57	0.72
5	2e-05	0	0	3.1e-05	0	0	0	0.00032	0	0	0	0	1	0	0	12	0.18	0.43	0.28
6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.47	0.43	0.89
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.15	0	0.17
8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.03	0.24	0
9	1.1e-05	0	0	0	0	0	0	0.0023	0	0	0	0	1	0	0	12	0.18	0.43	0.28
10	0	0	0	0	0	0	0	0.003	0	0	0.0077	0	0.99	0	0	12	0.18	0.43	0.28
11	0.013	0.061	0	0	0	0	0.91	0.013	0	0	0	0	0	0	0	6	0.27	0.55	0.72
12	0	8.1e-06	0	0	0.057	0	0	0.093	0	0	0	0.85	0	0	0	11	0.42	0.32	0.5
13	0.37	0.066	0	0	6.1e-05	2.6e-05	0.32	0.25	0	0	0	0	0	0	0	0	0.27	0.57	0.5
14	0	0	1	2.3e-05	0	0	0	0	0	0	0	0	0	0	0	2	0.03	0.24	0
15	0	0	0.79	0.21	0	0	0	0	0	0	0	0	0	0	0	2	0.03	0.24	0
16	0.089	0.3	0	0	0	0	0.61	0	0	0	0	0	0	0	0	6	0.27	0.55	0.72
17	0.067	0.032	0	0	0	0	0.9	0.00021	0	0	0	0	0	0	0	6	0.27	0.55	0.72
18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0.18	0.43	0.28
19	0	2.6e-05	0	0	0.93	0.069	0	0	0	0	0	1e-05	0	0	0	4	0.53	0.43	0.56
20	0	0	0	0	0	0	0	0	0.71	0	0	0	0	0	0.29	8	0.24	0	0.44
21	0	0	0	0	1	0.00037	0	0	0	0	0	0.00017	0	0	0	4	0.53	0.43	0.56
22	0.00029	0	0	0	0	0	0	0.021	0	0	7.9e-06	5.8e-05	0.98	0	0	12	0.18	0.43	0.28
23	0	1.9e-06	0	0	0.0011	1	0	0	0	0	0	0	0	0	0	5	0.47	0.43	0.89
24	0.016	0	0	0	0	0	0	0.0066	0	0	0	0	0.98	0	0	12	0.18	0.43	0.28
25	0	0.00021	0	0	0.89	0.024	0	2.8e-05	0	0	0	0.082	0	0	0	4	0.53	0.43	0.56
26	0.00017	0.0019	0	0	0.99	0.00021	7.7e-06	0.003	0	0	0	0.0077	0	0	0	4	0.53	0.43	0.56
27	0	0	1	4.9e-05	0	0	0	0	0	0	0	0	0	0	0	2	0.03	0.24	0
28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0.24	0	0.44
29	0	0	0	0	0	0	0	0	1	0	0.0002	0	0	0	6.8e-06	8	0.24	0	0.44
30	0.11	0.22	0	0	0	0	0.67	1.1e-05	0	0	0	0	0	0	0	6	0.27	0.55	0.72
31	0.36	0.003	0	0	0	0	0.0099	0.63	0	0	0	0	0	3.8e-05	0	7	0.27	0.43	0.5
32	0	0	1	2.1e-06	0	0	0	0	0	0	0	0	0	0	0	2	0.03	0.24	0
33	0	0	0	0	0	0	0	1e-05	0	0	0	0	1	0	0	12	0.18	0.43	0.28
34	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0.24	0	0.44
35	0	0.00044	0	0	0.04	0.95	7.3e-06	7.6e-05	0	0	0	0.007	0	0	0	5	0.47	0.43	0.89
36	0.023	0	0	0	0	0	0	0.98	0	0	0	0	0	0	0	7	0.27	0.43	0.5
37	0	1.6e-05	0	0	0.99	0.0002	0	1.1e-05	0	0	0	0.014	0	0	0	4	0.53	0.43	0.56
38	0.00075	0.0014	0	0	0.004	0.0028	0.0042	0.85	0	0	0.043	0.093	0	0	0	7	0.27	0.43	0.5
39	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.24	0.14	0.44
40	0	0.00022	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0.27	0.55	0.72
41	0	0	0	0	0	0	0	1	0	0	0	0	0.00098	0	0	7	0.27	0.43	0.5
42	0	2.8e-05	0	0	0.84	7e-05	0	0.00061	0	0	0	0.16	0	0	0	4	0.53	0.43	0.56
43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.15	0	0.17
44	0.0018	0	0	0	0	0	3.6e-06	1	0	0	6.8e-05	0	5e-05	0	0	7	0.27	0.43	0.5
45	0	0	0	3.1e-05	0	0	0	0	0	1	0	0	0	0	0.003	9	0	0	0.17
46	0	0	0.82	0.18	0	0	0	0	0	0	0	0	0	0	0	2	0.03	0.24	0
47	0	0	0	0	0	0	0	6.7e-06	0.99	0	0.0057	6.8e-06	0	0	0	8	0.24	0	0.44
48	0	2.4e-06	0	0	0.052	0.0002	0	9.1e-05	0	0	0	0.95	0	0	0	11	0.42	0.32	0.5
49	0.89	0.0055	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.27	0.57	0.5
50	0	0	0	0	0.99	0.0047	0	0	0	0	0	0.007	0	0	0	4	0.53	0.43	0.56
51	0.002	0.14	0	0	0.001	0.094	0.51	0.25	0	0	0	0.00066	0	0	0	6	0.27	0.55	0.72
52	0	0	0	0	0	0	0	0	0.0055	0	0	0	0	0	0.99	14	0.15	0	0.17
53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.15	0	0.17
54	0	0	0	0	0	0	0	1	0	0	0	1.7e-05	0	0	0	7	0.27	0.43	0.5
55	0.64	0.15	0	0	1.3e-06	0	0.2	0.01	0	0	0	0	0	0	0	0	0.27	0.57	0.5
56	0.00011	0	0	0	2.8e-05	0	0	0.95	0	0	0.00061	0.045	0	0	0	7	0.27	0.43	0.5
57	0.0029	1.5e-06	0	0	0.00033	0	3.5e-06	0.98	0	0	3.9e-05	0.015	8.3e-05	0	0	7	0.27	0.43	0.5
58	0.0025	0.0034	0	0	0.0097	0.029	0.005	0.31	0	0	0.59	0.046	9.4e-06	0	0	10	0.24	0.14	0.44
59	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.68	0.87	1
60	0	0	1	2.3e-05	0	0	0	0	0	0	0	0	0	0	0	2	0.03	0.24	0
61	2.2e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.27	0.43	0.5
62	0.031	0.00035	0	0	0.0084	0	0.00032	0.96	0	0	0	0	0	0	0	7	0.27	0.43	0.5
63	0.052	0.018	0	0	0.18	0.00076	0.0084	0.74	0	0	0	0	0	0	0	7	0.27	0.43	0.5
64	1.1e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.27	0.43	0.5
65	0.00013	0	0	0	0	0	3.1e-06	1	0	0	0	0.00029	0	0	0	7	0.27	0.43	0.5
66	0.37	0.0037	0	0	5.6e-06	0	0.059	0.57	0	0	0	1e-06	0	0	0	7	0.27	0.43	0.5
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.15	0	0.17
68	0.29	0.0018	0	0	0.00032	0	0.0027	0.71	0	0	0	5.6e-05	6.9e-06	0	0	7	0.27	0.43	0.5
69	0	0	0	0	0	0	0	1	0	0	0	0	0	0.00047	0	7	0.27	0.43	0.5
70	0.0007	0.00056	0	0	0.00013	0.00051	0.0084	0.98	0	0	0.00075	0.006	0	0	0	7	0.27	0.43	0.5
71	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0.14	0.056
72	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.27	0.43	0.5
73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.15	0	0.17
74	0	0	0	0	0	0	0	0	1	0	1.2e-05	0	0	0	0	8	0.24	0	0.44
75	0.00027	0	0	0	2.3e-05	0	0	0.97	0	0	0	0	0	0.031	0	7	0.27	0.43	0.5
76	3.9e-05	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	7	0.27	0.43	0.5
77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.15	0	0.17
78	0.0009	0	0	0	0	0	0.00011	1	0	0	0	0	0	0	0	7	0.27	0.43	0.5
79	5.5e-05	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.27	0.43	0.5
80	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.03	0.24	0
81	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.27	0.43	0.5
82	3.5e-05	0	0	0	0	0	0	1	0	0	0	0	0	0.00062	0	7	0.27	0.43	0.5
83	0.0044	0	0	0	3.4e-05	0	0	1	0	0	0	0	0	0	0	7	0.27	0.43	0.5
84	2.4e-06	0	0	0	0	0	0	1	0	0	0.00021	0.0013	2.1e-05	0	0	7	0.27	0.43	0.5
85	0.012	0.00011	0	0	0.0037	1.6e-06	0.00012	0.96	0	0	2.8e-05	0.022	4.5e-05	0	0	7	0.27	0.43	0.5
86	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	1	0	13	0.68	0.87	1
87	0	0	1	0.0001	0	0	0	0	0	0	0	0	0	0	0	2	0.03	0.24	0
88	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0.24	0	0.44
89	0	0	0	0	0	0	0	0	2.7e-06	0	0	0	0	0	1	14	0.15	0	0.17
90	0.00076	0	0	0	0	0	2.1e-06	1	0	0	0	0	0	0	0	7	0.27	0.43	0.5
91	0.0072	0.00039	0	0	3.8e-05	0	0.0027	0.99	0	0	0	0.00041	0	0	0	7	0.27	0.43	0.5
92	2.9e-05	0	0	0	0	0	0	1	0	0	0	4.9e-05	0	0	0	7	0.27	0.43	0.5
93	0	0	1	0.00074	0	0	0	0	0	0	0	0	0	0	0	2	0.03	0.24	0
94	0.053	8e-06	0	0	0.00012	0	5.7e-05	0.95	0	0	0	0	0	1.3e-06	0	7	0.27	0.43	0.5
95	0.048	0.001	0	0	0.0014	1.4e-05	0.0024	0.95	0	0	0	0.002	0.00011	0	0	7	0.27	0.43	0.5
96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.15	0	0.17
97	0.0018	0	0	0	0	0	0	1	0	0	0	0	0.00025	0	0	7	0.27	0.43	0.5
98	0.00046	0	0	0	0	0	2.1e-05	1	0	0	0.00099	1.9e-06	0	0	0	7	0.27	0.43	0.5
99	0	0	0.94	0.058	0	0	0	0	0	0	0	0	0	0	0	2	0.03	0.24	0
100	1.4e-05	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.27	0.43	0.5
101	0.00048	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.27	0.43	0.5
102	0	0	0	0	0	0	0	1	0	0	0.0045	0.00026	0	0	0	7	0.27	0.43	0.5
103	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.03	0.24	0
104	0.01	2.1e-05	0	0	8.7e-05	0	0.0002	0.95	0	0	0.02	0.003	0.019	0	0	7	0.27	0.43	0.5
105	1.3e-05	0	0	0	0	0	0	1	0	0	0	0	0	3.2e-05	0	7	0.27	0.43	0.5
106	0	0	0.98	0.018	0	0	0	0	0	0	0	0	0	0	0	2	0.03	0.24	0
107	2.7e-05	0	0	0	0	0	0	1	0	0	8.1e-06	0.0041	7e-06	0	0	7	0.27	0.43	0.5
108	5.3e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.27	0.43	0.5
