SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
0	0.25	0	0	0	0	0	0.75	0	0	0	6	0.6	0.49	0.52	0.26
1	0.63	0	0	0	0	0	0.37	0	0	0	0	0.56	0.44	0.57	0.25
2	0.047	0	0	0	0	0	0.95	0	0	0	6	0.6	0.49	0.52	0.26
3	0.2	0	0	0	0	0	0.8	0	0	0	6	0.6	0.49	0.52	0.26
4	0.032	0	0	0	0	0	0.97	0	0	0	6	0.6	0.49	0.52	0.26
5	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
6	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
7	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
8	0	0	1	0	0	0	0	0	0	0	2	0.31	0	0	0
9	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
10	0	0	0	0	0	0	0	0	1	0	8	0	0	0.48	0.029
11	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
12	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
13	0	1	0	0	0	0	0	0	0	0	1	0.089	0	0.053	0.087
14	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
15	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
16	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
17	0	0	0	0	1	0	0	0	0	0	4	0.044	0.44	0	0
18	0	1	0	0	0	0	0	0	0	0	1	0.089	0	0.053	0.087
19	0	0.98	0	0	0	0	0.018	0	0	0	1	0.089	0	0.053	0.087
20	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
21	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
22	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
23	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
24	0	0	0	0	0	0	0	0	1	0	8	0	0	0.48	0.029
25	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
26	0	1	0	0	0	0	0	0	0	0	1	0.089	0	0.053	0.087
27	0	0	1	0	0	0	0	0	0	0	2	0.31	0	0	0
28	0	0	1	0	0	0	0	0	0	0	2	0.31	0	0	0
29	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
30	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
31	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
32	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
33	0.26	0	0	0	0	0	0.74	0	0	0	6	0.6	0.49	0.52	0.26
34	0	0	1	0	0	0	0	0	0	0	2	0.31	0	0	0
35	0.45	0	0	0	0	0	0.55	0	0	0	6	0.6	0.49	0.52	0.26
36	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0.12
37	0	0	0	0	0	0	0	0	1	2.4e-05	8	0	0	0.48	0.029
38	0	1	2.6e-06	0	0	0	0	0	0	0	1	0.089	0	0.053	0.087
39	0.21	0	0	0	0	0	0.79	0	0	0	6	0.6	0.49	0.52	0.26
40	0.014	0	0	0	0	0	0.99	0	0	0	6	0.6	0.49	0.52	0.26
41	0	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
42	0.087	0	0	0	0	0	0.91	2.4e-05	0	0	6	0.6	0.49	0.52	0.26
43	0.033	0	0	0	0	0	0.97	0	0	0	6	0.6	0.49	0.52	0.26
44	0.0027	0	0	0	0	0	1	0	0	0	6	0.6	0.49	0.52	0.26
45	0.85	0	0	0	0	0	0.15	0	0	0	0	0.56	0.44	0.57	0.25
46	0	0	0	1	0	0	0	0	0	0	3	0	0.33	0	0
47	0	1	0	0	0	0	0	0	0	0	1	0.089	0	0.053	0.087
48	0	0	1	0	0	0	0	0	0	0	2	0.31	0	0	0
49	0.098	0	0	0	0	0	0.9	0	0	0	6	0.6	0.49	0.52	0.26
50	0	0	1	0	0	0	0	0	0	0	2	0.31	0	0	0
51	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0.12
52	0	0	1	0	0	0	0	0	0	0	2	0.31	0	0	0
53	0.39	0	0	0	0	0	0.61	0	0	0	6	0.6	0.49	0.52	0.26
54	0.012	0	0	0	0	0	0.99	0	0	0	6	0.6	0.49	0.52	0.26
55	0.18	0	0	0	0	0	0.82	0	0	0	6	0.6	0.49	0.52	0.26
56	0.09	0	0	0	0	0	0.91	0.0002	0	0	6	0.6	0.49	0.52	0.26
57	0	0	0	0	1	0	0	0	0	0	4	0.044	0.44	0	0
58	0	0	0	1	0.00019	0	0	0	0	0	3	0	0.33	0	0
59	0	0	0	1	0.00062	0	0	0	0	0	3	0	0.33	0	0
60	0.5	0	0	0	0	0	0.5	0	0	0	0	0.56	0.44	0.57	0.25
61	0.11	0	0	0	0	0	0.89	0	0	0	6	0.6	0.49	0.52	0.26
62	0	0.046	0.95	0	0	0	0	0	0	0	2	0.31	0	0	0
63	0	1	1.5e-06	0	0	0	0	0	0	0	1	0.089	0	0.053	0.087
64	0.08	0	0	0	0	0	0.92	0	0	0	6	0.6	0.49	0.52	0.26
65	0	0	1	0	0	0	0	0	0	0	2	0.31	0	0	0
66	0.024	0	0	0	0	0	0.98	0	0	0	6	0.6	0.49	0.52	0.26
67	0	0	0	0	0	0	0	0	1	0	8	0	0	0.48	0.029
68	0.62	0	0	0	0	0	0.38	0	0	0	0	0.56	0.44	0.57	0.25
69	0.17	0	0	0	0	0	0.83	0	0	0	6	0.6	0.49	0.52	0.26
70	0.099	0	0	0	0	0	0.9	3.5e-06	0	0	6	0.6	0.49	0.52	0.26
71	0	1	0	0	0	0	0	0	0	0	1	0.089	0	0.053	0.087
72	0.75	0	0	0	0	0	0.25	0	0	0	0	0.56	0.44	0.57	0.25
73	0.042	0	0	0	0	0	0.96	0	0	0	6	0.6	0.49	0.52	0.26
74	0	0	0	1	1.5e-05	0	0	0	0	0	3	0	0.33	0	0
75	0.036	0	0	0	0	0	0.96	0	0	0	6	0.6	0.49	0.52	0.26
76	0	0	0	0	1	0	0	0	0	0	4	0.044	0.44	0	0
77	0.026	0	0	0	0	0	0.97	0	0	0	6	0.6	0.49	0.52	0.26
78	0	0	0	0	1	0	0	0	0	0	4	0.044	0.44	0	0
79	0.0056	0	0	0	0	0	0.99	0	0	0	6	0.6	0.49	0.52	0.26
80	0	0.003	0	0	0	1	0	0	0	0	5	0	0	0	0.12
81	0.1	0	0	0	0	0	0.9	0	0	0	6	0.6	0.49	0.52	0.26
82	0.13	0	0	0	0	0	0.87	0	0	0	6	0.6	0.49	0.52	0.26
