SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3
0	0.44	0	0	0.016	0	0	0	0	0	0	0.54	0	0	0	0	0	10	0.6	0.55	0.52	0.26
1	0.7	0	0	0.25	0	0	0	0	0	0	0.056	0	0	0	0	0	0	0.56	0.44	0.57	0.25
2	0.067	0	0	0.13	0	0	0	0	0	0	0.8	0	0	0	0	0	10	0.6	0.55	0.52	0.26
3	0.19	0	0	0.63	0	0	0	0	0	0	0.19	0	0	0	0	0	3	0.6	0.44	0.48	0.23
4	0.035	0	0	0.48	0	0	0	0	0	0	0.48	0	0	0	0	0	3	0.6	0.44	0.48	0.23
5	0	0	0	0.39	0	0	0	0	0	0	0.61	0	0	0	0	0	10	0.6	0.55	0.52	0.26
6	0	0	0	0.083	0	0	0	0	0	0	0.92	0	0	0	0	0	10	0.6	0.55	0.52	0.26
7	0	0	0	0.051	0	0	0	0	0	0	0.95	0	0	0	0	0	10	0.6	0.55	0.52	0.26
8	0	0	0	0	0	0.91	0	0	0	0	0	0	0	0	0	0.095	5	0.4	0	0	0
9	0	0	0	0.46	0	0	0	0	0	0	0.54	0	0	0	0	0	10	0.6	0.55	0.52	0.26
10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.52	0.12
11	0	0	0	0.73	0	0	0	0	0	0	0.27	0	0	0	0	0	3	0.6	0.44	0.48	0.23
12	0	0	0	0.57	0	0	0	0	0	0	0.43	0	0	0	0	0	3	0.6	0.44	0.48	0.23
13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.22	0	0.053	0.087
14	0	0	0	0.95	0	0	0	0	0	0	0.051	0	0	0	0	0	3	0.6	0.44	0.48	0.23
15	0	0	0	0.053	0	0	0	0	0	0	0.95	0	0	0	0	0	10	0.6	0.55	0.52	0.26
16	0	0	0	0.081	0	0	0	0	0	0	0.92	0	0	0	0	0	10	0.6	0.55	0.52	0.26
17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.044	0.49	0	0
18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.22	0	0.053	0.087
19	0	0	0	5.3e-06	1	0	0	0	0	0	0	0	0	0	0	0	4	0.22	0	0.053	0.087
20	0	0	0	0.041	0	0	0	0	0	0	0.96	0	0	0	0	0	10	0.6	0.55	0.52	0.26
21	0	0	0	0.057	0	0	0	0	0	0	0.94	0	0	0	0	0	10	0.6	0.55	0.52	0.26
22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.6	0.55	0.52	0.26
23	0	0	0	0.97	0	0	0	0	0	0	0.032	0	0	0	0	0	3	0.6	0.44	0.48	0.23
24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.52	0.12
25	0	0	0	0.63	0	0	0	0	0	0	0.37	0	0	0	0	0	3	0.6	0.44	0.48	0.23
26	0	0	1	0	0	0	0	1.5e-05	0	0	0	0	0	0	0	0	2	0.044	0.49	0.52	0.26
27	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0.4	0	0	0
28	0	0	0	0	0	0.94	0	0	0	0	0	0	0	0	0	0.065	5	0.4	0	0	0
29	0	0	0	0.61	0	0	0	0	0	0	0.39	0	0	0	0	0	3	0.6	0.44	0.48	0.23
30	0	0	0	0.98	0	0	0	0	0	0	0.016	0	0	0	0	0	3	0.6	0.44	0.48	0.23
31	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.6	0.55	0.52	0.26
32	0	0	0	0	0	0.41	0	0	0	0	0.59	0	0	0	0	0	10	0.6	0.55	0.52	0.26
33	0.52	0	0	0.038	0	0	0	0	0	0	0.44	0	0	0	0	0	0	0.56	0.44	0.57	0.25
34	0	0	0	0	0	1.8e-05	0	1	0	0	0	0	0	0	0	0.0014	7	0.13	0	0	0
35	0.69	0	0	0.03	0	0	0	0	0	0	0.28	0	0	0	0	0	0	0.56	0.44	0.57	0.25
36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.4e-06	0	12	0	0	0	0.087
37	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.52	0.12
38	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.13	0	0	0
39	0.0086	0	0	0.99	0	0	0	0	0	0	0.00055	0	0	0	0	0	3	0.6	0.44	0.48	0.23
40	0.0039	0	0	0.00057	0	0	0	0	0	0	1	0	0	0	0	0	10	0.6	0.55	0.52	0.26
41	0	0	0	0	0	0.00023	0	0	0	0	1	0	0	0	0	0	10	0.6	0.55	0.52	0.26
42	0.15	0	0	0.26	0	0	0	0	3.6e-05	0	0.59	0	0	0	0	0	10	0.6	0.55	0.52	0.26
43	0.042	0	0	0.023	0	0	0	0	0	0	0.93	0	0	0	0	0	10	0.6	0.55	0.52	0.26
44	0.001	0	0	0.00028	0	0	0	0	0	0	1	0	0	0	0	0	10	0.6	0.55	0.52	0.26
45	0.92	0	0	0.069	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0.56	0.44	0.57	0.25
46	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0019	0	0	10	0.6	0.55	0.52	0.26
47	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.13	0	0	0
48	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0.4	0	0	0
49	0.097	0	0	0.22	0	0	0	0	0	0	0.69	0	0	0	0	0	10	0.6	0.55	0.52	0.26
50	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7.3e-06	5	0.4	0	0	0
51	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0.087
52	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7.3e-05	7	0.13	0	0	0
53	0.76	0	0	0.18	0	0	0	0	0	0	0.055	0	0	0	0	0	0	0.56	0.44	0.57	0.25
54	0.0042	0	0	6.9e-05	0	0	0	0	0	0	1	0	0	0	0	0	10	0.6	0.55	0.52	0.26
55	0.26	0	0	0.038	0	0	0	0	0	0	0.71	0	0	0	0	0	10	0.6	0.55	0.52	0.26
56	0.085	0	0	0.3	0	0	0	0	0.00016	0	0.62	0	0	0	0	0	10	0.6	0.55	0.52	0.26
57	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.044	0.49	0	0
58	0	0	0	0	0	0	1.3e-06	0	0	0	0	1	0	0	0	0	11	0	0.44	0	0
59	0	0	0	0	0	0	2.8e-05	0	0	0	0	1	0	0	0	0	11	0	0.44	0	0
60	0.67	0	0	0.13	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.56	0.44	0.57	0.25
61	0.24	0	0	0.11	0	0	0	0	0	0	0.66	0	0	0	0	0	10	0.6	0.55	0.52	0.26
62	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1.4e-05	7	0.13	0	0	0
63	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.13	0	0	0
64	0.057	0	0	0.00025	0	0	0	0	0	0	0.94	0	0	0	0	0	10	0.6	0.55	0.52	0.26
65	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0025	5	0.4	0	0	0
66	0.018	0	0	0.025	0	0	0	0	0	0	0.96	0	0	0	0	0	10	0.6	0.55	0.52	0.26
67	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.52	0.12
68	0.42	0	0	0.56	0	0	0	0	0	0	0.012	0	0	0	0	0	3	0.6	0.44	0.48	0.23
69	0.028	0	0	0.96	0	0	0	0	0	0	0.014	0	0	0	0	0	3	0.6	0.44	0.48	0.23
70	0.1	0	0	0.13	0	0	0	0	3.1e-06	0	0.77	0	0	0	0	0	10	0.6	0.55	0.52	0.26
71	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.22	0	0.053	0.087
72	0.17	0	0	0.83	0	0	0	0	0	0	0.0028	0	0	0	0	0	3	0.6	0.44	0.48	0.23
73	0.047	0	0	0.12	0	0	0	0	0	0	0.84	0	0	0	0	0	10	0.6	0.55	0.52	0.26
74	0	0	0	0	0	0	1.3e-06	0	0	0	0	0.017	0	0.98	0	0	13	0	0.16	0	0
75	0.062	0	0	0.51	0	0	0	0	0	0	0.42	0	0	0	0	0	3	0.6	0.44	0.48	0.23
76	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.044	0.49	0	0
