SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	0	0	0	0.0092	0.053	0	0	0	0.15	0	0	0	0.046	0.74	5.4e-06	0	0	15	0.6	0.49	0.52	0.26
1	0	0	0	0	0	0.0073	0.56	0	0	0	0.01	0	0	0	0.19	0.19	0.037	0	0.00013	6	0.53	0.44	0.52	0.23
2	0	0	0	0	0	0.0017	0.011	0	0	0	0.13	0	0	0	0.063	0.79	0.0034	0	0.00025	15	0.6	0.49	0.52	0.26
3	0	0	0	0	0	0.006	0.3	0	0	0	0.01	0	0	0	0.036	0.48	0.15	0	0.02	15	0.6	0.49	0.52	0.26
4	0	0	0	0	0	0.0015	0.32	0	0	0	0.0027	0	0	0	0.0078	0.67	0.0016	0	0.00022	15	0.6	0.49	0.52	0.26
5	0	0	0	0	0	0	0.074	0	0	0	0	0	0	0	0.0037	0.92	0.00017	0	6.9e-05	15	0.6	0.49	0.52	0.26
6	0	0	0	0	0	0	0.038	0	0	0	0	0	0	0	0.014	0.95	0.0003	0	2e-05	15	0.6	0.49	0.52	0.26
7	0	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0.014	0.98	0.00045	0	2e-05	15	0.6	0.49	0.52	0.26
8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.4	0	0	0
9	0	0	0	0	0	0	0.54	0	0	0	0	0	0	0	0.026	0.42	0.0067	0	0.0015	6	0.53	0.44	0.52	0.23
10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0.48	0
11	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0.095	0.57	0.013	0	0.0003	15	0.6	0.49	0.52	0.26
12	0	0	0	0	0	0	0.00063	0	0	0	0	0	0	0	0.0077	0.98	0.0052	0	0.0023	15	0.6	0.49	0.52	0.26
13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.044	0	0.11	0.17
14	0	0	0	0	0	0	0.042	0	0	0	0	0	0	0	0.014	0.93	0.0074	0	0.01	15	0.6	0.49	0.52	0.26
15	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0.0041	0.97	0.00029	0	0.00042	15	0.6	0.49	0.52	0.26
16	0	0	0	0	0	0	0.067	0	0	0	0	0	0	0	0.039	0.89	0.00013	0	1.5e-06	15	0.6	0.49	0.52	0.26
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0.044	0.44	0	0
18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0.31	0.054	0.053	0.26
19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0.31	0.054	0.053	0.26
20	0	0	0	0	0	0	0.018	0	0	0	0	0	0	0	0.022	0.96	0.00059	0	3.3e-05	15	0.6	0.49	0.52	0.26
21	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0.004	0.98	0.00029	0	0.00033	15	0.6	0.49	0.52	0.26
22	0	0	0	0	0	0.00015	0	0	0	0	0	0	0	0	0	1	0	0	0.002	15	0.6	0.49	0.52	0.26
23	0	0	0	0	0	0	0.046	0	0	0	0	0	0	0	0.052	0.41	0.46	0	0.039	16	0.6	0.38	0.48	0.17
24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.044	0	0.11	0.17
25	0	0	0	0	0	0	0.087	0	0	0	0	0	0	0	0.0055	0.9	0.0038	0	0.0037	15	0.6	0.49	0.52	0.26
26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0
27	0	1	0	0	0	0	0	0.0046	0	0	0	0	0	0	0	0	0	0	0	1	0.4	0	0	0
