SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3
0	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
1	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
2	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
3	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
4	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
5	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
6	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
7	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
8	0	0	0	0	0	0	0.71	0.29	6	0.4	0	0	0
9	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
10	0	0	0	0	1	0	0	0	4	0.044	0	0.21	0.14
11	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
12	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
13	0	0	0	0	1	0	0	0	4	0.044	0	0.21	0.14
14	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
15	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
16	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
17	0	0	0	0	0	1	0	0	5	0.044	0.49	0	0
18	0	0	0	0	1	0	0	0	4	0.044	0	0.21	0.14
19	0.75	0	0	0.086	0.16	0	0	0	0	0.6	0.49	0.52	0.26
20	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
21	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
22	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
23	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
24	0	0	0	0	1	0	0	0	4	0.044	0	0.21	0.14
25	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
26	0	1	0	0	0	0	0	0	1	0.089	0	0	0
27	0	0	0	0	0	0	1	0	6	0.4	0	0	0
28	0	0	0	0	0	0	0.83	0.17	6	0.4	0	0	0
29	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
30	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
31	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
32	1	0	0	0	0	0	0.0026	0	0	0.6	0.49	0.52	0.26
33	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
34	0	0.0011	0	0	0	0	6e-06	1	7	0.18	0	0	0
35	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
36	0	0	0	0	1	0	0	0	4	0.044	0	0.21	0.14
37	0	0	0	0	1	0	0	0	4	0.044	0	0.21	0.14
38	0	1	0	0	0	0	0	1.2e-05	1	0.089	0	0	0
39	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
40	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
41	1	0	0	0	0	0	4e-06	0	0	0.6	0.49	0.52	0.26
42	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
43	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
44	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
45	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
46	0	0	1	0	0	0	0	0	2	0	0.33	0	0
47	0	1	0	0	0	0	0	8.1e-06	1	0.089	0	0	0
48	0	0	0	0	0	0	1	0	6	0.4	0	0	0
49	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
50	0	0	0	7.3e-06	0	0	1	0	6	0.4	0	0	0
51	0	0	0	0	1	0	0	0	4	0.044	0	0.21	0.14
52	0	0	0	0	0	0	0	1	7	0.18	0	0	0
53	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
54	1	0	0	0	0	0	0	0	0	0.6	0.49	0.52	0.26
