SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2
0	0	0	1	0	0	0	0	0	0	0	2	0.35	0.13	0.15
1	2.2e-05	0.0012	0.0007	0	1	0	0	0	0	0	4	0.58	0.29	0.23
2	0.00054	0.0028	0.99	0.01	9e-06	0	6.2e-06	0	5.6e-05	0	2	0.35	0.13	0.15
3	0.00064	0.0025	0.23	0.77	0.00035	0	2.1e-06	0	0.0011	0	3	0.45	0.13	0.23
4	0	0	1	0	0	0	0	0	0	0	2	0.35	0.13	0.15
5	0	0	0	0	0	1	2.2e-06	0	0	0	5	0.16	0	0
6	0	5.2e-05	1	0.00055	0	0	0	0	9.2e-06	0	2	0.35	0.13	0.15
7	0.00033	0.0012	0.93	0.00087	0	0	0.069	0	8.3e-06	0	2	0.35	0.13	0.15
8	0.038	0.00022	0.0052	0.0033	0.95	0	0	0	0	0	4	0.58	0.29	0.23
9	0.022	0.052	0.12	0.67	0.13	0	0	0	0.0025	0	3	0.45	0.13	0.23
10	2.7e-05	1.5e-05	1	0.00015	0	0	0.00072	0	0	0	2	0.35	0.13	0.15
11	1.3e-05	2.9e-05	1	0.00021	0	0	0	0	0	0	2	0.35	0.13	0.15
12	0	0	0	0	0	0	0	0	0	1	9	0	0.13	0
13	0	0	1	0	0	0	0	0	0	0	2	0.35	0.13	0.15
14	0.00011	0	1	9.9e-06	0	0	0	0	0	0	2	0.35	0.13	0.15
15	1.1e-05	0.0015	0.97	0.019	0	0	0	0	0.0058	0	2	0.35	0.13	0.15
16	0.00028	0.0029	0.93	0.071	3.3e-06	0	0	0	1.3e-05	0	2	0.35	0.13	0.15
17	0.0081	0.0047	0.9	0.083	0.0049	0	0	0	0.00083	0	2	0.35	0.13	0.15
18	9.5e-06	0.0016	1	0.00031	0	0	0	0	0	0	2	0.35	0.13	0.15
19	2.9e-05	0.00039	0.96	0.038	0	0	0	0	4e-06	0	2	0.35	0.13	0.15
20	0	0	0.23	0.77	0	0	0	0	0	0	3	0.45	0.13	0.23
21	2.4e-05	0.00021	0.96	0.04	0	0	0	0	5.9e-06	0	2	0.35	0.13	0.15
22	0	0	0.86	0.14	0	0	0	0	0	0	2	0.35	0.13	0.15
23	0	5.7e-05	0.15	0.00098	0.75	0	0	0	0.11	0	4	0.58	0.29	0.23
24	0.00047	0.0032	0.74	0.26	0.00024	0	0	0	0.0004	0	2	0.35	0.13	0.15
25	6.6e-06	2.4e-05	1	0.00015	0	0	0.0031	0	0	0	2	0.35	0.13	0.15
26	0	0	1	0	0	0	0	0	0.0047	0	2	0.35	0.13	0.15
27	0	0	1	0	0	0	0	0	0	0	2	0.35	0.13	0.15
28	0.016	0.00038	0.98	0.0048	3.8e-06	0	0	0	0	0	2	0.35	0.13	0.15
29	0	0	1	0	0	0	0.00069	0	0	0	2	0.35	0.13	0.15
30	0.016	0.06	0.73	0.18	0.0089	0	0	0	0.0012	0	2	0.35	0.13	0.15
31	0	0	1	2.3e-05	0	0	0	0	0	0	2	0.35	0.13	0.15
32	0	0	1	0	0	0	0	0	0	0	2	0.35	0.13	0.15
33	0	0	4.3e-05	0	0	0	1	0	0	0	6	0.12	0.072	0.033
34	0	0	0	0	0	1	0	0	0	0	5	0.16	0	0
35	0	0	0.22	0	0	0	0.78	0	0	0	6	0.12	0.072	0.033
36	0	0	0	0	0	1	0.00013	0	0	0	5	0.16	0	0
37	0	5e-06	1	0.00014	0	0	0	0	0	0	2	0.35	0.13	0.15
38	0.11	0.04	0.58	0.15	0.12	0	0	0	0.0013	0	2	0.35	0.13	0.15
39	2.8e-05	0.002	0.96	0.0042	0.0025	0	0	0	0.034	0	2	0.35	0.13	0.15
40	0	0	1	2e-05	0	0	0	0	0	0	2	0.35	0.13	0.15
41	0.35	0.41	0.067	0.0028	0.17	0	0	0	0.00068	0	1	0.52	0.21	0.15
42	0.014	0.0049	0.18	0.77	0.03	0	0	0	4.1e-05	0	3	0.45	0.13	0.23
43	0	0	0	0	0	0	1	0	0	0	6	0.12	0.072	0.033
44	3.6e-05	0.00036	0.84	0.13	0.024	0	0	0	0.0038	0	2	0.35	0.13	0.15
45	0.00012	0.026	0.79	0.057	0.027	0	0	0	0.1	0	2	0.35	0.13	0.15
46	3.8e-05	0.0079	0.55	0.0005	0.36	0	0	0	0.078	0	2	0.35	0.13	0.15
47	0	0	1	0	0	0	0	0	0	0	2	0.35	0.13	0.15
48	0	0	0	0	0	1	0	0	0	0	5	0.16	0	0
49	0.03	0	0.97	0.00046	0	0	0	0	0	0	2	0.35	0.13	0.15
50	0	0	1	0	0	0	0	0	0	0	2	0.35	0.13	0.15
51	0	0.0037	0.29	7.6e-06	0.45	0	0	0	0.26	0	4	0.58	0.29	0.23
52	1.4e-05	0	1	1.3e-05	0	0	0	0	0	0	2	0.35	0.13	0.15
53	1e-05	0.0068	0.99	0.0002	2.2e-05	0	0	0	0.0018	0	2	0.35	0.13	0.15
54	0.00016	0.0089	0.95	0.032	0.00016	0	2.6e-05	0	0.0053	0	2	0.35	0.13	0.15
55	1.1e-05	0.00056	0.92	0.039	2.1e-05	0	0	0	0.044	0	2	0.35	0.13	0.15
56	0.035	0.00032	0.89	0.075	0	0	0	0	0	0	2	0.35	0.13	0.15
57	7.5e-06	0.00036	1	0.0033	0	0	0	0	0	0	2	0.35	0.13	0.15
58	0.1	0.13	0.11	0.026	0.63	0	0	0	0.0042	0	4	0.58	0.29	0.23
59	0	0	0	0	0	0	0	1	0	0	7	0	0	0.083
60	0.00015	0.0025	0.52	0.0054	0.43	0	0	0	0.034	0	2	0.35	0.13	0.15
61	0	0	1	0	0	0	0	0	0	0	2	0.35	0.13	0.15
62	7.7e-06	0	1	0.0047	0	0	0	0	0	0	2	0.35	0.13	0.15
63	0	0	1	8.9e-06	0	0	0	0	0	0	2	0.35	0.13	0.15
64	0	0	1	0	0	0	0	0	0	0	2	0.35	0.13	0.15
65	5.7e-05	0.00064	0.93	0.02	0.0001	0	0	0	0.053	0	2	0.35	0.13	0.15
66	0.0013	0.037	0.88	0.063	0.0032	0	1.5e-05	0	0.013	0	2	0.35	0.13	0.15
67	0	0	1	1.5e-05	0	0	0	0	0	0	2	0.35	0.13	0.15
68	6.2e-06	5e-06	1	3.8e-06	0	0	8.1e-05	0	0	0	2	0.35	0.13	0.15
69	5e-06	0	1	0.00012	0	0	0.00038	0	0	0	2	0.35	0.13	0.15
70	0	2e-05	1	0.0016	0	0	0	0	0	0	2	0.35	0.13	0.15
71	0	0	1	0	0	0	0	0	0	0	2	0.35	0.13	0.15
72	0.0022	0.0021	0.99	0.004	1.4e-05	0	0	0	1.3e-05	0	2	0.35	0.13	0.15
73	4.3e-05	0	1	0.0023	0	0	0	0	0	0	2	0.35	0.13	0.15
74	0	0	1	0	0	0	0	0	0	0	2	0.35	0.13	0.15
75	0.0098	0.091	0.61	0.17	0.089	0	0	0	0.031	0	2	0.35	0.13	0.15
76	0.014	0.00036	0.98	0.0094	1.1e-05	0	0	0	0	0	2	0.35	0.13	0.15
77	0	0	1	0	0	0	0	0	0	0	2	0.35	0.13	0.15
78	0.0058	0.12	0.77	0.082	0.011	0	0	0	0.0072	0	2	0.35	0.13	0.15
79	0.02	0.039	0.81	0.11	0.013	0	0	0	0.0023	0	2	0.35	0.13	0.15
80	0.0039	0.018	0.69	0.04	0.24	0	0	0	0.0067	0	2	0.35	0.13	0.15
81	4e-05	0	0.97	0.027	0	0	0	0	0	0	2	0.35	0.13	0.15
82	7e-05	0.00026	0.99	0.0097	0	0	0	0	3.8e-06	0	2	0.35	0.13	0.15
83	0	0	1	0.0021	0	0	0	0	0	0	2	0.35	0.13	0.15
84	0	0	1	2e-05	0	0	0	0	0.0012	0	2	0.35	0.13	0.15
85	0	0	0	0	0	0	1	0	0	0	6	0.12	0.072	0.033
86	0.00016	0	1	0.0016	0	0	0	0	0	0	2	0.35	0.13	0.15
87	0.0028	0.0016	0.37	0.00071	0.63	0	0	0	0	0	4	0.58	0.29	0.23
88	0.039	0.0052	0.95	0.00048	0.00066	0	0	0	0.0034	0	2	0.35	0.13	0.15
89	3.1e-05	0.0012	0.015	2.7e-06	0.98	0	0	0	0	0	4	0.58	0.29	0.23
90	0.023	0.00034	0.97	0.01	0	0	0	0	0	0	2	0.35	0.13	0.15
91	0.005	0.0004	0.99	0.00036	0	0	2.4e-05	0	0	0	2	0.35	0.13	0.15
92	0	0.00021	0.99	0.013	0	0	0	0	0.00064	0	2	0.35	0.13	0.15
