SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1	dcf2
0	1	0	0	0	0	0	0	0	0.35	0.13	0.15
1	0.00065	0.0065	0	0	0.99	0	0	4	0.58	0.29	0.23
2	1	0.00029	0	0	9.6e-06	0.004	0	0	0.35	0.13	0.15
3	0.31	0.0013	0	0	0.00052	0.69	0	5	0.48	0.13	0.23
4	1	0	0	0	0	0	0	0	0.35	0.13	0.15
5	0	0	1	0	0	0	0	2	0.16	0.043	0
6	1	0	0	0	0	0.00017	0	0	0.35	0.13	0.15
7	0.91	7.9e-05	0.085	0	0	0.00025	0	0	0.35	0.13	0.15
8	0.0051	0.012	0	0	0.98	0.00086	0	4	0.58	0.29	0.23
9	0.14	0.066	0	0	0.16	0.63	0	5	0.48	0.13	0.23
10	1	0	0	0	0	2.2e-05	0	0	0.35	0.13	0.15
11	1	0	0	0	0	2.9e-05	0	0	0.35	0.13	0.15
12	0	0	0	1	0	0	0	3	0	0.13	0
13	1	0	0	0	0	0	0	0	0.35	0.13	0.15
14	1	0	0	0	0	0	0	0	0.35	0.13	0.15
15	0.99	1.1e-05	0	0	0	0.0067	0	0	0.35	0.13	0.15
16	0.97	0.00037	0	0	3.7e-06	0.027	0	0	0.35	0.13	0.15
17	0.93	0.0087	0	0	0.0053	0.057	0	0	0.35	0.13	0.15
18	1	8.5e-06	0	0	0	6.9e-05	0	0	0.35	0.13	0.15
19	0.99	2.4e-05	0	0	0	0.012	0	0	0.35	0.13	0.15
20	0.88	0	0	0	0	0.12	0	0	0.35	0.13	0.15
21	0.99	2e-05	0	0	0	0.013	0	0	0.35	0.13	0.15
22	0.98	0	0	0	0	0.016	0	0	0.35	0.13	0.15
23	0.15	0	0	0	0.82	0.026	0	4	0.58	0.29	0.23
24	0.82	0.0011	0	0	0.00028	0.18	0	0	0.35	0.13	0.15
25	1	0	0	0	0	3.2e-05	0	0	0.35	0.13	0.15
26	1	0	0	0	0	0	0	0	0.35	0.13	0.15
27	1	0	0	0	0	0	0	0	0.35	0.13	0.15
28	1	0.0035	0	0	4.1e-06	0.001	0	0	0.35	0.13	0.15
29	1	0	0	0	0	0	0	0	0.35	0.13	0.15
30	0.82	0.036	0	0	0.011	0.13	0	0	0.35	0.13	0.15
31	1	0	0	0	0	0	0	0	0.35	0.13	0.15
32	1	0	0	0	0	0	0	0	0.35	0.13	0.15
33	1	0	0	0	0	0	0	0	0.35	0.13	0.15
34	1.9e-06	0	1	0	0	0	0	2	0.16	0.043	0
35	1	0	0	0	0	0	0	0	0.35	0.13	0.15
36	0	0	1	0	0	0	0	2	0.16	0.043	0
37	1	0	0	0	0	2.2e-05	0	0	0.35	0.13	0.15
38	0.57	0.19	0	0	0.13	0.11	0	0	0.35	0.13	0.15
39	1	1.3e-05	0	0	0.0028	0.0016	0	0	0.35	0.13	0.15
40	1	0	0	0	0	0	0	0	0.35	0.13	0.15
41	0.087	0.68	0	0	0.23	0.0022	0	1	0.42	0.29	0.23
42	0.2	0.14	0	0	0.035	0.63	0	5	0.48	0.13	0.23
43	1	0	0	0	0	0	0	0	0.35	0.13	0.15
44	0.93	3.9e-05	0	0	0.028	0.043	0	0	0.35	0.13	0.15
