SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster	dcf0	dcf1	dcf2
0	0.00057	0	0	0	1	0.00057	0	0	0	0	0	0	4	0.35	0.13	0.15
1	0.00011	0	0.0007	0	0.00058	3.7e-06	0	0	0.4	0	0.59	0	10	0.58	0.29	0.23
2	0.03	0	5.1e-05	0	0.93	0.041	0	0.00025	4.1e-05	0	6e-06	5.9e-05	4	0.35	0.13	0.15
3	0.0038	0	0.00014	0	0.22	0.69	0	0.088	0.00062	0	0.00024	0.0011	5	0.35	0.13	0.23
4	2.7e-05	0	0	0	1	0.00018	0	0	0	0	0	0	4	0.35	0.13	0.15
5	0	0	0	1	0	0	0	0	0	0	0	0	3	0.16	0	0
6	0.0013	0	0	0	1	0.0028	0	5.3e-06	0	0	0	1e-05	4	0.35	0.13	0.15
7	0.046	0	0.00033	0	0.94	0.011	0	1.1e-05	5.2e-06	0	0	9.4e-06	4	0.35	0.13	0.15
8	0.0021	0	2.5e-06	0	0.0059	0.042	0	2.6e-05	0.18	0	0.77	0	10	0.58	0.29	0.23
9	0.043	0	1.6e-05	0	0.17	0.37	0	0.18	0.1	0	0.13	0.0038	5	0.35	0.13	0.23
10	0.0066	0	0	0	0.99	0.0084	0	0	0	0	0	0	4	0.35	0.13	0.15
11	0.013	0	0	0	0.98	0.0065	0	0	0	0	0	0	4	0.35	0.13	0.15
12	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0.13	0
13	0.00015	0	0	0	1	0.00012	0	0	0	0	0	0	4	0.35	0.13	0.15
14	0.014	0	0	0	0.98	0.01	0	0	0	0	0	0	4	0.35	0.13	0.15
15	0.018	0	0	0	0.94	0.036	0	0.00024	0	0	0	0.0061	4	0.35	0.13	0.15
16	0.028	0	0	0	0.87	0.11	0	0.00083	3.9e-05	0	0	1.3e-05	4	0.35	0.13	0.15
17	0.0073	0	4e-05	0	0.86	0.11	0	0.012	0.0058	0	0.0033	0.00088	4	0.35	0.13	0.15
18	0.086	0	8.2e-06	0	0.91	0.00094	0	0	0	0	0	0	4	0.35	0.13	0.15
19	0.0077	0	0	0	0.89	0.11	0	0.00029	0	0	0	4.1e-06	4	0.35	0.13	0.15
20	0.00044	0	0	0	0.052	0.95	0	0	0	0	0	0	5	0.35	0.13	0.23
21	0.0035	0	0	0	0.89	0.11	0	0.00036	0	0	0	6e-06	4	0.35	0.13	0.15
22	0	0	0	0	0.45	0.55	0	7.9e-06	0	0	0	0	5	0.35	0.13	0.23
23	0	0	0	0	0.098	0.02	0	0.42	0.028	0	0.36	0.08	7	0.55	0.13	0.23
24	0.005	0	0	0	0.8	0.17	0	0.024	0.00066	0	0.00018	0.00048	4	0.35	0.13	0.15
25	0.0037	0	0	0	0.99	0.0044	0	0	0	0	0	0	4	0.35	0.13	0.15
26	4.7e-05	0	0	0	0.99	0.00036	0	0	0	0	0	0.0052	4	0.35	0.13	0.15
27	6.3e-05	0	0	0	0.99	0.0094	0	0	0	0	0	0	4	0.35	0.13	0.15
28	0.039	0	5.2e-06	0	0.88	0.076	0	1.5e-05	7.4e-05	0	0	0	4	0.35	0.13	0.15
