SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0
0	0.0063	9.6e-05	0	0	0.99	4	0.14
1	1	0	0	0	8.5e-06	0	0.26
2	1	0	3.5e-06	0	0.0046	0	0.26
3	0	1	0	0	7.2e-06	1	0.058
4	1	0	0.002	0	0	0	0.26
5	0	0	0	1	0	3	0
6	1	0	0	0	0	0	0.26
7	0.56	0	0	0.44	0	0	0.26
8	1	0	0	0	0.00038	0	0.26
9	1	0	0.00038	0	2.5e-05	0	0.26
10	0.62	0.038	0	0	0.34	0	0.26
11	0	1	0	0	4.4e-05	1	0.058
12	0.27	0.0013	0	0	0.73	4	0.14
13	0	1	0	0	0.00025	1	0.058
14	1	0	0	0	0.00017	0	0.26
15	1	0	0	0	0	0	0.26
16	1	0	0	0	1.8e-05	0	0.26
17	0.96	9e-06	0	0	0.038	0	0.26
18	1	0	0	0	0	0	0.26
19	1	0	0	0	1.4e-06	0	0.26
20	0	1.6e-06	0	1	0	3	0
21	0	1	0	0	3.7e-06	1	0.058
22	0	4.3e-05	0	1	0	3	0
23	1	0	0	0	0	0	0.26
24	0.00012	0.94	0	0	0.056	1	0.058
25	0	0	0	1	0	3	0
26	1	0	0	0	0	0	0.26
27	0	1	0	0	0	1	0.058
28	1	0	0	0	2.7e-06	0	0.26
29	0	0	1	0	0	2	0.74
30	0	0.11	0	0	0.89	4	0.14
31	0	1	0	0	0	1	0.058
32	1	0	0	0	0	0	0.26
33	0.077	0.57	0	0	0.35	1	0.058
34	0.00037	0.00035	0	0	1	4	0.14
35	1	0	0	0	2.8e-06	0	0.26
36	0	0.00012	0	1	0	3	0
37	1	0	0	0	0	0	0.26
38	0.99	0	0	0	0.0098	0	0.26
39	0.0047	0.13	0	0	0.86	4	0.14
40	0	0	0	1	0	3	0
41	1	0	0	0	6.6e-06	0	0.26
42	0.99	1.4e-05	0.0069	0	0.0048	0	0.26
43	0.86	0.00038	0	0	0.14	0	0.26
44	0.91	0.00019	0	0	0.091	0	0.26
45	0	1	0	0	0.00014	1	0.058
46	1	0	2.8e-05	0	0.00015	0	0.26
47	0	2.4e-06	0	1	0	3	0
48	1	0	0	0	0.0002	0	0.26
49	1	0	0	0	2e-05	0	0.26
50	0	0	0	1	0	3	0
51	0	1.1e-05	0	1	0	3	0
52	0.97	0	0	0	0.027	0	0.26
53	0	0	0	1	0	3	0
54	0	1.2e-06	0	1	0	3	0
55	0.2	4.7e-06	0	0	0.8	4	0.14
56	1	0	0	0	3.2e-05	0	0.26
57	0	1	0	0	5.3e-05	1	0.058
58	0.99	0	0	0	0.015	0	0.26
59	0.97	0	0	0	0.03	0	0.26
60	1	0	0	0	1.4e-05	0	0.26
61	1.1e-05	0.98	0	0	0.021	1	0.058
62	0	0.0016	0	1	0	3	0
63	1	0	0	0	0.0017	0	0.26
64	0.98	0	0	0	0.016	0	0.26
65	0.97	0	0	0	0.031	0	0.26
66	0	0	0	1	0	3	0
67	1	0	0	0	0	0	0.26
68	1	0	0	0	0.00011	0	0.26
69	1	0	0	0	0.00036	0	0.26
70	0.99	0	0	0	0.0053	0	0.26
71	0	1	0	0	0	1	0.058
72	1	0	0	0	0	0	0.26
73	0	1	0	0	0	1	0.058
74	1	0	0	0	0.00099	0	0.26
75	0	1	0	0	0.00031	1	0.058
76	1	0	0	0	1.7e-05	0	0.26
77	0	1	0	0	0	1	0.058
78	1	0	0	0	0	0	0.26
79	1	0	0	0	0.00051	0	0.26
80	1	0	0	0	0.0016	0	0.26
81	1	0	0	0	0	0	0.26
82	0	0	0	1	0	3	0
83	0	0	0	1	0	3	0
84	0	2e-06	0	1	0	3	0
85	1	0	0	0	0.0036	0	0.26
86	1	0	0	0	1.5e-06	0	0.26
87	0.63	0.0006	0	0	0.37	0	0.26
88	0.98	1.8e-05	0	0	0.024	0	0.26
89	1	0	0	0	0.00021	0	0.26
90	1	0	0	0	2e-06	0	0.26
91	1	0	0	0	0.0043	0	0.26
92	1	0	0	0	0.0013	0	0.26
93	1	0	0	0	3.7e-05	0	0.26
94	0	0	0	1	0	3	0
95	0.99	0	0	0	0.0081	0	0.26
96	0	0	0	1	0	3	0
97	0	4.6e-06	0	1	0	3	0
98	0	1.9e-06	0	1	0	3	0
99	1	0	0	0	5e-05	0	0.26
100	0	0	0	1	0	3	0
101	0	1	0	0	0	1	0.058
102	0	0.98	0	0	0.015	1	0.058
103	0	0	0	1	0	3	0
104	0	1	0	0	0.00041	1	0.058
105	0.85	0	0	0	0.15	0	0.26
