SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2
0	0	0	0	0	0	0	0	0	0	0	6.9e-06	0	0	0	0	0	1	0	0	0	16	0.49	0	0.11
1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.49	0.61	0.15
2	0.99	0.00088	0	0	0	0	0	0	0	0.0082	0	0	3.2e-06	0	0.0034	0	0	0.0021	0	0	0	0.49	0.61	0.34
3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.49	0.61	0.15
4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.49	0.043	0.15
5	0.86	0.061	0.0086	0	0	0	0	1.2e-06	0	0.018	0	0.0028	0.026	0	0.018	0	0	0.00086	0	3.3e-05	0	0.49	0.61	0.34
6	0.94	0.047	0.0011	0	0	0	0	0	0	0.0025	0	1.3e-05	0.0038	0	0.00043	0	0	0.00042	0	0	0	0.49	0.61	0.34
7	0	0	0	0.012	0	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0.47	0
8	0.087	0.014	0.00076	0	0	0	0	0	0	0.19	0	0.0002	0.0021	0	0.71	0	0	5.7e-05	0	9.7e-05	14	0.49	0.74	0.34
9	0.44	0.43	0.0088	0	0	0	0	0	0	0.00038	0	0.00018	0.12	0	1.9e-05	0	0	7.4e-06	0	0	0	0.49	0.61	0.34
10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.054	0.043	0.076
11	1	0.0019	1.1e-06	0	0	0	0	0	0	0.0016	0	0	1.2e-05	0	0.0003	0	0	8.5e-05	0	0	0	0.49	0.61	0.34
12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.054	0.043	0.076
13	0	0	0	0	0.79	0	3.6e-06	0	0.017	0	0	0	0	0.19	0	0	7e-06	0	0	0	4	0.22	0	0
14	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0.11	0	0
15	0.95	0.033	0.00016	0	0	0	0	0	0	0.012	0	0	0.00069	0	0.003	0	0	0.00022	0	0	0	0.49	0.61	0.34
16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0.11	0.043	0
17	0.98	0.015	8.9e-05	0	0	0	0	0	0	0.0039	0	0	0.00049	0	0.00088	0	0	0.00021	0	0	0	0.49	0.61	0.34
18	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	4	0.22	0	0
19	1	9.7e-05	0	0	0	0	0	0	0	1.3e-06	0	0	0	0	0	0	0	0	0	0	0	0.49	0.61	0.34
20	0.97	0.024	0.0015	0	0	0	0	0	0	0.0028	0	2.2e-05	0.0026	0	0.00076	0	0	0.0031	0	0	0	0.49	0.61	0.34
21	0.82	0.12	0.0025	0	0	0	0	0	0	0.013	0	0.00065	0.031	0	0.0056	0	0	3.9e-05	0	0	0	0.49	0.61	0.34
22	0.89	0.1	5.1e-05	0	0	0	0	0	0	0.0075	0	0	0.001	0	0.00071	0	0	3.5e-06	0	0	0	0.49	0.61	0.34
23	0.98	0.0057	5e-06	0	0	0	0	0	0	0.012	0	0	7.7e-05	0	0.0048	0	0	2.9e-05	0	0	0	0.49	0.61	0.34
24	0.78	0.021	0.0017	0	0	0	0	0	0	0.069	0	0.00032	0.0035	0	0.12	0	0	0.002	2e-06	0.0028	0	0.49	0.61	0.34
25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.054	0.043	0.076
26	0.83	0.11	0.027	0	0	0	0	0	0	0.0042	0	9.1e-05	0.016	0	0.00078	0	0	0.011	0	0	0	0.49	0.61	0.34
27	0.88	0.073	0.019	0	0	0	0	0	0	0.0012	0	0.00024	0.021	0	0.00021	0	0	0.0072	9.4e-06	0	0	0.49	0.61	0.34
28	0	0	0	0	9.7e-05	0	0	0	6.5e-05	0	0	0	0	1	0	0	0	0	0	0	13	0.11	0	0
29	0.31	0.28	0.06	0	0	0	0	0	0	0.065	0	0.029	0.18	0	0.077	0	0	0.00016	0	0	0	0.49	0.61	0.34
30	0.7	0.066	0.042	0	0	0	0	0.00013	0	0.027	0	0.042	0.071	0	0.046	0.00052	0	0.0025	7.2e-05	0.0053	0	0.49	0.61	0.34
31	0.78	0.061	0.043	0	0	0	0	0	0	0.022	0	0.011	0.041	0	0.028	0.00085	0	0.012	0.0024	0.00077	0	0.49	0.61	0.34
32	0.81	0.0034	1.5e-05	0	0	0	0	0	0	0.091	0	0	1.7e-05	0	0.092	0	0	0.0036	0	0	0	0.49	0.61	0.34
33	0.71	0.017	0.0021	0	0	0	0	0	0	0.086	0	0.00019	0.0023	0	0.17	0	0	0.006	1.6e-05	0.0034	0	0.49	0.61	0.34
34	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.49	0.043	0.15
35	0.82	0.015	0.0018	0	0	0	0	0	0	0.059	0	0.0001	0.0017	0	0.095	0	0	0.011	0.00026	0.0014	0	0.49	0.61	0.34
36	0.81	0.11	0.021	0	0	0	0	0	0	0.026	0	0.00035	0.019	0	0.014	0	0	0.0056	0	0	0	0.49	0.61	0.34
37	0	0	0	0	0	0	1	0	0	0	6.9e-05	0	0	0	0	0	6e-05	0	0	0	6	0.054	0.043	0.076
38	0.98	0.0062	6.8e-05	0	0	0	0	0	0	0.0077	0	0	0.00016	0	0.0035	0	0	0.0017	0	0	0	0.49	0.61	0.34
39	1	0.00022	0	0	0	0	0	0	0	2.2e-05	0	0	0	0	0	0	0	2.1e-05	0	0	0	0.49	0.61	0.34
40	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.054	0.043	0.076
41	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.054	0.61	0.038
42	0.96	0.0013	0	0	0	0	0	0	0	0.022	0	0	6.6e-06	0	0.015	0	0	0.00017	0	0	0	0.49	0.61	0.34
43	0.045	0	0	0	0	0	0	0.96	0	0	0	0	0	0	0	0	0	0	0	0	7	0.49	0.61	0.15
44	0	0	0	0	0.042	0	0	0	0.0026	0	0	0	0	0.96	0	0	0	0	0	0	13	0.11	0	0
45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0.61	0.34
46	0.98	0.013	0.00039	0	0	0	0	0	0	4.5e-05	0	0	0.00061	0	0	0	0	0.0027	0	0	0	0.49	0.61	0.34
47	0.93	0.045	0.0076	0	0	0	0	1.9e-05	0	0.0021	0	0.00047	0.015	0	0.00069	0	0	0.0022	6.3e-06	0	0	0.49	0.61	0.34
48	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0.47	0
49	0.12	0.14	0.045	0	0	0	0	0	0	0.062	0	0.24	0.24	0	0.15	0	0	2.9e-05	0	9.3e-05	12	0.49	0.61	0.48
50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.49	0	0.11
51	0.75	0.24	0.00017	0	0	0	0	0	0	0.0073	0	0	0.0036	0	0.00054	0	0	3.6e-06	0	0	0	0.49	0.61	0.34
52	0.93	0.046	0.0048	0	0	0	0	0	0	0.0068	0	0.001	0.012	0	0.0032	0	0	4.6e-05	0	0	0	0.49	0.61	0.34
53	1	0	0	0	0	0	0	6.8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0.61	0.34
54	0.36	0.06	0.014	0	0	0	0	0	0	0.16	0	0.004	0.02	0	0.39	0	0	0.001	0	0.00044	14	0.49	0.74	0.34
55	0.94	0.0015	2.4e-05	0	0	0	0	0	0	0.012	0	0	1.2e-05	0	0.0062	0	0	0.04	0.0012	0	0	0.49	0.61	0.34
56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0.61	0.34
57	1.8e-05	0	0	0	0	0	0	0	0	0	4.3e-05	0	0	0	0	0	1	0	0	0	16	0.49	0	0.11
58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0.61	0.34
59	0	0	0	0	0	0	0.00013	0	0	0	0.0021	0	0	0	0	0	1	0	0	0	16	0.49	0	0.11
60	0.99	0.0037	2.9e-05	0	0	0	0	0	0	0.0047	0	0	8.9e-05	0	0.0017	0	0	0.0011	0	0	0	0.49	0.61	0.34
61	1.5e-05	0	0	0	0	1	0	0.00023	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0.47	0
62	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0.47	0
63	0	0	0	0	0	0	1.4e-05	0	0	0	0.019	0	0	0	0	0	0.98	0	0	0	16	0.49	0	0.11
64	0	0	0	0	0	0.008	0.05	0	0.94	0	0.00013	0	0	0	0	0	0	0	0	0	8	0.11	0.043	0
65	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0.47	0
66	0	0	0	0	0.28	0	0	0	2.4e-05	0	0	0	0	0.72	0	0	0	0	0	0	13	0.11	0	0
67	0.93	0.032	0.00096	0	0	0	0	0	0	0.022	0	8.3e-05	0.0036	0	0.015	0	0	0.00048	0	0	0	0.49	0.61	0.34
68	0.47	0.31	0.07	0	0	0	0	0	0	0.028	0	0.0025	0.11	0	0.018	0	0	0.00079	0	0	0	0.49	0.61	0.34
69	0	0	0	0	0.0093	0	0	0	4.9e-06	0	0	0	0	0.99	0	0	0	0	0	0	13	0.11	0	0
70	1	5.2e-05	0	0	0	0	0	0	0	6.6e-05	0	0	0	0	0	0	0	3.9e-05	0	0	0	0.49	0.61	0.34
71	0.72	0.025	0.005	0	0	0	0	0	0	0.083	0	0.0002	0.0033	0	0.15	0	0	0.013	0.00025	0.00044	0	0.49	0.61	0.34
72	0.91	0.017	0.0028	0	0	0	0	0	0	0.024	0	7.4e-05	0.002	0	0.024	0	0	0.019	0.0012	2.3e-05	0	0.49	0.61	0.34
73	0.83	0.024	5.5e-05	0	0	0	0	0	0	0.088	0	0	0.00027	0	0.062	0	0	0.00015	0	0	0	0.49	0.61	0.34
74	1	5.7e-05	0	0	0	0	0	0	0	0.00058	0	0	0	0	4.8e-05	0	0	0.00074	0	0	0	0.49	0.61	0.34
75	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0.47	0
76	0	0.001	0.00061	0	0	0	0	0	0	0	0	0.7	0.3	0	0	0	0	0	0	0	11	0.49	0.65	0.55
77	0.25	0.0005	1.7e-06	0	0	0	0	0	0	0.00053	0	0	3.3e-06	0	0.00011	0.75	0	0.00057	0	0	15	0.94	1	0.52
78	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.054	0.043	0.076
79	0.76	0.00077	3.2e-06	0	0	0	0	0	0	0.03	0	0	4e-06	0	0.029	0.17	0	0.0046	1.6e-06	4.1e-06	0	0.49	0.61	0.34
80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.94	1	0.52
81	0.025	0	0	0	0	0	0	0	0	1.2e-06	0	0	0	0	0	0.97	0	8.1e-06	0	0	15	0.94	1	0.52
82	2.2e-05	0.013	0.02	0	0	0	0	0	0	2e-06	0	0.47	0.49	0	1.1e-06	0	0	0	0	0	12	0.49	0.61	0.48
83	0.52	0.099	0.21	0	0	0	0	0	0	0.0017	0	0.022	0.14	0	0.00078	0	0	0.0056	0.00018	0	0	0.49	0.61	0.34
84	0.36	0.48	0.0031	0	0	0	0	0	0	0.00053	0	0.00045	0.16	0	4.2e-05	0	0	0	0	0	1	0.49	0.61	0.41
85	0.53	0.0011	7e-06	0	0	0	0	0	0	0.14	0	0	8.4e-06	0	0.32	1.5e-05	0	0.0031	0	0.0018	0	0.49	0.61	0.34
86	0.091	3e-05	0	0	0	0	0	0	0	0.00012	0	0	0	0	1.5e-05	0.91	0	3.4e-05	0	0	15	0.94	1	0.52
87	0.51	0.027	0.014	0	0	0	0	0	0	0.1	0	0.0025	0.0092	0	0.27	0.00097	0	0.013	0.0008	0.05	0	0.49	0.61	0.34
88	0.98	0.014	5.7e-05	0	0	0	0	0	0	0.0044	0	3.4e-06	0.00073	0	0.0014	0	0	2.1e-05	0	0	0	0.49	0.61	0.34
89	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0002	0	0	15	0.94	1	0.52
90	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.054	0.043	0.076
91	0	0	0	0	0	0	0.004	0	0	0	0.012	0	0	0	0	0	0.98	0	0	0	16	0.49	0	0.11
92	0.95	0.0048	0.00012	0	0	0	0	0	0	0.02	0	0	0.00011	0	0.013	0.0019	0	0.012	2e-05	0	0	0.49	0.61	0.34
93	0.0084	2e-05	0	0	0	0	0	0	0	3.6e-05	0	0	0	0	1.2e-05	0.99	0	8.4e-06	0	7.6e-06	15	0.94	1	0.52
94	0	0	0	0	0.0022	0	0	0	2.5e-05	0	0	0	0	1	0	0	0	0	0	0	13	0.11	0	0
95	0.95	0.036	0.0029	0	0	0	0	0	0	0.0043	0	0.00018	0.0078	0	0.002	0	0	0.00062	0	0	0	0.49	0.61	0.34
96	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.054	0.043	0.076
97	0	0	0	0	0	0	0.004	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0.11	0.043	0
98	0.79	0.0062	9.9e-05	0	0	0	0	0	0	0.0028	0	0	0.0002	0	0.00079	0.2	0	0.0017	0	0	0	0.49	0.61	0.34
99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.49	0	0.11
