SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1	dcf2
0	0	0	0	1	0	0	0	3	0.11	0	0.038
1	1	0	0	0	0	0	0	0	0.054	0.3	0.038
2	0	0.5	0.5	0	0	9.5e-05	3.8e-05	2	0.49	0.61	0.34
3	1	0	0	0	0	0	0	0	0.054	0.3	0.038
4	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
5	0	0.47	0.47	0	0	0.05	0.00067	2	0.49	0.61	0.34
6	0	0.49	0.49	0	0	0.015	1.1e-05	2	0.49	0.61	0.34
7	1	0	0	0	0	0	0	0	0.054	0.3	0.038
8	0	0.46	0.46	0	0	0.085	0.00014	2	0.49	0.61	0.34
9	0	0.42	0.42	0	0	0.15	0	2	0.49	0.61	0.34
10	0	0	0	1	0	0	0	3	0.11	0	0.038
11	0	0.5	0.5	0	0	5.2e-05	0	2	0.49	0.61	0.34
12	0	0	0	1	0	0	0	3	0.11	0	0.038
13	0	0	0	1	0.0022	0	0	3	0.11	0	0.038
14	0	0	0	1	0	0	0	3	0.11	0	0.038
15	0	0.5	0.5	0	0	0.005	0	2	0.49	0.61	0.34
16	1	0	0	0	0	0	0	0	0.054	0.3	0.038
17	0	0.5	0.5	0	0	0.0019	0	2	0.49	0.61	0.34
18	0	0	0	1	0	0	0	3	0.11	0	0.038
19	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
20	0	0.49	0.49	0	0	0.016	0.00037	2	0.49	0.61	0.34
21	0	0.49	0.49	0	0	0.023	0	2	0.49	0.61	0.34
22	0	0.5	0.5	0	0	0.0032	0	2	0.49	0.61	0.34
23	0	0.5	0.5	0	0	0.00017	0	2	0.49	0.61	0.34
24	0	0.49	0.49	0	0	0.017	0.0028	2	0.49	0.61	0.34
25	1	0	0	0	0	0	0	0	0.054	0.3	0.038
26	0	0.37	0.37	0	0	0.25	0.0021	2	0.49	0.61	0.34
27	0	0.44	0.44	0	0	0.13	0.003	2	0.49	0.61	0.34
28	0	0	0	1	0	0	0	3	0.11	0	0.038
29	0	0.25	0.25	0	0	0.51	0.00021	5	0.55	0.61	0.45
30	0	0.41	0.41	0	0	0.15	0.019	2	0.49	0.61	0.34
31	0	0.37	0.37	0	0	0.16	0.11	2	0.49	0.61	0.34
32	0	0.5	0.5	0	0	0.0011	0.00037	2	0.49	0.61	0.34
33	0	0.48	0.48	0	0	0.026	0.02	2	0.49	0.61	0.34
34	1	0	0	0	0	0	0	0	0.054	0.3	0.038
35	0	0.47	0.47	0	0	0.02	0.047	2	0.49	0.61	0.34
36	0	0.4	0.4	0	0	0.19	0.0025	2	0.49	0.61	0.34
37	0.0012	0	0	0.73	0.27	0	0	3	0.11	0	0.038
38	0	0.5	0.5	0	0	0.0015	0.00011	2	0.49	0.61	0.34
39	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
40	0	0	0	1	0	0	0	3	0.11	0	0.038
41	1	0	0	0	0	0	0	0	0.054	0.3	0.038
42	0	0.5	0.5	0	0	4.8e-05	0	2	0.49	0.61	0.34
43	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
44	0	0	0	1	0	0	0	3	0.11	0	0.038
45	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
46	0	0.5	0.5	0	0	0.0067	7.3e-06	2	0.49	0.61	0.34
47	0	0.48	0.48	0	0	0.046	0.0011	2	0.49	0.61	0.34
48	1	0	0	0	0	0	0	0	0.054	0.3	0.038
49	0	0.24	0.24	0	0	0.52	0.00016	5	0.55	0.61	0.45
50	0	0	0	1	0	0	0	3	0.11	0	0.038
51	0	0.49	0.49	0	0	0.01	0	2	0.49	0.61	0.34
52	0	0.5	0.5	0	0	0.0092	0.00042	2	0.49	0.61	0.34
53	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
54	0	0.39	0.39	0	0	0.2	0.0099	2	0.49	0.61	0.34
55	0	0.48	0.48	0	0	0.001	0.035	2	0.49	0.61	0.34
56	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
57	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
58	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
59	0	0	0	1	0	0	0	3	0.11	0	0.038
60	0	0.5	0.5	0	0	0.00062	3.3e-05	2	0.49	0.61	0.34
61	1	2.4e-05	2.4e-05	0	0	0	0	0	0.054	0.3	0.038
62	1	0	0	0	0	0	0	0	0.054	0.3	0.038
63	0	0	0	1	0	0	0	3	0.11	0	0.038
64	1	0	0	0	0	0	0	0	0.054	0.3	0.038
65	1	0	0	0	0	0	0	0	0.054	0.3	0.038
66	0	0	0	1	0	0	0	3	0.11	0	0.038
67	0	0.49	0.49	0	0	0.011	8.2e-05	2	0.49	0.61	0.34
68	0	0.24	0.24	0	0	0.53	8.1e-05	5	0.55	0.61	0.45
69	0	0	0	1	0	0	0	3	0.11	0	0.038
70	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
71	0	0.39	0.39	0	0	0.053	0.18	2	0.49	0.61	0.34
72	0	0.45	0.45	0	0	0.026	0.071	2	0.49	0.61	0.34
73	0	0.5	0.5	0	0	0.0029	4.2e-06	2	0.49	0.61	0.34
74	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
75	1	0	0	0	0	0	0	0	0.054	0.3	0.038
76	0	0.00042	0.00042	0	0	1	0	5	0.55	0.61	0.45
77	0	0.5	0.5	0	0	0.0003	4.6e-05	2	0.49	0.61	0.34
78	0	0	0	1	0	0	0	3	0.11	0	0.038
79	0	0.5	0.5	0	0	0.0002	0.00086	2	0.49	0.61	0.34
80	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
81	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
82	0	0.00056	0.00056	0	0	1	0	5	0.55	0.61	0.45
83	0	0.22	0.22	0	0	0.52	0.034	5	0.55	0.61	0.45
84	0	0.46	0.46	0	0	0.07	0	2	0.49	0.61	0.34
85	0	0.5	0.5	0	0	0.00053	0.0022	2	0.49	0.61	0.34
86	0	0.5	0.5	0	0	7.8e-06	0	2	0.49	0.61	0.34
87	0	0.31	0.31	0	0	0.095	0.29	2	0.49	0.61	0.34
88	0	0.5	0.5	0	0	0.00095	0	2	0.49	0.61	0.34
89	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
90	0	0	0	1	0.0013	0	0	3	0.11	0	0.038
91	0	0	0	0.88	0.12	0	0	3	0.11	0	0.038
92	0	0.5	0.5	0	0	0.0029	0.0064	2	0.49	0.61	0.34
93	0	0.5	0.5	0	0	0.0003	7.1e-05	2	0.49	0.61	0.34
94	0	0	0	1	0	0	0	3	0.11	0	0.038
95	0	0.49	0.49	0	0	0.024	0.00011	2	0.49	0.61	0.34
96	0	0	0	1	0	0	0	3	0.11	0	0.038
97	1	0	0	0	0	0	0	0	0.054	0.3	0.038
98	0	0.5	0.5	0	0	0.0025	6.3e-05	2	0.49	0.61	0.34
99	0	0	0	0	1	0	0	4	0.38	0	0.11
100	0	0.5	0.5	0	0	7.7e-06	0	2	0.49	0.61	0.34
101	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
102	0	0.5	0.5	0	0	8.8e-06	1.3e-06	2	0.49	0.61	0.34
103	0	0.36	0.36	0	0	0.28	0	2	0.49	0.61	0.34
104	0	0.48	0.48	0	0	0.031	0.0031	2	0.49	0.61	0.34
105	0	0.5	0.5	0	0	0.0081	6.1e-05	2	0.49	0.61	0.34
106	0	0.49	0.49	0	0	0.018	0.0031	2	0.49	0.61	0.34
107	0	0	0	1	0	0	0	3	0.11	0	0.038
108	0	0.49	0.49	0	0	0.02	6.3e-05	2	0.49	0.61	0.34
109	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
110	0	0.46	0.46	0	0	0.072	0	2	0.49	0.61	0.34
111	0	0.5	0.5	0	0	0.0016	4.4e-05	2	0.49	0.61	0.34
112	0	0	0	1	1.3e-05	0	0	3	0.11	0	0.038
113	0	0.5	0.5	0	0	0	0	2	0.49	0.61	0.34
114	0	0	0	1	0	0	0	3	0.11	0	0.038
115	0	0.00023	0.00023	0	0	0.0001	1	6	0.72	0.65	0.38
116	0	0.46	0.46	0	0	0.044	0.036	2	0.49	0.61	0.34
117	0	0.5	0.5	0	0	2.8e-05	0	2	0.49	0.61	0.34
118	1	0	0	0	0	0	0	0	0.054	0.3	0.038
119	0	0	0	0	1	0	0	4	0.38	0	0.11
120	1	0	0	0	0	0	0	0	0.054	0.3	0.038
121	0	0.0068	0.0068	0	0	0.99	0	5	0.55	0.61	0.45
122	0	0.16	0.16	0	0	0.68	0.00067	5	0.55	0.61	0.45
123	0	0	0	1	3.5e-06	0	0	3	0.11	0	0.038
124	0	0.5	0.5	0	0	9.9e-06	0.0005	2	0.49	0.61	0.34
125	1	0	0	0	0	0	0	0	0.054	0.3	0.038
126	0	0.5	0.5	0	0	0.00058	9.1e-06	2	0.49	0.61	0.34
127	0	2.8e-05	2.8e-05	0	0	1	0	5	0.55	0.61	0.45
128	0	0	0	1	0	0	0	3	0.11	0	0.038
129	0	0.0034	0.0034	0	0	0.0032	0.99	6	0.72	0.65	0.38
130	0	0	0	1	0	0	0	3	0.11	0	0.038
131	0	0.077	0.077	0	0	0.77	0.072	5	0.55	0.61	0.45
132	0	0.5	0.5	0	0	1.2e-05	0	2	0.49	0.61	0.34
133	0	0.42	0.42	0	0	0.12	0.038	2	0.49	0.61	0.34
134	0	0.5	0.5	0	0	0.00027	1.1e-05	2	0.49	0.61	0.34
135	0	0.49	0.49	0	0	0.023	7.8e-05	2	0.49	0.61	0.34
136	1	0	0	0	0	0	0	0	0.054	0.3	0.038
137	0	0.42	0.42	0	0	0.15	0.0011	2	0.49	0.61	0.34
138	0	0.47	0.47	0	0	0.061	0	2	0.49	0.61	0.34
139	0	0	0	0	0	0	1	6	0.72	0.65	0.38
140	0	0	0	0	0	1	0	5	0.55	0.61	0.45
141	0	0	0	0	0	0	1	6	0.72	0.65	0.38
