SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
0	7.6e-05	0.021	0	0.98	0	0	0	0	0	0.0016	3	0.28	0.33	0.41	0.41
1	0	0	0	0	0	0	0	0	1	0	8	0.52	0.63	0.51	0.8
2	0	0.0003	0	1	0	0	0	0	0	0	3	0.28	0.33	0.41	0.41
3	4.3e-06	7.8e-05	0	1	0	0	0	0	0	3.6e-05	3	0.28	0.33	0.41	0.41
4	0	0	0	0	0	0	0	0	1	0	8	0.52	0.63	0.51	0.8
5	0.00063	0.26	0	0.73	0	0	0	0	0	0.0029	3	0.28	0.33	0.41	0.41
6	0.00034	0.036	0	0.96	0	0	0	0	0	0.00063	3	0.28	0.33	0.41	0.41
7	0	0	0	1	0	0	0	0	0	0	3	0.28	0.33	0.41	0.41
8	0	0.0037	0	0	0	1	0	0	0	0	5	0	0	0.23	0
9	2.3e-05	0.011	0	0.98	0	0	0	0	0	0.011	3	0.28	0.33	0.41	0.41
10	0.00021	0.0011	0	1	0	0	0	0	0	0.002	3	0.28	0.33	0.41	0.41
11	0	0	0	0	1	0	0	0	0	0	4	0.22	0.037	0	0
12	0.054	0.35	0	0.58	0	0	0	0	0.0016	0.019	3	0.28	0.33	0.41	0.41
13	0	4.8e-05	0	1	0	0	0	0	0	0	3	0.28	0.33	0.41	0.41
14	0	0	0	0	2.9e-06	0	0	0	0	1	9	0.28	0.48	0.41	0.41
15	1	0	0	0	0	0	0	0	0	0	0	0.43	0.37	0.53	0.43
16	0	0.02	0	0	0	0.95	0	0.025	0	0	5	0	0	0.23	0
17	0	0.99	0	0	0	0.0073	0	0	0	0	1	0.28	0.33	0.57	0.41
18	0.16	0.46	0	0.36	0	0	0	0	0.00048	0.012	1	0.28	0.33	0.57	0.41
19	0	0	0	1	0	0	0	0	0	1.7e-06	3	0.28	0.33	0.41	0.41
20	1.9e-05	0.0033	0	0.96	0	0	0	0	0	0.035	3	0.28	0.33	0.41	0.41
21	0	0	0	0	0	0	0	0	1	0	8	0.52	0.63	0.51	0.8
22	7.8e-06	0.00043	0	1	0	0	0	0	0	0.0031	3	0.28	0.33	0.41	0.41
23	1.1e-06	0.0048	0	0.99	0	0	0	0	0	0.0021	3	0.28	0.33	0.41	0.41
24	0	0.00047	0	1	0	0	0	0	0	0	3	0.28	0.33	0.41	0.41
25	0.00013	0.0076	0	0.91	0	0	0	0	1.2e-06	0.083	3	0.28	0.33	0.41	0.41
26	1	0	0	0	0	0	0	0	0	0	0	0.43	0.37	0.53	0.43
27	0.00038	0.06	0	0.91	0	0	0	0	0	0.032	3	0.28	0.33	0.41	0.41
28	0.003	0.016	0	0.97	0	0	0	0	0.0053	0.0085	3	0.28	0.33	0.41	0.41
29	0	0.0017	0	0.93	0	0	0	0	0.067	0	3	0.28	0.33	0.41	0.41
30	0.00024	0.076	0	0.92	0	0	0	0	0	0.00096	3	0.28	0.33	0.41	0.41
31	0	0	0	1	0	0	0	0	0	0	3	0.28	0.33	0.41	0.41
32	0	2.3e-06	0	0.99	0	0	0	0	0	0.0052	3	0.28	0.33	0.41	0.41
33	0.003	0.06	0	0.91	0	0	0	0	0	0.029	3	0.28	0.33	0.41	0.41
34	0	0.00018	0	1	0	0	0	0	0.0036	0.00049	3	0.28	0.33	0.41	0.41
35	0	0.00036	0	1	0	0	0	0	0	0	3	0.28	0.33	0.41	0.41
