SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	0	0	0	0	1	0	4	0.022	0.053
1	0.4	0.00025	0.6	0	0	0	2	0.18	0.093
2	0.71	0	0.29	0	0	0	0	0.16	0.12
3	0.23	7.1e-05	0.77	0	0	0	2	0.18	0.093
4	0	1	0	0	0	0	1	0.33	0.2
5	0	0	0	0	5.7e-06	1	5	0	0.093
6	0.54	0	0.023	0.44	0	0	0	0.16	0.12
7	0	1	0	0	0	0	1	0.33	0.2
8	0.086	0	0.91	1.1e-05	0	0	2	0.18	0.093
9	0.0042	0	0.99	0.0035	0	0	2	0.18	0.093
10	0	1	0	0	0	0	1	0.33	0.2
11	0.39	0	0.61	0	0	0	2	0.18	0.093
12	0.88	0	0.12	0	0	0	0	0.16	0.12
13	0.013	0	0.99	0	0	0	2	0.18	0.093
14	0.32	0	0.68	0	0	0	2	0.18	0.093
15	0.25	0.011	0.74	0.00025	0	0	2	0.18	0.093
16	0	1	0	0	0	0	1	0.33	0.2
17	0	0	0	1	0	0	3	0.18	0.013
18	0.18	0	0.78	0.038	0	0	2	0.18	0.093
19	0	0	0	0	0	1	5	0	0.093
20	0	1	0	0	0	0	1	0.33	0.2
21	0.54	0	0.46	0	0	0	0	0.16	0.12
22	0.0037	0	0.28	0.71	0	0	3	0.18	0.013
23	0	1	0	0	0	0	1	0.33	0.2
24	0	0	0	0	5.3e-05	1	5	0	0.093
25	0.42	0.0051	0.57	0	0	0	2	0.18	0.093
26	0	0	0	1	0	0	3	0.18	0.013
27	0.28	0	0.72	0	0	0	2	0.18	0.093
28	2e-06	1	4.7e-05	0	0	0	1	0.33	0.2
29	0	0	0	1.1e-05	0.079	0.92	5	0	0.093
30	0.096	0.4	0.5	0	0	0	2	0.18	0.093
31	0.0031	0.063	0.93	0	0	0	2	0.18	0.093
32	0.018	0	0.98	1.5e-05	0	0	2	0.18	0.093
33	0	1	0	0	0	0	1	0.33	0.2
34	0	0	0	0	0	1	5	0	0.093
35	0	1	0	0	0	0	1	0.33	0.2
36	0.015	0	0.99	0	0	0	2	0.18	0.093
37	0	0	0	1	0	0	3	0.18	0.013
38	0	1	0	0	0	0	1	0.33	0.2
39	0.0019	0	0.027	0.97	0	0	3	0.18	0.013
40	0	0	0.0039	1	0	0	3	0.18	0.013
41	0	1	8.4e-06	0	0	0	1	0.33	0.2
42	0.017	0	0.98	0.00013	0	0	2	0.18	0.093
43	0.1	3.4e-06	0.9	0.0003	0	0	2	0.18	0.093
44	0.019	0	0.98	3.6e-05	0	0	2	0.18	0.093
45	0	1	0	0	0	0	1	0.33	0.2
46	0.15	0	0.85	0	0	0	2	0.18	0.093
47	0	1	0	0	0	0	1	0.33	0.2
48	0.038	0	0.96	0.0023	0	0	2	0.18	0.093
49	0.029	0.0015	0.93	0.035	0	0	2	0.18	0.093
50	0.0066	5.4e-05	0.23	0.76	0	0	3	0.18	0.013
51	0.18	0.0037	0.82	7.5e-05	0	0	2	0.18	0.093
52	0.025	7.5e-06	0.87	0.1	0	0	2	0.18	0.093
53	0	1	0	0	0	0	1	0.33	0.2
54	0	1	2e-05	0	0	0	1	0.33	0.2
55	0.44	0	0.56	0	0	0	2	0.18	0.093
56	0.00047	0	0.016	0.98	0	0	3	0.18	0.013
57	0	0	0	0	0.00016	1	5	0	0.093
58	0.091	0.02	0.89	0.00016	0	0	2	0.18	0.093
59	0.22	0.0076	0.77	0.0018	0	0	2	0.18	0.093
60	0.022	4.1e-06	0.98	6e-06	0	0	2	0.18	0.093
61	0	1	0	0	0	0	1	0.33	0.2
62	0.022	0	0.98	0	0	0	2	0.18	0.093
63	0.054	0	0.95	0	0	0	2	0.18	0.093
64	2.5e-06	0	2.4e-06	0.01	0.99	0	4	0.022	0.053
65	0	0	0	0	5.6e-06	1	5	0	0.093
66	0.75	0	0.25	0	0	0	0	0.16	0.12
67	0	0	0	0	0	1	5	0	0.093
68	0	0	0	0	0	1	5	0	0.093
69	0	0	0	1	0	0	3	0.18	0.013
70	0.24	0.052	0.71	2e-06	0	0	2	0.18	0.093
71	0.28	0	0.72	0.0015	0	0	2	0.18	0.093
72	0.38	0	0.62	0	0	0	2	0.18	0.093
73	0	1	0	0	0	0	1	0.33	0.2
74	0.85	0	0.15	0	0	0	0	0.16	0.12
75	0.27	0	0.73	0	0	0	2	0.18	0.093
76	0	1	0	0	0	0	1	0.33	0.2
77	0.059	0	0.94	0	0	0	2	0.18	0.093
78	0.6	0	0.4	0	0	0	0	0.16	0.12
79	0	0	0	0	0	1	5	0	0.093
80	0.16	0	0.84	0	0	0	2	0.18	0.093
81	0.23	0.0032	0.77	0	0	0	2	0.18	0.093
82	0.081	0	0.92	0	0	0	2	0.18	0.093
83	0	1	0	0	0	0	1	0.33	0.2
84	0.7	0	0.3	1.6e-05	0	0	0	0.16	0.12
85	0.14	0	0.86	0	0	0	2	0.18	0.093
86	0.42	0	0.58	9.8e-06	0	0	2	0.18	0.093
87	0.22	0	0.78	2.6e-05	0	0	2	0.18	0.093
88	0	1	0	0	0	0	1	0.33	0.2
89	0.28	0	0.72	0	0	0	2	0.18	0.093
90	0	1	0	0	0	0	1	0.33	0.2
91	0.0074	0.93	0.067	0	0	0	1	0.33	0.2
92	0.13	0	0.87	2.5e-05	0	0	2	0.18	0.093
93	0.054	0.086	0.84	0.018	0	0	2	0.18	0.093
94	0.66	0.067	0.27	0	0	0	0	0.16	0.12
95	0.16	0.0065	0.83	0	0	0	2	0.18	0.093
96	0	1	0	0	0	0	1	0.33	0.2
97	0.53	0	0.47	0	0	0	0	0.16	0.12
98	0	0	0	0	0.00044	1	5	0	0.093
99	0	1	0	0	0	0	1	0.33	0.2
100	0.018	7e-06	0.5	0.48	0	0	2	0.18	0.093
101	0.008	0	0.99	0	0	0	2	0.18	0.093
102	0	0	0	0	0	1	5	0	0.093
103	0.48	4.5e-05	0.52	0	0	0	2	0.18	0.093
104	0	1	0	0	0	0	1	0.33	0.2
105	0.028	0	0.97	0.00041	0	0	2	0.18	0.093
106	0.079	2.1e-06	0.92	0.00036	0	0	2	0.18	0.093
107	0	1	0	0	0	0	1	0.33	0.2
108	0	1	0	0	0	0	1	0.33	0.2
109	0.026	0	0.97	0	0	0	2	0.18	0.093
110	0	0	0	0	1.1e-05	1	5	0	0.093
111	0.14	0.00021	0.86	0.0011	0	0	2	0.18	0.093
112	0.00057	0	0.014	0.99	0	0	3	0.18	0.013
113	0	1	0	0	0	0	1	0.33	0.2
114	0	0	0	0	1.5e-05	1	5	0	0.093
115	0	0	0.00011	1	0	0	3	0.18	0.013
116	0	1	0	0	0	0	1	0.33	0.2
117	0.21	1.8e-06	0.79	0	0	0	2	0.18	0.093
118	0.59	0	0.41	0	0	0	0	0.16	0.12
119	0.031	0	0.97	0	0	0	2	0.18	0.093
120	9e-06	1	3.8e-05	0	0	0	1	0.33	0.2
121	0.41	0	0.59	0	0	0	2	0.18	0.093
122	0.074	2.8e-05	0.93	0	0	0	2	0.18	0.093
123	0	0	0	0	4.6e-06	1	5	0	0.093
124	0	0	0	1	0	0	3	0.18	0.013
125	0.11	4.5e-06	0.89	0	0	0	2	0.18	0.093
126	0	0	0	0	0	1	5	0	0.093
127	0	1	0	0	0	0	1	0.33	0.2
128	0	1	0	0	0	0	1	0.33	0.2
129	0	0	0	1	0	0	3	0.18	0.013
130	0.28	0.043	0.67	0	0	0	2	0.18	0.093
131	0	0	0	0	8.2e-05	1	5	0	0.093
132	0	0	0	0	1.4e-05	1	5	0	0.093
133	2.9e-06	0	0.00049	1	0	0	3	0.18	0.013
134	0	1	0	0	0	0	1	0.33	0.2
135	0	1	0	0	0	0	1	0.33	0.2
136	0	1	0	0	0	0	1	0.33	0.2
137	0	1	0	0	0	0	1	0.33	0.2
138	0	1	0	0	0	0	1	0.33	0.2
