SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0.022	0.067
1	0.0039	0	0.18	0.019	8.7e-05	0	2.2e-05	0.0024	0	0.019	0.67	4e-05	0	0	0	0	0.11	10	0.2	0.12
2	3.9e-05	0	0.3	0.019	4.2e-06	0	0	0.0017	0	0.019	0.61	0	0	0	0	0	0.046	10	0.2	0.12
3	0.002	0	0.027	0.014	7.1e-05	0	0	0.0012	0	0.014	0.93	4.3e-06	0	0	0	0	0.012	10	0.2	0.12
4	0	0	0	0.00063	0	0	0.092	0	0	0.00063	0.74	0.17	0	0	0	0	0	10	0.2	0.12
5	0	0	0	0	0	1.1e-05	0	0	0	0	0	0	0.46	0	0	0.54	0	15	0	0.08
6	0.016	0	0.0043	0	5.8e-05	0	0	0.00012	0	0	0.35	0	0	0.47	0.13	0	0.027	13	0.16	0.013
7	0	0	0	0.00041	0	0	0.29	0	0	0.00041	0.18	0.53	0	0	0	0	0	11	0.33	0.2
8	0.073	0	0.15	0	0.00085	0	0	0.0065	0	0	0.11	0	0	1e-05	0	0	0.66	16	0.16	0.08
9	0.78	0	0.0065	0	0.0035	0	0	0.0018	0	0	0.0077	0	0	0.00034	0	0	0.2	0	0.2	0.053
10	0	0	0	0.0003	0	0	0.27	0	0	0.0003	0.23	0.5	0	0	0	0	0	11	0.33	0.2
11	0.0031	0	0.18	0.0023	0.0001	0	0	0.003	0	0.0023	0.7	0	0	0	0	0	0.11	10	0.2	0.12
12	2e-05	0	0.66	0.0031	0	0	0	0.0015	0	0.0031	0.23	0	0	0	0	0	0.11	2	0.16	0.11
13	0.012	0	0.0055	0.00012	0.00047	0	0	0.0023	0	0.00012	0.97	0	0	0	0	0	0.0056	10	0.2	0.12
