SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	1	0	0	0	7	0.022	0.053
1	5.4e-05	0.0024	0.27	0	0	0	0.66	0	2.2e-06	0.07	0	6	0.2	0.12
2	0	2.2e-05	0.42	0	0	0	0.56	0	0	0.02	0	6	0.2	0.12
3	5.8e-06	0.0012	0.042	0	0	0	0.93	0	0	0.028	0	6	0.2	0.12
4	0.24	0	0	0	0.0074	0	0.76	0	0	0	0	6	0.2	0.12
5	0	0	0	0	0	1	0	6.4e-06	0	0	0.00031	5	0	0.093
6	0	0.014	0.0094	0.47	0	0	0.49	0	0	0.017	0	6	0.2	0.12
7	0.8	0	0	0	0.0029	0	0.2	0	0	0	0	0	0.33	0.2
8	0	0.052	0.26	1.4e-05	0	0	0.13	0	2.5e-05	0.56	0	9	0.18	0.08
9	0	0.57	0.012	0.0011	0	0	0.0091	0	0.00011	0.4	0	1	0.2	0.053
10	0.75	0	0	0	0.0019	0	0.25	0	0	0	0	0	0.33	0.2
11	0	0.0018	0.26	0	0	0	0.66	0	0	0.078	0	6	0.2	0.12
12	0	9.9e-06	0.8	0	0	0	0.18	0	0	0.016	0	2	0.16	0.11
13	0	0.007	0.0079	0	0	0	0.91	0	1.1e-05	0.074	0	6	0.2	0.12
14	0	0.0028	0.47	0	0	0	0.39	0	3.7e-06	0.13	0	2	0.16	0.11
15	0.0017	0.019	0.14	0.00011	2.2e-06	0	0.76	0	1e-05	0.08	0	6	0.2	0.12
16	0.53	0	0	0	0.45	0	0.026	0	0	0	0	0	0.33	0.2
17	0	0.0004	0	1	0	0	0	0	0	9.8e-06	0	3	0.18	0.013
18	0	0.054	0.45	0.037	0	0	0.077	0	1.5e-05	0.38	0	2	0.16	0.11
19	0	0	0	0	0	1	0	0	0	0	0.00074	5	0	0.093
20	0.062	0	0	0	0.021	0	0.92	0	0	0	0	6	0.2	0.12
21	0	0.00064	0.79	0	0	0	0.11	0	0	0.095	0	2	0.16	0.11
22	0	0.38	0.0087	0.43	0	0	0.044	0	5.9e-05	0.14	0	3	0.18	0.013
23	1	0	0	0	0	0	0.0016	0	0	0	0	0	0.33	0.2
24	0	0	0	0	0	1	0	6e-05	0	0	0.00019	5	0	0.093
25	0.0012	0.0023	0.27	0	2.2e-06	0	0.66	0	2.3e-06	0.064	0	6	0.2	0.12
26	0	1.2e-05	0	1	0	0	0	0	0	0	0	3	0.18	0.013
27	0	0.00032	0.62	0	0	0	0.22	0	0	0.16	0	2	0.16	0.11
28	0.38	0	0	0	0.011	0	0.61	0	0	6.1e-06	0	6	0.2	0.12
29	0	0	3.2e-06	1.2e-05	0	0.91	0	0.088	0	0	0.00022	5	0	0.093
30	0.2	0.0051	0.46	0	5.3e-06	0	0.019	0	3.3e-06	0.31	0	2	0.16	0.11
31	0.00019	0.00017	2.8e-05	0	0	0	1	0	0	0.00089	0	6	0.2	0.12
32	0	0.08	0.11	1.2e-05	0	0	0.0068	0	2.4e-05	0.8	0	9	0.18	0.08
33	0.99	0	0	0	3.8e-05	0	0.0055	0	0	0	0	0	0.33	0.2
34	0	0	0	0	0	1	0	0	0	0	0.0019	5	0	0.093
35	0.0098	0	0	0	0.014	0	0.98	0	0	0	0	6	0.2	0.12
36	0	0.0017	0.18	0	0	0	0.038	0	4.8e-06	0.78	0	9	0.18	0.08
37	0	3.1e-05	0	1	0	0	0	0	0	0	0	3	0.18	0.013
38	0.0028	0	0	0	0.052	0	0.95	0	0	0	0	6	0.2	0.12
39	0	0.017	0.0089	0.95	0	0	0.0007	0	0	0.028	0	3	0.18	0.013
