SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.022	0.053
1	0.00081	0	0.00081	0.3	0	5.6e-05	5.2e-05	0	0.0035	0.69	0	0	0	0	0	0	9	0.2	0.12
2	0.00061	0	0.00061	0.31	0	3e-06	0	0	3.8e-05	0.69	0	0	0	0	0	0	9	0.2	0.12
3	0.00039	0	0.00039	0.04	0	4.5e-05	5.5e-06	0	0.0017	0.96	0	0	0	0	0	0	9	0.2	0.12
4	0	0	0	0	0.0018	0	0.21	0.043	0	0.74	0	0	0.0024	0	0	0	9	0.2	0.12
5	0	0.00034	0	0	0	0	0	0	0	0	0.55	0	0	0.45	0	7.5e-06	10	0	0.08
6	5.4e-05	0	5.4e-05	0.029	0	5.1e-05	0	0	0.019	0.49	0	0.46	0	0	0	0	9	0.2	0.12
7	0	0	0	0	0.00077	0	0.78	0.013	0	0.21	0	0	0.001	0	0	0	6	0.33	0.2
8	0.0025	0	0.0025	0.79	0	0.00062	0	0	0.074	0.13	0	1.4e-05	0	0	0	0	3	0.16	0.093
9	0.00074	0	0.00074	0.1	0	0.0029	0	0	0.88	0.01	0	0.0012	0	0	0	0	8	0.2	0.053
10	0	0	0	0	0.00049	0	0.72	0.026	0	0.26	0	0	0.00063	0	0	0	6	0.33	0.2
11	0.00095	0	0.00095	0.3	0	6.3e-05	0	0	0.0027	0.7	0	0	0	0	0	0	9	0.2	0.12
12	0.00055	0	0.00055	0.73	0	0	0	0	2e-05	0.27	0	0	0	0	0	0	3	0.16	0.093
13	0.00075	0	0.00075	0.013	0	0.00029	0	0	0.01	0.98	0	0	0	0	0	0	9	0.2	0.12
14	0.0012	0	0.0012	0.62	0	8.7e-05	0	0	0.0037	0.38	0	0	0	0	0	0	3	0.16	0.093
15	0.00068	0	0.00068	0.19	0	0.00026	0.0016	1.1e-05	0.027	0.78	0	0.00011	0	0	0	0	9	0.2	0.12
16	0	0	0	0	0.089	0	0.38	0.4	0	0.021	0	0	0.11	0	0	0	7	0.4	0.2
17	0	0	0	0	0	0	0	0	0.00057	0	0	1	0	0	0	0	11	0.18	0.013
18	0.0013	0	0.0013	0.85	0	0.00027	0	0	0.058	0.059	0	0.028	0	0	0	0	3	0.16	0.093
19	0	0.00075	0	0	0	0	0	0	0	0	0.29	0	0	0.71	0	0	13	0	0.11
20	0	0	0	0	0.0052	0	0.055	0.047	0	0.89	0	0	0.0066	0	0	0	9	0.2	0.12
21	0.00089	0	0.00089	0.9	0	1.8e-05	0	0	0.0008	0.1	0	0	0	0	0	0	3	0.16	0.093
22	0.00035	0	0.00035	0.034	0	0.0014	0	0	0.52	0.043	0	0.4	0	0	0	0	8	0.2	0.053
23	0	0	0	0	0	0	1	0.00089	0	0.0017	0	0	0	0	0	0	6	0.33	0.2
