SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	1	0	0	0	0	0.16	0.093
1	0.24	0.76	0	0	1	0.2	0.12
2	0.24	0.76	0	0	1	0.2	0.12
3	0.029	0.97	0	0	1	0.2	0.12
4	0	1	0	0	1	0.2	0.12
5	0	0	0	1	3	0	0.093
6	0.024	0.56	0.42	0	1	0.2	0.12
7	0	1	0	0	1	0.2	0.12
8	0.81	0.19	1.6e-05	0	0	0.16	0.093
9	0.87	0.12	0.011	0	0	0.16	0.093
10	0	1	0	0	1	0.2	0.12
11	0.23	0.77	0	0	1	0.2	0.12
12	0.67	0.33	0	0	0	0.16	0.093
13	0.0093	0.99	0	0	1	0.2	0.12
14	0.54	0.46	0	0	0	0.16	0.093
15	0.15	0.85	9.4e-05	0	1	0.2	0.12
16	0	1	0	0	1	0.2	0.12
17	0	0	1	0	2	0.18	0.013
18	0.88	0.085	0.032	0	0	0.16	0.093
19	0	0	0	1	3	0	0.093
20	0	1	0	0	1	0.2	0.12
21	0.86	0.14	0	0	0	0.16	0.093
22	0.061	0.11	0.83	0	2	0.18	0.013
23	0	1	0	0	1	0.2	0.12
24	0	0	0	1	3	0	0.093
25	0.22	0.78	0	0	1	0.2	0.12
26	0	0	1	0	2	0.18	0.013
27	0.71	0.29	0	0	0	0.16	0.093
28	0	1	0	0	1	0.2	0.12
29	9.6e-06	0	1.5e-05	1	3	0	0.093
30	0.98	0.02	0	0	0	0.16	0.093
31	1.6e-05	1	0	0	1	0.2	0.12
32	0.99	0.012	1.6e-05	0	0	0.16	0.093
33	0	1	0	0	1	0.2	0.12
34	0	0	0	1	3	0	0.093
35	0	1	0	0	1	0.2	0.12
36	0.93	0.072	0	0	0	0.16	0.093
37	0	0	1	0	2	0.18	0.013
38	0	1	0	0	1	0.2	0.12
39	0.042	0.00091	0.96	0	2	0.18	0.013
40	0.00031	6.9e-05	1	0	2	0.18	0.013
41	2.8e-06	1	0	0	1	0.2	0.12
42	0.45	0.55	0.00026	0	1	0.2	0.12
43	0.35	0.65	0.0003	0	1	0.2	0.12
44	0.28	0.72	6.2e-05	0	1	0.2	0.12
45	0	1	0	0	1	0.2	0.12
46	0.51	0.49	0	0	0	0.16	0.093
47	0	1	0	0	1	0.2	0.12
48	0.22	0.78	0.0026	0	1	0.2	0.12
49	0.11	0.86	0.027	0	1	0.2	0.12
50	0.047	0.17	0.79	0	2	0.18	0.013
51	0.68	0.32	8.4e-05	0	0	0.16	0.093
52	0.53	0.28	0.19	0	0	0.16	0.093
53	0	1	0	0	1	0.2	0.12
54	0	1	0	0	1	0.2	0.12
55	0.69	0.31	0	0	0	0.16	0.093
56	0.0058	0.006	0.99	0	2	0.18	0.013
57	0	0	0	1	3	0	0.093
58	0.042	0.96	4.1e-05	0	1	0.2	0.12
59	0.23	0.77	0.00097	0	1	0.2	0.12
60	0.048	0.95	2.8e-06	0	1	0.2	0.12
61	0	1	0	0	1	0.2	0.12
62	0.79	0.21	0	0	0	0.16	0.093
63	0.81	0.19	0	0	0	0.16	0.093
64	0.013	0	0.99	0	2	0.18	0.013
65	0	0	0	1	3	0	0.093
66	0.99	0.014	0	0	0	0.16	0.093
67	0	0	0	1	3	0	0.093
68	0	0	0	1	3	0	0.093
69	8e-05	0	1	0	2	0.18	0.013
70	0.07	0.93	0	0	1	0.2	0.12
71	0.98	0.023	0.0008	0	0	0.16	0.093
72	0.031	0.97	0	0	1	0.2	0.12
73	0	1	0	0	1	0.2	0.12
74	0.97	0.026	0	0	0	0.16	0.093
75	0.88	0.12	0	0	0	0.16	0.093
76	0	1	0	0	1	0.2	0.12
77	0.79	0.21	0	0	0	0.16	0.093
78	0.98	0.018	0	0	0	0.16	0.093
79	0	0	0	1	3	0	0.093
80	0.98	0.022	0	0	0	0.16	0.093
81	0.058	0.94	0	0	1	0.2	0.12
82	0.87	0.13	0	0	0	0.16	0.093
83	0	1	0	0	1	0.2	0.12
84	0.99	0.013	1e-05	0	0	0.16	0.093
85	0.0073	0.99	0	0	1	0.2	0.12
86	0.76	0.24	9.3e-06	0	0	0.16	0.093
87	0.95	0.045	2e-05	0	0	0.16	0.093
88	0	1	0	0	1	0.2	0.12
89	0.63	0.37	0	0	0	0.16	0.093
90	0	1	0	0	1	0.2	0.12
91	0.0021	1	0	0	1	0.2	0.12
92	0.53	0.47	2.9e-05	0	0	0.16	0.093
93	0.53	0.45	0.028	0	0	0.16	0.093
94	0.86	0.14	0	0	0	0.16	0.093
95	0.97	0.032	0	0	0	0.16	0.093
96	0	1	0	0	1	0.2	0.12
97	0.14	0.86	0	0	1	0.2	0.12
98	0	0.77	0	0.23	1	0.2	0.12
99	0	1	0	0	1	0.2	0.12
100	0.34	0.065	0.59	0	2	0.18	0.013
101	0.17	0.83	0	0	1	0.2	0.12
102	0	0	0	1	3	0	0.093
103	0.33	0.67	0	0	1	0.2	0.12
104	0	1	0	0	1	0.2	0.12
105	0.98	0.016	0.00047	0	0	0.16	0.093
106	0.29	0.71	0.00036	0	1	0.2	0.12
107	0	1	0	0	1	0.2	0.12
108	0	1	0	0	1	0.2	0.12
109	0.11	0.89	0	0	1	0.2	0.12
110	0	0	0	1	3	0	0.093
111	0.25	0.75	0.00079	0	1	0.2	0.12
112	0.0073	0.0021	0.99	0	2	0.18	0.013
113	0	1	0	0	1	0.2	0.12
114	0	0	0	1	3	0	0.093
115	0.00014	0	1	0	2	0.18	0.013
116	0	1	0	0	1	0.2	0.12
117	0.069	0.93	0	0	1	0.2	0.12
118	0.63	0.37	0	0	0	0.16	0.093
119	0.99	0.011	0	0	0	0.16	0.093
120	3.2e-06	1	0	0	1	0.2	0.12
121	0.99	0.005	0	0	0	0.16	0.093
122	0.0047	1	0	0	1	0.2	0.12
123	0	0	0	1	3	0	0.093
124	0	0	1	0	2	0.18	0.013
125	0.1	0.9	0	0	1	0.2	0.12
126	0	0	0	1	3	0	0.093
