SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	4	0.022	0.067
1	8.6e-05	0.0025	2.2e-05	0	0	0.012	0	0.0039	0.11	0.67	0.012	0	0	0	0.012	0.18	3.9e-05	0	0	9	0.2	0.12
2	4.2e-06	0.0017	0	0	0	0.012	0	3.9e-05	0.046	0.61	0.012	0	0	0	0.012	0.3	0	0	0	9	0.2	0.12
3	7e-05	0.0012	0	0	0	0.0092	0	0.002	0.012	0.93	0.0092	0	0	0	0.0092	0.027	4.2e-06	0	0	9	0.2	0.12
4	0	0	0.094	0	0	0.00042	0	0	0	0.74	0.00042	0	0	0	0.00042	0	0.17	0	0	9	0.2	0.12
5	0	0	0	0	5.4e-06	0	0.46	0	0	0	0	0	0	0	0	0	0	0.54	5.4e-06	17	0	0.08
6	5.8e-05	0.00012	0	0.47	0	0	0	0.016	0.027	0.35	0	0.13	0	0	0	0.0043	0	0	0	3	0.16	0.013
7	0	0	0.3	0	0	0.00027	0	0	0	0.18	0.00027	0	0	0	0.00027	0	0.52	0	0	16	0.33	0.2
8	0.00084	0.0068	0	1e-05	0	0	0	0.073	0.66	0.11	0	0	0	0	0	0.15	0	0	0	8	0.16	0.08
9	0.0035	0.0018	0	0.00034	0	0	0	0.78	0.2	0.0077	0	0	0	0	0	0.0065	0	0	0	7	0.2	0.053
10	0	0	0.28	0	0	0.0002	0	0	0	0.23	0.0002	0	0	0	0.0002	0	0.49	0	0	16	0.33	0.2
11	0.0001	0.0031	0	0	0	0.0015	0	0.0031	0.11	0.7	0.0015	0	0	0	0.0015	0.18	0	0	0	9	0.2	0.12
12	0	0.0015	0	0	0	0.002	0	2e-05	0.11	0.23	0.002	0	0	0	0.002	0.66	0	0	0	15	0.16	0.11
13	0.00046	0.0024	0	0	0	8.1e-05	0	0.012	0.0056	0.97	8.1e-05	0	0	0	8.1e-05	0.0055	0	0	0	9	0.2	0.12
14	0.00015	0.0043	0	0	0	0.00018	0	0.0045	0.28	0.4	0.00018	0	0	0	0.00018	0.31	0	0	0	9	0.2	0.12
15	0.0004	0.0021	0.00067	7.5e-05	0	0.014	0	0.03	0.089	0.75	0.014	0	0	0	0.014	0.089	0.0012	0	0	9	0.2	0.12
16	0	0	0.18	0	0	0.16	0	0	0	0.023	0.16	0	0	0	0.16	0	0.33	0	0	16	0.33	0.2
17	0	0	0	1	0	0	0	0.0011	1.5e-05	0	0	0	0	0	0	0	0	0	0	3	0.16	0.013
18	0.00035	0.0033	0	0.041	0	1.9e-05	0	0.054	0.67	0.047	1.9e-05	0	0	0	1.9e-05	0.18	0	0	0	8	0.16	0.08
19	0	0	0	0	2.4e-06	0	0.72	0	0	0	0	0	0	0	0	0	0	0.28	2.4e-06	6	0	0.11
20	0	0	0.025	0	0	0.0035	0	0	0	0.92	0.0035	0	0	0	0.0035	0	0.045	0	0	9	0.2	0.12
21	3.1e-05	0.0031	0	0	0	6.2e-05	0	0.00099	0.39	0.11	6.2e-05	0	0	0	6.2e-05	0.5	0	0	0	15	0.16	0.11
22	0.0028	0.0014	0	0.13	0	0	0	0.74	0.066	0.053	0	0	0	0	0	0.0068	0	0	0	7	0.2	0.053
23	0	0	0.36	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0.64	0	0	16	0.33	0.2
24	0	0	0	0	2.7e-05	0	0.35	0	0	0	0	0	0	0	0	0	0	0.65	2.7e-05	17	0	0.08
25	8.9e-05	0.0025	0.00048	0	0	0.018	0	0.0037	0.091	0.67	0.018	0	0	0	0.018	0.18	0.00085	0	0	9	0.2	0.12
26	0	0	0	1	0	0	0	3.5e-05	0	0	0	0	0	0	0	0	0	0	0	3	0.16	0.013
27	4.2e-05	0.0073	0	0	0	7.4e-06	0	0.00057	0.28	0.25	7.4e-06	0	0	0	7.4e-06	0.45	0	0	0	15	0.16	0.11
28	0	0	0.15	0	0	0.0022	0	0	0	0.58	0.0022	0	0	0	0.0022	0	0.26	0	0	9	0.2	0.12
29	0	0	0	5.9e-05	0.015	0	0.31	0	8.7e-06	0	0	0	0	0	0	2e-06	0	0.66	0.015	17	0	0.08
30	7.6e-05	0.0029	0.049	0	0	0	0	0.0048	0.67	0.011	0	0	0	0	0	0.18	0.087	0	0	8	0.16	0.08
