SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0.022	0.053
1	0	0	0.64	5.4e-05	0.002	0.098	0.0027	0	0	0.26	0	0	0	2	0.2	0.12
2	0	0	0.46	0	1.6e-05	0.023	0.0015	0	0	0.51	0	0	0	9	0.16	0.12
3	0	0	0.9	5.8e-06	0.001	0.039	0.0013	0	0	0.057	0	0	0	2	0.2	0.12
4	0	0	0.75	0.24	0	0	0	0	0	0	0	0.0075	0	2	0.2	0.12
5	0	0.0003	0	0	0	0	0	0	0	0	1	0	6.4e-06	10	0	0.093
6	0	0	0.3	0	0.0072	0.015	0.00012	0	0.29	0.39	0	0	0	9	0.16	0.12
7	0	0	0.19	0.8	0	0	0	0	0	0	0	0.0029	0	3	0.33	0.2
8	0	0	0.12	0	0.04	0.73	0.008	1.5e-05	1.3e-05	0.1	0	0	0	5	0.18	0.08
9	0	0	0.0084	0	0.45	0.54	0.0022	6.6e-05	0.001	0.0013	0	0	0	5	0.18	0.08
10	0	0	0.24	0.76	0	0	0	0	0	0	0	0.0019	0	3	0.33	0.2
11	0	0	0.62	0	0.0014	0.1	0.0031	0	0	0.27	0	0	0	2	0.2	0.12
12	0	0	0.11	0	5e-06	0.013	0.00082	0	0	0.88	0	0	0	9	0.16	0.12
13	0	0	0.88	0	0.0058	0.1	0.0025	7.4e-06	0	0.0044	0	0	0	2	0.2	0.12
14	0	0	0.43	0	0.0026	0.21	0.0053	2.8e-06	0	0.35	0	0	0	2	0.2	0.12
15	0	0	0.75	0.0017	0.016	0.11	0.0024	7e-06	0.00011	0.12	0	2.2e-06	0	2	0.2	0.12
16	0	0	0.026	0.53	0	0	0	0	0	0	0	0.45	0	3	0.33	0.2
17	0	0	0	0	0.00034	1.4e-05	0	0	1	0	0	0	0	8	0.18	0.013
18	0	0	0.084	0	0.05	0.6	0.0066	1.1e-05	0.041	0.22	0	0	0	5	0.18	0.08
19	0	0.00071	0	0	0	0	0	0	0	0	1	0	0	10	0	0.093
20	0	0	0.91	0.064	0	0	0	0	0	0	0	0.022	0	2	0.2	0.12
21	0	0	0.13	0	0.00064	0.16	0.0043	0	0	0.7	0	0	0	9	0.16	0.12
