SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0	1	0	0	0	0	0	0	0	0	1	0.022	0.067
1	0.35	0	0.0044	0.35	0.3	0	5.2e-05	0	0	0	0	0.2	0.12
2	0.35	0	4.8e-05	0.35	0.31	0	0	0	0	0	0	0.2	0.12
3	0.48	0	0.0022	0.48	0.041	0	5.5e-06	0	0	0	0	0.2	0.12
4	0.35	0	0	0.35	0	0	0.2	0.087	0	0	0	0.2	0.12
5	0	2.1e-05	0	0	0	0	0	0	1	0	8	0	0.12
6	0.19	0	0.019	0.19	0.023	0.58	0	0	0	0	5	0.16	0.013
7	0.1	0	0	0.1	0	0	0.77	0.027	0	0	6	0.33	0.2
8	0.064	0	0.09	0.064	0.78	1.3e-05	0	0	0	0	4	0.16	0.093
9	0.0041	0	0.91	0.0041	0.084	0.0004	0	0	0	0	2	0.2	0.053
10	0.13	0	0	0.13	0	0	0.69	0.055	0	0	6	0.33	0.2
11	0.35	0	0.0033	0.35	0.3	0	0	0	0	0	0	0.2	0.12
12	0.13	0	2.5e-05	0.13	0.74	0	0	0	0	0	4	0.16	0.093
13	0.49	0	0.013	0.49	0.013	0	0	0	0	0	0	0.2	0.12
14	0.19	0	0.0046	0.19	0.62	0	0	0	0	0	4	0.16	0.093
15	0.39	0	0.033	0.39	0.19	8.8e-05	0.0016	2.4e-05	0	0	0	0.2	0.12
16	0.0084	0	0	0.0084	0	0	0.3	0.68	0	0	7	0.4	0.2
17	0	0	0.001	0	0	1	0	0	0	0	5	0.16	0.013
18	0.028	0	0.069	0.028	0.82	0.054	0	0	0	0	4	0.16	0.093
19	0	4.3e-06	0	0	0	0	0	0	1	0	8	0	0.12
20	0.43	0	0	0.43	0	0	0.053	0.097	0	0	0	0.2	0.12
21	0.05	0	0.00099	0.05	0.9	0	0	0	0	0	4	0.16	0.093
22	0.025	0	0.77	0.025	0.04	0.14	0	0	0	0	2	0.2	0.053
23	0.00087	0	0	0.00087	0	0	1	0.0019	0	0	6	0.33	0.2
24	0	0.00018	0	0	0	0	0	0	1	0	8	0	0.12
25	0.36	0	0.0043	0.36	0.28	0	0.0011	1.6e-05	0	0	0	0.2	0.12
